"entrezid","geneid","genbank","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"XP_425164.3",427591,"FAM107A","XP_425164.3",0.537801385557353,0.558914052240056,5.11861291451843,0.374369774235673,1
"XP_015130111.1",107050951,"LOC107050951","XP_015130111.1",-0.230416178593782,-0.230543457285208,4.04410365350875,0.374473452327531,1
"XP_015145825.1",429071,"PAPPA2","XP_015145825.1",0.227199651279109,0.227379132983353,3.8265164770541,0.374532251363222,1
"XP_015141672.1",418081,"CHST11","XP_015141672.1",0.476175538327287,0.4915855007392,2.25663106960239,0.374631308810556,1
"XP_015142362.1",423147,"PPFIA1","XP_015142362.1",-0.216525720134164,-0.216662950761402,5.65171136739586,0.37466141264941,1
"XP_015136925.1",420611,"FAM126A","XP_015136925.1",-0.297377172384534,-0.297394910459487,5.8808725151954,0.374688233668307,1
"NP_989688.1",378424,"ATXN3","NP_989688.1",0.225295507988744,0.225333447463377,6.42498624867837,0.374794916780612,1
"XP_003641376.2",100857722,"SAAL1","XP_003641376.2",-0.222805645184947,-0.222863950798659,5.45276348977421,0.374921685235151,1
"XP_015155135.1",420029,"PLCD4","XP_015155135.1",0.481018831763707,0.496460981394171,3.13148222686385,0.374930138071918,1
"NP_001264842.1",421699,"SLC18B1","NP_001264842.1",-0.235899700483343,-0.23642122800439,3.94935793100092,0.375022091775475,1
"XP_015141316.1",418160,"CECR1","XP_015141316.1",0.390675024459869,0.391845563819185,3.09729405512637,0.375097417299132,1
"NP_001038116.1",422365,"ATP1B4","NP_001038116.1",-0.507633307590349,-0.519135098728185,1.21858124667921,0.375171367078748,1
"NP_001025795.1",416354,"LOC416354","NP_001025795.1",0.296517481449521,0.298871897768915,0.361271896842369,0.375791119732701,1
"XP_015133842.1",428699,"FRMPD3","XP_015133842.1",-0.273732332678013,-0.275893287040755,5.83837302950927,0.375895338931736,1
"XP_015157439.1",426986,"MAPK8IP3","XP_015157439.1",0.225537684410502,0.225871473027964,4.8893950175563,0.375902169482818,1
"NP_001108324.1",422446,"SCOC","NP_001108324.1",-0.509018132898437,-0.509916906901179,4.74868927236267,0.375951165715896,1
"XP_015142717.1",423192,"ATG13","XP_015142717.1",-0.879000470752345,-0.947224699729791,-0.222043155524502,0.376059647924005,1
"XP_425698.4",428140,"MATN4","XP_425698.4",-0.339761850885454,-0.340818407825929,3.55049558269163,0.37618464958237,1
"XP_015131871.1",422665,"SPATA5","XP_015131871.1",0.375904568960382,0.377875765125057,2.38928762015128,0.37640771500637,1
"XP_015139032.1",769542,"GNMT","XP_015139032.1",-0.213419008482751,-0.213845606846781,3.42770744556756,0.376512690325642,1
"NP_001238958.1",423873,"USMG5","NP_001238958.1",0.209197653879989,0.209242793869726,5.31277772683995,0.376519495807126,1
"XP_004934598.1",418515,"SIM2","XP_004934598.1",0.669499326847571,0.688947202254695,-0.632272962340553,0.376546866677497,1
"NP_001012839.1",418448,"ZFP92","NP_001012839.1",-0.215449415717064,-0.215906676710957,3.22828993229269,0.37655260570484,1
"NP_001001779.1",414876,"AvBD11","NP_001001779.1",-1.12863299512165,-144269478.457792,0.743963664731774,0.376687447496199,1
"XP_015136516.1",768507,"AGAP3","XP_015136516.1",0.218197802734034,0.218265575068371,5.76696377500184,0.37673975726572,1
"XP_004947578.1",428197,"C1QB","XP_004947578.1",-0.520541437185936,-0.534667634122175,1.86872563783173,0.376741235050372,1
"XP_015132142.1",422478,"SH3D19","XP_015132142.1",0.213647116738082,0.213718776042124,6.30706638316786,0.376793689277229,1
"XP_003643828.3",100857683,"FNTB","XP_003643828.3",-0.228658262004991,-0.228847944522644,4.89110126055452,0.376836122546914,1
"XP_001233789.3",770454,"TMPRSS4","XP_001233789.3",-1.14327854133489,-1.46682637636981,-0.719527480188632,0.376868545220424,1
"XP_004947545.1",100858896,"FAM43B","XP_004947545.1",-0.384739779442383,-0.391693624096907,3.30246189214039,0.376887950437038,1
"XP_015149573.1",101751943,"RAPGEF6","XP_015149573.1",-0.209437161485989,-0.209672560200145,6.5983982956337,0.376915622626261,1
"XP_015144114.1",423829,"CUTC","XP_015144114.1",0.209065532730969,0.209167228187859,4.98901726967911,0.376963031543532,1
"XP_418050.1",419930,"PIFO","XP_418050.1",0.274466536012551,0.274509227560407,4.00300424417153,0.376966890665475,1
"XP_015127985.1",101750874,"LOC101750874","XP_015127985.1",-0.227612209940071,-0.227634934432149,6.80216936906694,0.37708910830126,1
"XP_015158142.1",107057578,"LOC107057578","XP_015158142.1",-0.758374531538579,-0.824963872745722,1.34773304061656,0.377221812607095,1
"XP_015128110.1",425999,"TWIST3","XP_015128110.1",-0.212249371616176,-0.212343829651618,5.48661297033893,0.377300489223,1
"XP_004943577.2",425016,"SCHIP1","XP_004943577.2",-0.277312183577694,-0.279849228821247,6.46546261188763,0.37736639124512,1
"XP_422596.4",424778,"XRN1","XP_422596.4",0.219892814004299,0.219951334428998,6.25386071236549,0.377632751166585,1
"XP_004934405.1",427705,"ADORA2A","XP_004934405.1",-0.625771519830856,-0.665413253249063,-0.644741479846967,0.377655318751016,1
"XP_004943064.2",424301,"LRP1B","XP_004943064.2",-0.39726344530857,-0.397881166518143,3.77913278672339,0.377693100027912,1
"XP_015141077.1",422719,"SORBS2","XP_015141077.1",0.423042917421105,0.433179949539062,3.62695988679008,0.377718208976962,1
"XP_419656.4",421618,"ADGB","XP_419656.4",0.363316423570669,0.363365367184918,5.33908085689541,0.377818226800411,1
"XP_015140159.1",421801,"KLHL32","XP_015140159.1",0.228571686510752,0.228667819583139,5.15384013325643,0.377858853231381,1
"XP_416420.4",418189,"LOC418189","XP_416420.4",-0.450551950904023,-0.451014715890509,5.08968532420109,0.377861260716099,1
"NP_001264672.1",416221,"SFXN1","NP_001264672.1",0.216883344814868,0.216887244974787,7.47667602556162,0.377873219370281,1
"XP_004938803.1",418899,"RFXAP","XP_004938803.1",-0.26312054683702,-0.263185994062851,5.23024556813621,0.378073014667715,1
"XP_015135092.1",770416,"SAPCD2","XP_015135092.1",-0.477268223320014,-0.485640090230081,-0.684697168258746,0.378116688528302,1
"NP_990837.1",396506,"S100A10","NP_990837.1",-0.286308510248424,-0.287306229291479,3.8449024247429,0.378124733585337,1
"XP_422620.5",424804,"CUL3","XP_422620.5",0.219538621719812,0.219546304014012,7.50984245962971,0.37816877614089,1
"XP_425790.2",428231,"MYCL","XP_425790.2",-0.592659060796128,-0.615848278610335,1.43559089678207,0.378247568785881,1
"NP_001034653.1",429786,"CRP","NP_001034653.1",-1.07022936864719,-1.39161015598315,-1.44208286646621,0.378340273562211,1
"XP_015140075.1",421737,"RFX6","XP_015140075.1",0.217356324241434,0.217363310157828,7.48926411615129,0.378384615191845,1
"XP_015146551.1",772289,"CRYZ","XP_015146551.1",-0.259765637706107,-0.260275355260525,2.96619801003384,0.378550183945723,1
"XP_015136396.1",395638,"FOLR1","XP_015136396.1",0.310706542582232,0.311209798044352,5.66738515049037,0.378577670522895,1
"XP_015135519.1",100857912,"RFX5","XP_015135519.1",-0.711977102010628,-0.71320491731357,3.37919153911546,0.378704830583975,1
"XP_015148341.1",100859674,"RP11-155D18.12","XP_015148341.1",-0.387631954761123,-0.395090923736732,1.41039208753618,0.378907662851662,1
"XP_416766.2",418561,"MAOB","XP_416766.2",-0.328373382629051,-0.329988204389999,5.51224498072502,0.37902377226884,1
"XP_015151570.1",426388,"SEZ6","XP_015151570.1",0.210649155668348,0.210975041750077,5.95399998063899,0.379187462680685,1
"XP_416732.1",418523,"SH3BGR","XP_416732.1",-0.527893892479899,-0.528568171563239,1.1835317300518,0.379345334247649,1
"NP_001026759.1",430442,"PGLS","NP_001026759.1",-0.235247325117688,-0.235364878363637,4.28560053099293,0.379381018883413,1
"XP_015130490.1",101751669,"LOC101751669","XP_015130490.1",-1.0899971542011,-1.17803002798971,-1.70037151379016,0.379391374065775,1
"XP_004937559.1",417737,"MLC1","XP_004937559.1",-0.448943522152473,-0.449999552534236,4.63322141865078,0.379429409165682,1
"XP_420013.5",422005,"CCDC25","XP_420013.5",0.211466819905285,0.211513427486729,6.05046444122303,0.379432327086605,1
"XP_004941933.1",772279,"SLC24A4","XP_004941933.1",0.217914470101081,0.218003915999604,4.55716285132377,0.379462222460751,1
"XP_015145449.1",424257,"HEG1","XP_015145449.1",0.247063379589293,0.247374561381039,6.77232884161662,0.379657179585104,1
"XP_015142149.1",423085,"PTPN5","XP_015142149.1",0.282251769230552,0.282357659347492,5.73019604438858,0.379765674225255,1
"NP_001186777.1",100529061,"RAB5B","NP_001186777.1",0.21133674355056,0.211494086813136,5.47416930797518,0.379803921908612,1
"XP_015135396.1",771243,"PECAM1","XP_015135396.1",0.443062466445923,0.443516216119485,2.74033544676568,0.379858900801702,1
"XP_015134634.1",415703,"HSDL1","XP_015134634.1",-0.219509245124147,-0.219708166510869,5.11580003706052,0.379902096622655,1
"XP_421162.4",423238,"STARD9","XP_421162.4",-0.274297287813605,-0.2758866409312,1.30616538462398,0.38029058747357,1
"NP_001035797.1",423540,"KIAA0586","NP_001035797.1",0.210980471117297,0.211033948593982,5.24638242962453,0.380342718119506,1
"XP_004934939.1",419813,"ETV7","XP_004934939.1",0.272067860365207,0.2726753820523,0.953596351016993,0.380431925666745,1
"XP_015148970.1",415953,"ECM2","XP_015148970.1",0.276136996361641,0.276486839132479,4.29245147813279,0.380574204204584,1
"NP_001289068.1",101750365,"LYRM9","NP_001289068.1",-0.217035094999197,-0.217192183243478,4.51541504635732,0.3806405071689,1
"XP_015130051.1",107050869,"LOC107050869","XP_015130051.1",-0.389452028538422,-0.394766124351097,0.938739424112532,0.380735104291267,1
"XP_015140471.1",100857732,"LOC100857732","XP_015140471.1",0.209540394131221,0.209556072842365,6.70073742525836,0.38074955178149,1
"XP_004940739.1",770844,"VGLL1","XP_004940739.1",0.773244689425936,0.879082589723977,-0.21344955495519,0.380801351411814,1
"NP_001265081.1",416848,"RHOF","NP_001265081.1",0.356302436349907,0.356383355628992,3.71131246339925,0.380893632307209,1
"XP_001232755.1",769474,"FAM83C","XP_001232755.1",0.391956954279913,0.393999589732837,0.399678514315029,0.380900906828881,1
"XP_003642742.1",100859849,"LOC100859849","XP_003642742.1",-0.302058138955224,-0.302965854163721,3.893859996125,0.380956444732928,1
"XP_004934615.1",427985,"B3GALT5","XP_004934615.1",0.608854494670075,0.647750279319582,1.89255042888881,0.380969919113018,1
"XP_421339.2",423430,"PPP4R4","XP_421339.2",0.222323214894777,0.222416471188771,6.09639470504924,0.381039421703248,1
"NP_989825.1",395155,"DPYSL2","NP_989825.1",0.490107457342738,0.500453023496059,1.20248888668028,0.381049999814154,1
"XP_015156498.1",101748568,"LOC101748568","XP_015156498.1",-0.539376028181429,-0.560288120620611,1.49215741597248,0.381114526546682,1
"XP_015148422.1",374208,"PTPRG","XP_015148422.1",-0.694364177001996,-0.717119800093633,0.758419738117036,0.381419355582116,1
"XP_015141554.1",428809,"CYP26B1","XP_015141554.1",-0.339974927517561,-0.340449791928083,2.38246917230256,0.381440902483058,1
"NP_001026397.1",423723,"PPIF","NP_001026397.1",0.245457860542656,0.245774162475099,5.73906746539029,0.38150495020572,1
"NP_001034424.2",431608,"SMC5","NP_001034424.2",0.206993109401058,0.207003213176152,6.40994166963821,0.381561387382841,1
"XP_015143605.1",423660,"RTKN2","XP_015143605.1",0.564120672619608,0.564371740704319,2.93062662951258,0.381584458862913,1
"XP_015146973.1",424939,"PRSS56","XP_015146973.1",-0.533475689663966,-0.547927057758659,-0.693356212662626,0.381805834720192,1
"XP_015141766.1",423021,"NLRP3","XP_015141766.1",-1.03561434090601,-1.20256352047936,-1.60445175644757,0.381845063916084,1
"NP_001289088.1",420997,"SEC61B","NP_001289088.1",0.218247559593799,0.218285975724324,6.09465563814361,0.381852548523373,1
"NP_001007882.1",419864,"GUCA1B","NP_001007882.1",-0.4007583553324,-0.404093770936629,-0.417051960501412,0.381877500084064,1
"NP_001006176.1",416670,"CORO7","NP_001006176.1",-0.263592196788378,-0.263992603761894,4.1609483867679,0.381884207903906,1
"XP_004936943.1",424711,"LRRC7","XP_004936943.1",0.207335502684535,0.207414197945209,6.80117734123915,0.38207950533318,1
"XP_015138052.1",421055,"EPB41L3","XP_015138052.1",0.827203405635844,0.96501090313667,3.7521334187065,0.382199665381166,1
"XP_015138802.1",421205,"CCDC85A","XP_015138802.1",0.220762363065213,0.220806448955248,4.96397510285706,0.382293692018551,1
"XP_422425.4",424586,"PLK3","XP_422425.4",0.322234244579037,0.323080087635296,4.78870655793906,0.382344835703031,1
"XP_420409.3",422443,"SETD7","XP_420409.3",0.207076543750937,0.207217266959245,4.85412976924502,0.382407797863121,1
"NP_989649.1",374214,"GABRA1","NP_989649.1",0.215407016635486,0.215603164530952,7.50508018180065,0.382417241625717,1
"XP_015154048.1",107055135,"S100A14","XP_015154048.1",-1.04110108878089,-1.36125069939424,-1.4023714580383,0.382431442846264,1
"NP_990410.1",395962,"FSHR","NP_990410.1",0.384180189449317,0.384544813697625,2.05264484857265,0.382588721977383,1
"XP_015146645.1",418236,"PARVG","XP_015146645.1",0.346289612376024,0.348941040259638,0.884256336006284,0.382592186036661,1
"XP_004942661.1",424076,"NIF3L1","XP_004942661.1",-0.216803832237157,-0.217167813839603,4.04566291104177,0.382633793292549,1
"XP_429149.3",431595,"FAM169A","XP_429149.3",-0.209503346986817,-0.209567725663711,4.84311470756089,0.382668445301953,1
"XP_004939591.1",420742,"HERPUD2","XP_004939591.1",0.218376692339246,0.218460514412102,5.78232369095233,0.382919536459868,1
"XP_004946172.1",417358,"RHBDF2","XP_004946172.1",-0.371768430459201,-0.376623519504667,2.68700242441395,0.383018600131232,1
"XP_003643143.3",100858213,"CTD-2287O16.3","XP_003643143.3",0.256012211606113,0.256093746085296,3.00472851744873,0.38302638353739,1
"XP_004947925.1",426061,"SSPO","XP_004947925.1",-0.207017663781243,-0.207268049672567,4.51534992215303,0.383048005671196,1
"XP_015146890.1",418215,"TM7SF3","XP_015146890.1",0.244735774431937,0.244755551244468,6.4325791583388,0.383075707399559,1
"XP_428089.4",430532,"CNTNAP4","XP_428089.4",0.475276409880425,0.478623064811613,1.62357001933928,0.383104483549837,1
"XP_015135017.1",770750,"PHPT1","XP_015135017.1",0.378395539144613,0.385957489890779,2.14397653713232,0.383132007252255,1
"XP_004944649.1",427587,"KBTBD12","XP_004944649.1",0.801253926592324,0.84824741403474,1.30422613204784,0.38321192736022,1
"NP_001026084.1",419803,"AHCYL1","NP_001026084.1",0.208471496370218,0.208495770515383,8.19520430367414,0.383292260425514,1
"XP_001235153.1",771943,"C1ORF74","XP_001235153.1",0.427997296393656,0.428922091095945,2.53195519969641,0.383335254623908,1
"XP_015142374.1",428858,"SHANK2","XP_015142374.1",-0.271347121845873,-0.271725586406657,6.06165916843417,0.383469240026973,1
"XP_015137940.1",421044,"LDLRAD4","XP_015137940.1",0.207471762577147,0.207508588893417,6.30338773238673,0.383608976047237,1
"NP_001020475.1",373954,"BCL2L1","NP_001020475.1",-0.209550512751185,-0.209598910428256,6.42906101166588,0.383628821737141,1
"NP_990677.1",396290,"GABRB3","NP_990677.1",-0.225639570857592,-0.225957006417344,5.34736864412246,0.383637234684494,1
"XP_423953.3",426291,"CCDC121","XP_423953.3",1.190422956281,1.19103198940585,2.49502426939773,0.38375129386398,1
"NP_001007827.1",415479,"ABHD17C","NP_001007827.1",-0.210488328669285,-0.210571694484475,5.54393234888538,0.38375893041608,1
"XP_015129791.1",107050585,"LOC107050585","XP_015129791.1",-0.233892590103165,-0.234021035699478,4.79516891923343,0.384242952428304,1
"NP_990141.1",395600,"LECT1","NP_990141.1",0.844826720307983,0.935591125234581,0.8556040373279,0.384326558241219,1
"XP_015146793.1",100857910,"ARTN","XP_015146793.1",-0.508204811468547,-0.526635123461647,-0.866348720109042,0.38432748822775,1
"XP_015147513.1",415460,"C10H15ORF40","XP_015147513.1",-0.251583347999599,-0.252248643636095,3.65806798360847,0.384390327073933,1
"NP_001264526.1",426987,"MRPS34","NP_001264526.1",-0.210754453945878,-0.210867942721198,4.69778765829284,0.384462276194539,1
"XP_419691.2",421652,"TMEM242","XP_419691.2",-0.20678108766926,-0.206995368250042,5.53112882019256,0.384514503610307,1
"XP_015143082.1",428876,"DCAF5","XP_015143082.1",0.212829118735091,0.212845084091399,6.02943820319565,0.384606088283582,1
"NP_001074365.1",777552,"BIN2","NP_001074365.1",0.690206667664712,0.748737324639106,-0.451490304487901,0.384668557137228,1
"XP_015149376.1",427635,"HRH2","XP_015149376.1",0.594972219034064,0.633619306298717,-0.230268372007739,0.38476522617837,1
"XP_015130561.1",101748987,"LOC101748987","XP_015130561.1",-0.510388975140424,-0.526750566430036,1.79337147842839,0.384990765633078,1
"XP_015153803.1",425644,"CCT3","XP_015153803.1",-0.215564256402583,-0.215580362715775,7.22278030526323,0.385021377936331,1
"NP_990508.1",396090,"RP11-295K3.1","NP_990508.1",-0.255567642990155,-0.255602767913045,8.43254848452908,0.385089694306073,1
"XP_420686.4",422731,"MTMR7","XP_420686.4",-0.209992741682003,-0.210143728060069,6.43478517661004,0.385134949022223,1
"NP_001264895.1",431323,"LOC431323","NP_001264895.1",-1.13387416662681,-144269478.46816,-1.83844922058619,0.385276147704096,1
"XP_015143689.1",396422,"VCL","XP_015143689.1",0.300469646027162,0.302466815828937,1.92193980720438,0.385396666312219,1
"XP_015144038.1",395508,"TCF7L2","XP_015144038.1",-0.73894373798996,-0.826837154884804,0.189560194266413,0.385400969950565,1
"NP_001170988.1",418627,"MOSPD2","NP_001170988.1",0.207447821495898,0.207530531716241,6.36451602785437,0.385415686480984,1
"XP_015157163.1",107056661,"LOC107056661","XP_015157163.1",0.248114223342493,0.249311194425256,3.16839703702766,0.385463096288128,1
"XP_015135386.1",395555,"MRE11A","XP_015135386.1",0.221215997700447,0.221242080694289,6.54889124188258,0.38565463264842,1
"XP_015153913.1",100857811,"LOC100857811","XP_015153913.1",0.734402115856307,0.800971958268486,-1.27717119358373,0.385768866260322,1
"XP_419273.3",421195,"LOC421195","XP_419273.3",0.279557293501211,0.279796036137845,2.18578965922444,0.385857292237507,1
"XP_015145599.1",769292,"GMPPA","XP_015145599.1",-0.206256700541031,-0.206360438220123,5.5262456781651,0.385978887602031,1
"NP_001025895.1",417653,"AATF","NP_001025895.1",-0.206443434805998,-0.206584176340936,4.94792143057331,0.386064333464331,1
"NP_990828.2",396494,"EGFR","NP_990828.2",-0.3421210694262,-0.344796036815063,1.10003084482639,0.386147620358346,1
"NP_001020612.1",415995,"SELK","NP_001020612.1",0.213291473396076,0.213316625543679,5.32234315737556,0.386241357804863,1
"XP_015151602.1",417619,"NXN","XP_015151602.1",-0.20615362523788,-0.20629520825274,4.92726488288469,0.38625796479919,1
"NP_001183985.1",422492,"SMIM19","NP_001183985.1",-0.240493948906133,-0.241162982923378,3.63148243793653,0.386370329611379,1
"NP_001076834.1",100034745,"PTGER2","NP_001076834.1",0.562508315688084,0.585552080847351,0.0338395111830255,0.386489832925248,1
"NP_001001755.1",414837,"THBS2","NP_001001755.1",0.467957786458812,0.483002358825903,1.17658071323914,0.386615508689645,1
"XP_003642751.1",429566,"NIT1","XP_003642751.1",-0.209433341593743,-0.209625524021012,3.05740860501987,0.38674193705342,1
"XP_004941519.2",426464,"PIDD1","XP_004941519.2",-0.214004302819972,-0.214104325644166,3.67733830554233,0.38674459388253,1
"NP_990052.1",395469,"PDGFC","NP_990052.1",0.23468412310199,0.235223108406649,4.80411268163205,0.38713977818582,1
"NP_996876.1",404539,"DMP1","NP_996876.1",-0.454166246249285,-0.460999473365249,1.1500811617709,0.387154856492594,1
"XP_015151536.1",100857289,"TSR1","XP_015151536.1",-0.215988248518183,-0.216094846629597,4.98485491342972,0.387213622582076,1
"NP_001038102.1",416950,"SPECC1L","NP_001038102.1",0.210525924056063,0.210545986124704,7.62248095021382,0.387229489211744,1
"XP_001231821.2",768734,"SPINK4","XP_001231821.2",1.18457699036071,1.31913322279102,-1.67378738648466,0.387482440759853,1
"NP_998745.1",404773,"RP5-966M1.6","NP_998745.1",0.56309097704558,0.578090573188765,-0.834692291473913,0.387548213420216,1
"XP_015132226.1",428928,"NIN","XP_015132226.1",0.212804751855547,0.21292396130849,6.02990256330087,0.387804552837699,1
"XP_422258.3",424415,"XPR1","XP_422258.3",0.215234290221496,0.215263339193401,6.18599850991487,0.387862352276381,1
"XP_015157315.1",107056855,"LOC107056855","XP_015157315.1",-1.08577020883123,-144269478.406033,-1.78563939901207,0.387874484447181,1
"NP_001008480.1",428478,"GCM2","NP_001008480.1",0.39955092212427,0.399575926937036,5.41288182024741,0.387902465357953,1
"XP_414535.3",416210,"BOD1","XP_414535.3",0.204796281039381,0.204844213632715,4.31999449044153,0.388000657157196,1
"XP_418224.2",420103,"POLR2E","XP_418224.2",-0.213268174449033,-0.213323982639364,5.43555689717298,0.38811788573442,1
"XP_015134062.1",422315,"ARHGEF9","XP_015134062.1",0.205136738619856,0.205156427038415,7.32835679181255,0.388136104252452,1
"XP_414617.4",416298,"PKD2L2","XP_414617.4",0.499906406732942,0.500070374991976,2.97125830078066,0.388169722755556,1
"XP_015139407.1",421311,"GPCPD1","XP_015139407.1",0.217141616673774,0.217164721720007,7.08649672753145,0.388181519428253,1
"XP_004943325.1",408043,"LAMC2","XP_004943325.1",0.805316505726093,0.911488931190629,-0.99617197753521,0.388332176621681,1
"NP_001264825.1",418118,"NDUFB2","NP_001264825.1",-0.263861310558279,-0.263956230007697,5.45521650409368,0.388370577710716,1
"XP_015134532.1",426412,"MUC1","XP_015134532.1",-0.559263501714598,-0.577961731802036,3.33776691577897,0.388441803031187,1
"XP_015147918.1",415766,"ANKRD27","XP_015147918.1",-0.224243974173044,-0.22444548546786,5.25142645813748,0.388476751278728,1
"XP_015142311.1",423112,"CHKA","XP_015142311.1",0.210430027162607,0.210460217154547,6.99695774505103,0.388625488834592,1
"XP_015132733.1",395923,"CD72","XP_015132733.1",-0.975107290754023,-1.00161629000561,-1.410159634892,0.38867498652777,1
"XP_015136119.1",101747858,"CZH9ORF84","XP_015136119.1",0.393904388098148,0.394075450085599,2.80180037025912,0.388831537172546,1
"XP_015137699.1",420912,"CDH12","XP_015137699.1",0.231073220634473,0.231188834632778,6.38774650013308,0.388993443655399,1
"XP_015146960.1",424922,"LRCH3","XP_015146960.1",-0.265584759056849,-0.265885258461569,5.27945215058027,0.389283272761962,1
"XP_015138478.1",420257,"ODF1","XP_015138478.1",0.233561607705997,0.233571576641809,5.83285164578515,0.389462764993455,1
"XP_015134058.1",771752,"C8ORF48","XP_015134058.1",0.230305227448973,0.230618875145141,4.78399939391427,0.389595589792675,1
"NP_001012892.2",421347,"BPNT1","NP_001012892.2",-0.205128473383843,-0.205241462381249,5.52732784700932,0.389786274596045,1
"XP_015148774.1",771427,"PRICKLE2","XP_015148774.1",-0.254213841406049,-0.255727965972115,5.20392010181285,0.389792888143808,1
"NP_001186437.1",423606,"CCSER2","NP_001186437.1",0.208229149731558,0.208244705542268,7.24842841784325,0.3898177001816,1
"XP_421891.4",424036,"MCM3AP","XP_421891.4",-0.205276119890952,-0.20528943824929,7.23107131471076,0.389956533281992,1
"XP_015144121.1",423861,"TMEM180","XP_015144121.1",-0.208170845615177,-0.208288001232331,5.24509032743731,0.390024310670106,1
"XP_015132195.1",107051797,"LOC107051797","XP_015132195.1",-0.328575822429492,-0.330154290448566,2.68095030960899,0.390139737869003,1
"XP_015133871.1",107049032,"RAB33A","XP_015133871.1",-0.333241334519963,-0.33859442657154,2.48968204898412,0.3904109989374,1
"XP_004942700.2",429011,"KLF7","XP_004942700.2",-0.25307851334068,-0.253202351896194,3.69161887934307,0.39048575978315,1
"XP_415820.3",417574,"RPL23A","XP_415820.3",-0.204991249368659,-0.205002237352155,8.37275123201477,0.390636859467223,1
"XP_015138946.1",427871,"ALX1","XP_015138946.1",0.668475997480142,0.71702178344501,-0.046825364025028,0.390676841697826,1
"XP_015143927.1",423778,"MAPK8","XP_015143927.1",-0.388916953832511,-0.395167483049851,2.17382293945186,0.390697944150143,1
"XP_003642719.1",425744,"SCNM1L","XP_003642719.1",-0.211617481742361,-0.211694564387655,4.53382503048251,0.390728160721043,1
"XP_003642761.2",396327,"SYT2","XP_003642761.2",-0.424507491846865,-0.431854187555114,2.80451189846834,0.39087943219089,1
"NP_001265075.1",771099,"C12ORF57","NP_001265075.1",-0.495248868529905,-0.495512402073283,3.54677482629808,0.391182761488702,1
"XP_417083.1",418889,"LHFP","XP_417083.1",-0.275349384014799,-0.275710497535981,4.03158937923984,0.391189225707088,1
"NP_001025736.1",415699,"C11H16ORF70","NP_001025736.1",0.214983952692913,0.215221970409692,5.75569306325699,0.391221155585795,1
"XP_015138245.1",107052744,"C2H8orf34","XP_015138245.1",0.343217093801053,0.343758719139951,2.21787724322116,0.391427120614871,1
"NP_001026733.1",429081,"HIAT1","NP_001026733.1",0.214629231431211,0.214664677325987,5.85415621374721,0.391445487993016,1
"NP_990755.1",396395,"ANOS1","NP_990755.1",0.259916986415029,0.259981579208107,6.99493081493959,0.391530173285256,1
"XP_417402.4",419225,"SS18L1","XP_417402.4",0.206288575653626,0.206689165450269,4.1712957579725,0.391707637067497,1
"NP_001171210.1",771738,"ATOH8","NP_001171210.1",-0.519271246610937,-0.5291829054851,0.547837904233204,0.391724494274535,1
"XP_015155740.1",426878,"LIMA1","XP_015155740.1",-0.205165352842603,-0.205272728528992,5.33672721971591,0.391945588023358,1
"NP_001012790.1",415574,"CTDSPL2","NP_001012790.1",0.215436934746949,0.215455490794154,6.16503605724153,0.392226483143495,1
"XP_015138451.1",420249,"SPAG1","XP_015138451.1",-0.204276223534319,-0.20444300309552,3.67970147655656,0.392411094507319,1
"XP_015130128.1",107050971,"EXOSC4","XP_015130128.1",-0.281657822068443,-0.283139007066733,2.29524461224581,0.392413514378174,1
"NP_001129151.1",417616,"SLC47A2","NP_001129151.1",1.0642258549011,1.27553190183443,0.259963542460695,0.392448345179955,1
"XP_015147232.1",424998,"LOC424998","XP_015147232.1",-0.33741367959795,-0.339396318144152,7.71312289857867,0.392728348685169,1
"XP_004936068.1",422740,"DLC1","XP_004936068.1",0.202529245485205,0.202670740308289,6.26248480028677,0.392743802155226,1
"XP_015136092.1",427331,"INIP","XP_015136092.1",0.2075616578752,0.207604351213506,5.67268929272297,0.392884966328997,1
"NP_990701.1",396328,"KCNJ2","NP_990701.1",0.218168367457643,0.218681813504597,5.3056088183334,0.392963879954457,1
"NP_001264611.1",415658,"PSKH1","NP_001264611.1",-0.2276057841593,-0.227977713626102,4.10394833542639,0.39307119843346,1
"NP_001289106.1",768930,"RPS28","NP_001289106.1",-0.245563687859436,-0.245635741163024,6.16860945273254,0.393102625695339,1
"XP_419990.2",421980,"GPN1","XP_419990.2",-0.211522675277753,-0.211591920497456,5.6226491023513,0.39313406052015,1
"NP_990838.1",396507,"CKM","NP_990838.1",-1.10282036871017,-1.42613502481532,-1.32955081541863,0.393162883643945,1
"XP_015151586.1",100859164,"ANKRD13B","XP_015151586.1",-0.282576706636189,-0.285095538256903,3.11602320899436,0.393226547547386,1
"XP_015148150.1",415849,"FAM38A","XP_015148150.1",-0.231949663759577,-0.232247799943987,4.14256101862007,0.39330407952874,1
"XP_015132257.1",107051813,"LOC107051813","XP_015132257.1",-0.67944826954769,-0.723691524165505,0.110836386709035,0.393311540535547,1
"XP_425451.3",427877,"SLC17A8","XP_425451.3",0.512513204823242,0.525909273873468,1.9682197696769,0.393484145465326,1
"NP_001264345.1",424821,"RBP1","NP_001264345.1",0.498620380136735,0.509387929127888,0.389678959062928,0.393594197241871,1
"NP_001026186.1",421047,"MC5R","NP_001026186.1",-0.561473743743212,-0.597178851886014,1.93600635613448,0.393844134483787,1
