"entrezid","geneid","genbank","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"XP_423102.2",425328,"PPP1R3C","XP_423102.2",-1.51945537040405,-1.52260441713699,3.81462272362347,9.77037787467575e-08,4.29235689158917e-05
"NP_001093757.1",421029,"CDH19","NP_001093757.1",-3.90989228866954,-3.94602677311349,4.61668832989995,1.04867319299568e-07,4.47543756679326e-05
"XP_004937733.1",769889,"APOLD1","XP_004937733.1",-1.96410329880493,-1.98896596494527,0.467583255845462,1.15049626599763e-07,4.77360075700183e-05
"NP_001289071.1",424038,"S100B","NP_001289071.1",-4.30944952178225,-4.32340313883444,5.54952239717908,1.21499432562491e-07,4.90496493023222e-05
"NP_990062.1",395483,"SOX8","NP_990062.1",-2.30929291314397,-2.3173897088058,5.13433053574592,1.27444677124771e-07,5.00958195319134e-05
"XP_419036.3",420951,"VSTM2A","XP_419036.3",1.15541273845633,1.15654920457382,5.47160083588092,1.41210784288824e-07,5.40837303826196e-05
"XP_003641735.3",424593,"SEPP1L","XP_003641735.3",-4.11673327085841,-4.15840943619868,6.30459291651653,1.56879551866344e-07,5.85827466556895e-05
"XP_015141617.1",422966,"C5H11ORF9","XP_015141617.1",-4.23362429861385,-4.30383314475049,4.63774854020909,1.74579357899316e-07,6.28778481438679e-05
"XP_015146483.1",424576,"SLC6A9","XP_015146483.1",-2.93078675476204,-2.93509641030465,6.71796394440831,1.76800537058476e-07,6.28778481438679e-05
"XP_004948001.1",428234,"HEPACAM","XP_004948001.1",-3.88093569585382,-3.95010205345897,4.38393313788754,2.03085993495882e-07,6.92622417103408e-05
"XP_003642039.1",100859224,"LOC100859224","XP_003642039.1",-5.85750247857991,-6.32528178290011,3.01876117460488,2.04026152189529e-07,6.92622417103408e-05
"XP_418091.2",419969,"GFAP","XP_418091.2",-5.97579277826527,-6.02243993971472,7.30403475512918,2.52304252190879e-07,8.37481914438924e-05
"XP_015147447.1",427523,"GLDN","XP_015147447.1",-3.0977512264495,-3.11975110463383,3.73835457678191,2.90548508501408e-07,9.43336994011899e-05
"XP_415218.3",416927,"LOC416927","XP_415218.3",-5.5556960902885,-144269483.762032,1.27055517987444,2.96825592277962e-07,9.43336994011899e-05
"XP_004947192.1",100858468,"PDYN","XP_004947192.1",2.4000778286447,2.403391947286,4.29893454572505,3.06669791968142e-07,9.54318058880862e-05
"NP_001026055.1",419521,"RASSF2","NP_001026055.1",-3.05473767003219,-3.06622079479522,5.42623816538252,3.33959787309525e-07,0.000101803211082497
"XP_015155464.1",107055352,"MIDN","XP_015155464.1",0.949593160490522,0.950598173110279,3.85353834224239,5.06165275356202e-07,0.000151211814359912
"NP_001278993.1",419414,"TMEM88B","NP_001278993.1",-5.0726253722519,-5.21718866218183,4.10571724922025,5.82822400423943e-07,0.000169266190020278
"XP_004935062.1",419889,"TSPAN2","XP_004935062.1",-1.43302945767616,-1.43384331342745,6.54417923164583,5.89264369087131e-07,0.000169266190020278
"XP_004949308.1",425241,"DIRAS2","XP_004949308.1",-1.57689223149974,-1.60232952895968,3.61119005432789,6.06232974541953e-07,0.000170854753598739
"XP_004940453.1",421833,"NT5E","XP_004940453.1",-4.37328103962728,-4.82050071268225,2.17942243370764,6.97942522953112e-07,0.000193058656765753
"XP_015137182.1",776499,"DCLK3","XP_015137182.1",-1.11927077409582,-1.12003620057267,4.3264508789422,8.16536208878956e-07,0.000221319938139034
"NP_990507.1",396089,"SHANK3","NP_990507.1",-5.62291186809023,-5.67262526327114,5.63690191768763,8.29746035735817e-07,0.000221319938139034
"NP_001304756.1",421088,"AQP4","NP_001304756.1",-2.88847834389869,-2.8928406483894,8.66129591788598,8.9233952564828e-07,0.000231962033105326
"NP_001038101.1",416507,"RASD1","NP_001038101.1",-1.44175434982422,-1.44181837986308,7.48377795916025,9.07806739801571e-07,0.000231962033105326
"XP_015140360.1",421884,"DST","XP_015140360.1",-4.35041752707962,-144269482.515253,2.01522253221129,9.29213945587229e-07,0.000231962033105326
"NP_001186441.1",422998,"SYT12","NP_001186441.1",-1.29663483770979,-1.29709890730326,4.61235416392538,9.38094780007899e-07,0.000231962033105326
"NP_001186405.1",420198,"PMP2","NP_001186405.1",-7.35886851659994,-7.95421902018307,2.26861349958677,9.47290889698391e-07,0.000231962033105326
"XP_015154663.1",418479,"ADAMTS1","XP_015154663.1",-1.35090903460997,-1.35159496204715,4.5906052951203,1.02206432198599e-06,0.000246235077056528
"XP_015139360.1",421369,"ATF3","XP_015139360.1",-1.81729240125495,-1.8254112595782,2.92438137412203,1.05444116446521e-06,0.000250002978946298
"XP_015139017.1",416732,"LAMP5","XP_015139017.1",-1.37159111735478,-1.38118815801591,4.56450136133469,1.15303784892031e-06,0.000268284346956161
"XP_417083.1",418889,"LHFP","XP_417083.1",-1.35756286262151,-1.35963011824241,4.03158937923984,1.16746887274221e-06,0.000268284346956161
"XP_015148356.1",427575,"GRM2","XP_015148356.1",-2.35901852308801,-2.36272738345147,7.08009449066943,1.3565752927317e-06,0.000307017653750506
"XP_003641900.1",100859848,"LOC100859848","XP_003641900.1",-2.19704069835733,-2.19839981692265,7.30874290482104,1.47116037437192e-06,0.000327980933014827
"NP_989535.1",374033,"UGT8","NP_989535.1",-2.67270195262931,-2.67464756760863,7.47846065045445,1.60862440884435e-06,0.000353353276395706
"XP_417276.2",419084,"GDPD4","XP_417276.2",-2.29161370883938,-2.34419571544552,3.25611231818603,1.96401671287768e-06,0.000425166922322521
"XP_015148696.1",427597,"CNTN6","XP_015148696.1",-3.7792796946641,-3.8840616905305,-0.219050332143277,2.18002372613087e-06,0.00046518591996024
"NP_990123.1",395573,"SOX10","NP_990123.1",-4.45505206989284,-4.50025623641914,4.91828175144983,2.84952913306259e-06,0.000599484741697971
"XP_015137490.1",420514,"SLC39A12","XP_015137490.1",-4.51864724226647,-144269482.691295,2.2016381607676,2.99234401220082e-06,0.000620786701531163
"NP_001264000.1",417327,"PMP22","NP_001264000.1",-2.65744883008985,-2.6602079294821,5.10554415515413,3.07331687687998e-06,0.000628851153287072
"XP_425830.4",428270,"SYT6","XP_425830.4",-1.19867446409047,-1.20051263106046,2.79044828330532,3.87205336281261e-06,0.000781579203788269
"XP_424313.5",426690,"ETNK2","XP_424313.5",-2.63778855166743,-2.67762955000151,3.91451218719376,3.93015383796754e-06,0.000782729438369616
"XP_015146188.1",424490,"ABCA4","XP_015146188.1",3.42839287358562,3.44002168262051,2.6822236590525,4.44995920022777e-06,0.000874592639128976
"XP_004940384.1",421766,"SESN1","XP_004940384.1",-0.746193676364607,-0.746350541663663,6.26175740206764,4.7644492790102e-06,0.000918390895903547
"XP_004937559.1",417737,"MLC1","XP_004937559.1",-2.14860073243705,-2.16240822581947,4.63322141865078,4.79577491333445e-06,0.000918390895903547
"NP_001025825.2",416778,"5-Sep","NP_001025825.2",-1.80862182090598,-1.80961284356352,7.26850346056343,5.54029476570122e-06,0.00104753649259847
"NP_990824.1",396489,"GLUL","NP_990824.1",-1.86944798865833,-1.86982908188071,9.10414423208906,5.91736093812224e-06,0.00110484525415915
"NP_001070702.1",768091,"TSC22D3","NP_001070702.1",-1.01630517774233,-1.01647907961651,6.53875082264405,6.63100297998469e-06,0.00122135925593927
"NP_001011692.1",424893,"APOD","NP_001011692.1",-3.57656031424001,-3.61161932875196,5.52832918124535,6.70492461585461e-06,0.00122135925593927
"NP_001186838.1",420570,"PDK4","NP_001186838.1",-1.57743926421498,-1.57974604629678,4.76798537140624,7.14708320089931e-06,0.00128621664785341
"XP_419256.4",421176,"GPR37L1","XP_419256.4",-3.92476382830412,-4.00164330096379,4.84715808068704,7.31643058183443e-06,0.00129103694214476
"NP_990220.1",395705,"LHX2","NP_990220.1",-2.91038751682729,-3.13197212775048,2.01504906690264,7.34673228106745e-06,0.00129103694214476
"XP_428970.3",431418,"GPR139","XP_428970.3",0.972768452096611,0.973240022284407,4.31915799987313,7.85388109124401e-06,0.0013641095565106
"XP_015147078.1",769039,"LOC769039","XP_015147078.1",1.01210942260327,1.01387989283376,3.552405233947,8.23803970184504e-06,0.00141438619570643
"NP_989978.1",395359,"SALL3","NP_989978.1",0.783948267628425,0.784172222801157,5.54692013395331,9.1620293120736e-06,0.00155515036175504
"XP_015137856.1",396217,"MBP","XP_015137856.1",-1.81323154823755,-1.81329581245948,11.1649085699009,1.05317582937707e-05,0.00176756037791071
"XP_001235036.3",771808,"PIPOX","XP_001235036.3",-3.59806623037351,-3.63525223003319,4.68885353480302,1.13974416534369e-05,0.00189159539974874
"XP_015133350.1",418731,"SH3RF3","XP_015133350.1",-2.12175711123693,-2.22102526468072,2.65041804102019,1.15563827259126e-05,0.00189689767886765
"XP_422283.4",424441,"HEBP2","XP_422283.4",-2.54466720319445,-2.54538942568403,8.10519167970434,1.20294637028642e-05,0.0019530880361922
"XP_015131019.1",416887,"WSCD2","XP_015131019.1",1.08909738302432,1.08916304559644,6.94588476112933,1.26212460708552e-05,0.00202713497376735
"XP_420512.1",422551,"ENPP6","XP_420512.1",-2.37417187950257,-2.39140090741917,4.77340589439704,1.27709951278404e-05,0.00202936547047396
"XP_419196.1",432368,"SNAI2","XP_419196.1",1.47526134582532,1.48947659725537,3.13221698910117,1.46033042194977e-05,0.00227741439967576
"NP_001075168.1",417748,"GPR37","NP_001075168.1",-3.32030862837466,-3.40209107399942,3.45561104242677,1.46369272523849e-05,0.00227741439967576
"XP_004940901.1",422374,"KIAA1210","XP_004940901.1",-1.29234148395251,-1.29329414984676,5.61418271845939,1.51784254979326e-05,0.00233732104806824
"XP_015135864.1",427459,"SLC28A3","XP_015135864.1",1.87914802251625,1.97115183026256,6.78019655817315,1.94266489103944e-05,0.0029609781099445
"NP_989956.2",395334,"OPN4-1","NP_989956.2",-4.42834060124199,-144269482.597039,1.15229479359877,1.96625744814111e-05,0.00296666540433169
"XP_015140824.1",422413,"FAM198B","XP_015140824.1",-3.14436973906897,-3.73923358780882,1.15963895306354,2.01212674556918e-05,0.00300551371985668
"XP_015153905.1",425975,"HAPLN2","XP_015153905.1",-5.40440263353911,-5.59436916609051,4.05432750111185,2.03732219651781e-05,0.00301301798508777
"XP_015130206.1",107051021,"TXNIP","XP_015130206.1",-1.04891753228578,-1.0490170741973,7.1490622260572,2.0817295353523e-05,0.00304850922250562
"XP_015155916.1",426516,"HNRPK","XP_015155916.1",3.26377290939982,3.66474099396128,-1.31910625494754,2.92140417895648e-05,0.00423660332243426
"XP_417204.2",419010,"NAALAD2","XP_417204.2",-2.01133942889578,-2.01226019122905,4.44043846518603,2.95566972622457e-05,0.00424508064429004
"NP_001186510.1",420397,"GJC2","NP_001186510.1",-1.65028150260249,-1.65220426795853,6.2250601728094,3.10820617115923e-05,0.00442164529320052
"XP_015135417.1",100858879,"TTYH2","XP_015135417.1",-1.79006365784971,-1.79352163429708,5.39123600410057,3.40204990600387e-05,0.0047940018345264
"XP_004945226.1",427662,"KCNJ12","XP_004945226.1",-3.09055959486059,-3.51191466132964,1.29499960723678,3.76474038646596e-05,0.00525550721052729
"XP_015149324.1",416208,"STC2","XP_015149324.1",-2.26059655372687,-2.35793759186495,3.31575703222529,4.16921637634982e-05,0.00576625787162382
"XP_001232594.1",770169,"LRRN3","XP_001232594.1",0.971597163553567,0.973480442308676,4.49932288036129,4.2461848872175e-05,0.00581883152847411
"XP_417765.3",419618,"ZC3H12A","XP_417765.3",-0.738690081216856,-0.739084391944683,4.56004858345982,4.32617541571573e-05,0.00587455292586781
"NP_990856.1",396536,"APOA1","NP_990856.1",-2.28715598946497,-2.28886060507007,8.43164911907673,4.67381967735763e-05,0.0062894454523145
"NP_001264292.1",417931,"GAS2L3","NP_001264292.1",-3.70100448218029,-3.97541249844339,1.52055564834628,5.10908187324675e-05,0.00681378178041845
"XP_015152409.1",769237,"ABI3BP","XP_015152409.1",-1.82036046224466,-1.82711435440028,3.48343497862724,5.36809639283478e-05,0.0070065550228672
"NP_001304268.1",422030,"OvoDA1","NP_001304268.1",5.0744275961942,6.10472801118638,9.06859423668257,5.38680319795785e-05,0.0070065550228672
"XP_015146754.1",418228,"SCUBE1","XP_015146754.1",-1.07814724512381,-1.08078787364341,4.78419719020375,5.39434844767844e-05,0.0070065550228672
"XP_015137311.1",428435,"CREB5","XP_015137311.1",-1.97406111987181,-2.02530462063496,2.44712149875385,5.49071134715433e-05,0.00707023753383139
"XP_420710.1",422756,"RASL11B","XP_420710.1",-1.04002281477416,-1.04032375573007,5.45143218842186,5.54923777085802e-05,0.00708452688746207
"NP_001006417.1",421934,"KLF11","NP_001006417.1",1.05197595331909,1.05359318034198,4.22417638095636,5.88868330170328e-05,0.00745417478623237
"XP_015139286.1",421422,"DAAM2","XP_015139286.1",-1.49909969565168,-1.50008025511286,6.4842775360823,6.12489022429244e-05,0.00768802397313077
"NP_001138514.1",770209,"C5H11ORF96","NP_001138514.1",-1.10610486743676,-1.10669283665582,4.28815497539963,6.21992864527988e-05,0.00774225618121214
"XP_004942521.1",428995,"VWC2L","XP_004942521.1",-0.891022781761148,-0.891412400413878,4.74875985719179,6.50146700011846e-05,0.00792938242639394
"XP_429179.3",431627,"ACOT12","XP_429179.3",-2.52895688810848,-2.69107718138057,3.22344434512443,6.61092885942052e-05,0.00792938242639394
"XP_015128840.1",107049626,"SFTPC","XP_015128840.1",-4.17120975769007,-4.78093550967311,1.1536152629524,6.62201688395332e-05,0.00792938242639394
"NP_001264473.1",424409,"RGS16","NP_001264473.1",2.2779030829823,2.27964010119797,4.76874357239323,6.62343852152069e-05,0.00792938242639394
"XP_015146556.1",374187,"PTCH2","XP_015146556.1",1.04577120336437,1.04846479652072,3.78302245067137,6.63568858070056e-05,0.00792938242639394
"XP_421818.5",423959,"C6H10ORF90","XP_421818.5",-2.13716156558291,-2.15080855254281,4.0421780504537,6.78049136490903e-05,0.00803811107282906
"XP_015137575.1",420476,"KIAA1462","XP_015137575.1",-1.08138409594523,-1.08204240322547,6.76068092575766,7.00068505907677e-05,0.00823379785255353
"NP_001180517.1",428900,"TSHR","NP_001180517.1",-3.12976828160033,-3.3599856355965,1.30035571253447,7.0998090106703e-05,0.00828514431190487
"XP_015155921.1",107055436,"LOC107055436","XP_015155921.1",2.18207244648817,2.18264171466774,6.04978727759789,7.20319832742528e-05,0.00834063359819779
"XP_015134044.1",100859468,"LOC100859468","XP_015134044.1",-0.800572283444408,-0.801196716177469,5.09161856552777,7.3866248167018e-05,0.00848723191439037
"NP_001186371.2",416728,"HAO1","NP_001186371.2",-1.26211791612475,-1.27411646267285,1.26441733208756,7.60393974611341e-05,0.00867023267081649
"XP_015132160.1",374011,"MAB21L2","XP_015132160.1",1.82144288773777,1.87504888390423,1.24977365640664,7.81280103985467e-05,0.00884089463123554
"XP_015138245.1",107052744,"C2H8orf34","XP_015138245.1",-2.93895685914157,-3.52555763787735,2.21787724322116,7.91889800880296e-05,0.00889357741033758
"NP_990152.1",395615,"SHH","NP_990152.1",1.95114020795511,1.95876568832923,2.22357701163242,8.52349080992334e-05,0.00950114792744962
"NP_001159385.1",422926,"LOC422926","NP_001159385.1",2.20203121400468,2.20665504041421,9.5326966079316,9.13417471703496e-05,0.0101064568702482
"XP_015152634.1",428187,"CA6","XP_015152634.1",-2.12304899155617,-2.23480451355149,0.0466652428040904,9.60336633524216e-05,0.0105474619815818
"XP_416822.2",418623,"ACE2","XP_416822.2",-2.96910679706457,-3.00799400623933,4.26548450125778,9.95210985861902e-05,0.0108507054714009
"XP_004949302.1",431265,"SHC3","XP_004949302.1",1.30410001304799,1.31642265842913,3.65663060079342,0.000105017039840057,0.0113669530731227
"XP_418986.3",420900,"SERPINB5","XP_418986.3",1.79017221342934,1.81781584626994,3.55833414843445,0.000117954672653008,0.0126611827704747
"NP_001182486.1",417981,"CYP2D6","NP_001182486.1",-2.40290812182919,-2.40852720409558,3.96111155192116,0.000118669450884813,0.0126611827704747
"XP_003642075.1",416093,"EIF4E3","XP_003642075.1",-1.81325704307074,-1.81704844972936,5.27649629648558,0.000121393907842743,0.0128600056840216
"XP_015139492.1",374204,"QKI","XP_015139492.1",-2.65893702509534,-2.6732432031899,4.80812901359644,0.000127878965197919,0.0134516063602909
"XP_419100.3",421014,"FAM69C","XP_419100.3",-0.958502227051615,-0.961282638971368,2.89837442052365,0.000130297682918828,0.0136101852430666
"NP_001135726.1",423459,"DLK1","NP_001135726.1",-1.35253806488089,-1.35847259570164,4.45672179589465,0.000137117270188669,0.0142230601722788
"NP_989727.1",378914,"CDKN1A","NP_989727.1",1.36579338022718,1.36794773689596,4.38993994291159,0.000149332606442864,0.0153833182237039
"XP_416418.3",418187,"SLCO1B1","XP_416418.3",-2.64852665934381,-2.96147880366358,2.26394923942631,0.000150504884693514,0.015397886730596
"XP_422797.1",424990,"CLDN11","XP_422797.1",-2.42008607615752,-2.4246198535673,6.37413850827932,0.000155894641009494,0.0158408044405362
"NP_001026182.1",421035,"SLMO1","NP_001026182.1",-0.622799754805221,-0.622898978711851,6.411870793883,0.000161135221024765,0.0161895890391737
"XP_015140432.1",421922,"RNF144A","XP_015140432.1",-0.943351295542967,-0.945392556492483,4.61679225863741,0.000161494862879887,0.0161895890391737
"NP_989702.1",378797,"GJB1","NP_989702.1",-3.48449564968802,-3.76769423380165,1.66045297530819,0.000163089378433198,0.0162305116385783
"NP_990865.2",396548,"COL6A3","NP_990865.2",1.24202059346359,1.24279453926982,5.54356386936408,0.000164076270832518,0.0162305116385783
"XP_015158021.1",107057452,"PCP4L1","XP_015158021.1",-3.65212156424223,-4.27398102728543,1.15924140263535,0.000169306259220884,0.0166376815393575
"XP_015149150.1",416155,"CCNJL","XP_015149150.1",-1.51215980096699,-1.53909749224393,1.89794649591339,0.000173114866918152,0.016900763184029
"XP_426544.3",428987,"PPAPDC1A","XP_426544.3",-1.36401386363434,-1.36628817710914,5.89295220966247,0.000174595309476345,0.0169346112834297
"XP_015139491.1",374204,"QKI","XP_015139491.1",-1.33594564667641,-1.33624887122252,8.43439133681228,0.000183298908649251,0.0176641019257669
"XP_015132066.1",428743,"ETNPPL","XP_015132066.1",-3.71850589562818,-3.76917597445748,2.23534814582339,0.000186386284102803,0.0178464867028434
"XP_015144850.1",417962,"LOC417962","XP_015144850.1",-2.84287863404194,-3.16321344647346,1.17972994907454,0.000189707371218905,0.0180487834643107
"NP_001155877.1",416457,"GPER1","NP_001155877.1",-1.70347197160063,-1.75329692172887,2.35680779707101,0.000203879227114486,0.0192743292114499
"XP_001232488.1",770534,"C5H15ORF62","XP_001232488.1",-1.11696760535646,-1.11812456803412,3.55154693468812,0.000207689814694797,0.019511086554064
"XP_417049.3",418854,"KIAA0226L","XP_417049.3",-0.912828360438777,-0.913966292511743,4.56390789105024,0.0002138391980252,0.0199632256306401
"NP_989502.1",373985,"CHRDL1","NP_989502.1",1.17111623404139,1.1715954988292,5.40337073525444,0.000218700626583531,0.0202902562688087
"XP_004942333.2",428980,"ADRA2A","XP_004942333.2",-1.02902401728207,-1.02924343407319,5.7207042932571,0.000221189053717528,0.0203944499714736
"NP_001038152.1",693264,"NPY6R","NP_001038152.1",-2.98977275043207,-3.1333961591154,2.87708749668308,0.00023004461313969,0.0210808367267948
"XP_015155438.1",107055349,"FCHO1","XP_015155438.1",-1.11459008725165,-1.12042966575351,3.44375612959668,0.000235774156469305,0.0214741376535488
"XP_001231870.1",769024,"GPR17","XP_001231870.1",-3.13928700140663,-3.55482714203247,1.10558480915444,0.000257555726336807,0.023315817480563
"XP_004935175.1",420928,"CMBL","XP_004935175.1",1.12159462837202,1.12419636367057,2.72488484414299,0.00026070310648188,0.023351458251331
"NP_990130.2",395582,"VAX1","NP_990130.2",-3.36474376343095,-144269481.455062,0.450951969116297,0.000262259015801293,0.023351458251331
"NP_001265037.1",427897,"NDUFA6","NP_001265037.1",-0.713997118043189,-0.71423504438981,6.13403148910393,0.000262639417970383,0.023351458251331
"XP_004946147.1",417341,"NARF","XP_004946147.1",-0.700674348547971,-0.700827817827393,6.30821575819671,0.000274217589776345,0.0242366162040785
"XP_015153740.1",419774,"SCN4B","XP_015153740.1",-2.73456779968268,-2.82497047961991,2.11151247268176,0.000280891258319725,0.0246804277971867
"NP_990004.1",395393,"SNCA","NP_990004.1",-1.95678704167092,-1.96257275725925,6.18963434446275,0.000305932386136115,0.0266270456620204
"NP_001001292.1",408035,"EGF","NP_001001292.1",-1.51964458585326,-1.52817511313141,5.15605635127063,0.000306611224065576,0.0266270456620204
"XP_015137493.1",420514,"SLC39A12","XP_015137493.1",-2.66279432337317,-2.87495847975782,2.56383455054934,0.000313571036747995,0.0269800147947417
"XP_015141693.1",427902,"CBX6","XP_015141693.1",0.907433680583703,0.907639544323319,6.68728409767847,0.000314288181983334,0.0269800147947417
"NP_989716.1",378901,"RGS4","NP_989716.1",-1.06260600184622,-1.06384568992856,6.74476304328252,0.000336964820053986,0.0287613915265508
"NP_990690.1",396315,"IGFBP2","NP_990690.1",-1.73200279462986,-1.74468065143756,4.25223754839128,0.000344223193045927,0.0292139876961762
"NP_990797.2",396453,"PRL","NP_990797.2",1.07617028337778,1.07617111411854,12.7977741275676,0.000351705591554581,0.0296803752601739
"XP_004935953.1",396392,"GATA4","XP_004935953.1",2.78140160936115,3.32703090344881,5.2679598604717,0.000355746176244627,0.029852700194191
"XP_418192.3",420073,"SSPO","XP_418192.3",-0.655352775943048,-0.655603477923304,5.35393737667969,0.000362661723862492,0.0302630065325924
"NP_990043.1",395451,"CXCL14","NP_990043.1",-1.61702117865922,-1.62737239972645,4.95183159443052,0.000366870384185448,0.0304441273809891
"NP_001004392.2",419243,"COL20A1","NP_001004392.2",1.69624431452157,1.70990051384765,0.184320656034183,0.000411641755150309,0.0339706789871832
"XP_004938835.1",428079,"GPR12","XP_004938835.1",1.17666090619829,1.18064874158445,2.96048072088512,0.000415544776133616,0.0341043534126803
"NP_001186451.1",423003,"GCHFR","NP_001186451.1",-1.92351615803455,-1.99769658153357,1.14684842936993,0.000424827514413252,0.0346756753157964
"XP_015143371.1",423509,"SYNE2","XP_015143371.1",1.90081906734026,1.90767395122544,4.25823897456694,0.000452556506731744,0.0367382420709351
"NP_989815.2",395143,"SOX4","NP_989815.2",1.08077403799681,1.08502659675092,2.16471223801845,0.000464917224238531,0.0375376679916267
"XP_015133137.1",427203,"ENC1","XP_015133137.1",0.590094949988763,0.590287656175799,6.0730948059506,0.0004714205876859,0.0378581146143241
"NP_001001608.2",414340,"AvBD5","NP_001001608.2",-4.36434689721055,-144269482.530054,2.05338867478514,0.000475069432408406,0.0379471235929645
"NP_990271.2",395782,"T","NP_990271.2",1.88371963488532,1.95365457838828,2.84001371915396,0.000517601759794736,0.0411245610960318
