"entrezid","geneid","genbank","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"NP_989845.2",395185,"SLC35B1","NP_989845.2",1.12791350039663,1.12811762962213,5.89803250455856,2.1869045969747e-08,1.42025191152222e-05
"XP_015148230.1",418254,"A2ML1","XP_015148230.1",3.89950283628714,3.90024888654523,5.79926217645464,2.74133348988395e-08,1.70613743076652e-05
"NP_996726.1",395399,"CITED2","NP_996726.1",-1.1996507781422,-1.20023128127496,4.54779115527119,3.52707452947204e-08,2.10735648986895e-05
"XP_015138136.1",107052707,"CEBPD","XP_015138136.1",-1.48458585844672,-1.48504220692768,5.67452611622498,3.98398516613197e-08,2.15782824798349e-05
"NP_990844.1",396519,"CALB1","NP_990844.1",2.43168657647155,2.43221755263179,6.00034862755096,4.06633415746649e-08,2.15782824798349e-05
"XP_015129915.1",107050717,"LOC107050717","XP_015129915.1",1.05400409233916,1.05406089313671,7.64853588416462,4.16766658338013e-08,2.15782824798349e-05
"XP_015149364.1",426419,"UNC5A","XP_015149364.1",1.6491642801674,1.654582712074,3.87285769902399,4.31162530986714e-08,2.15782824798349e-05
"NP_001185639.2",374091,"P4HB","NP_001185639.2",0.952778746082139,0.952809852708314,8.1785276767234,4.41393621726954e-08,2.15782824798349e-05
"XP_015132560.1",424835,"TRPM2","XP_015132560.1",2.51575981490991,2.59673967970187,4.29167940063292,4.47832065926813e-08,2.15782824798349e-05
"XP_001235188.3",771985,"PTPRR","XP_001235188.3",1.82197160702749,1.82371720453192,5.39053146936639,5.10177368720814e-08,2.38141229893213e-05
"NP_001292131.1",396503,"COL17A1","NP_001292131.1",1.74199078761518,1.74220777950981,5.93852526996605,8.91998273776945e-08,4.0375085501231e-05
"XP_015129190.1",107049904,"LOC107049904","XP_015129190.1",7.36511003270029,7.37866919477412,4.76091921203061,1.02464666051925e-07,4.50151387299296e-05
"XP_419778.1",421746,"NT5DC1","XP_419778.1",1.24861588216128,1.24888217921996,5.74073714358215,1.22077906099988e-07,4.99873781338233e-05
"XP_015130626.1",374105,"RIMBP2","XP_015130626.1",2.02082993521417,2.02470532519955,7.69295851207526,1.22138146842116e-07,4.99873781338233e-05
"XP_004949683.1",427387,"SEMA6A","XP_004949683.1",-1.68682856852345,-1.68737739659336,5.87937364396028,1.23822252858771e-07,4.99873781338233e-05
"XP_420375.1",422407,"GUCY1A3","XP_420375.1",1.31324219544318,1.31380497242535,6.68845271438875,1.61213730126252e-07,6.33697233393638e-05
"XP_015154090.1",107055138,"HAX1","XP_015154090.1",-1.82247718935838,-1.82325513595213,4.6356144239278,1.8862218276476e-07,7.14792155454512e-05
"XP_004937998.1",101749866,"LRTM2","XP_004937998.1",2.50705724803493,2.58343269075507,3.07749769569165,1.91415185232513e-07,7.14792155454512e-05
"XP_004934811.1",427845,"SLC26A4","XP_004934811.1",2.10730019380127,2.11418482121684,4.20210989345187,2.75509967807719e-07,9.65678825619218e-05
"NP_001185921.1",770363,"BSG","NP_001185921.1",0.957235652828886,0.957293539680744,7.96265226591399,2.76957119522389e-07,9.65678825619218e-05
"XP_003641084.2",771077,"AKD1","XP_003641084.2",-2.39649558216578,-2.39667771697496,7.22973027711333,2.77995511157705e-07,9.65678825619218e-05
"XP_003641938.1",100858361,"HSD11B2L","XP_003641938.1",1.85096468683099,1.85345983942789,2.37674476088332,3.07736925393827e-07,0.000104469692150172
"XP_015142148.1",423079,"HPS5","XP_015142148.1",-2.79705922994843,-2.79809197552164,4.25969484866098,3.21249905004071e-07,0.000106633551801018
"XP_426528.4",428971,"LOC428971","XP_426528.4",2.10673556164815,2.12008804803431,0.903881676332061,3.50307652547955e-07,0.000111388743345708
"NP_001280167.1",415402,"AQP9","NP_001280167.1",-1.25613007607881,-1.2607035765676,4.80612730098224,3.50490120991381e-07,0.000111388743345708
"XP_419425.2",421365,"FLVCR1","XP_419425.2",1.08548100597863,1.08581335422656,6.94748115864599,4.24833207233683e-07,0.000130672144220191
"NP_001272864.1",418719,"SLC9A2","NP_001272864.1",2.75708953139371,2.75742750603754,6.00148832417847,4.2866272121506e-07,0.000130672144220191
"XP_015149379.1",101749151,"LOC101749151","XP_015149379.1",2.93828316968265,2.95065111392353,1.06191345454742,5.4927804779963e-07,0.000163124372805827
"NP_001289113.1",419770,"FXYD2","NP_001289113.1",3.18708385573307,3.20529584598135,2.60839365465885,5.5696210839507e-07,0.000163124372805827
"XP_001232900.3",769612,"SLC1A4","XP_001232900.3",-1.39671027544153,-1.39774220409472,4.81236655388004,5.73235634882852e-07,0.000164661936120099
"XP_001234036.2",395271,"DMBX1","XP_001234036.2",-2.73653723584878,-2.97886331917536,5.39645986542696,6.16181172217366e-07,0.000173658456026619
"NP_001034377.1",421702,"VNN1","NP_001034377.1",-2.42316696618001,-2.42387104932718,7.31023248753321,7.60936857819669e-07,0.000208722794362227
"NP_001072970.1",771133,"FUT9","NP_001072970.1",-3.66793029756959,-3.68280124127049,2.5554890036599,7.68544800824963e-07,0.000208722794362227
"NP_990508.1",396090,"RP11-295K3.1","NP_990508.1",-1.25806182709173,-1.25809879977906,8.43254848452907,8.50364802088535e-07,0.000226819625871365
"XP_413878.1",415505,"FAM174B","XP_413878.1",0.811708393913956,0.811806793669098,7.99055582562725,1.05790667974959e-06,0.000277095006059355
"XP_419554.4",421509,"ERO1LB","XP_419554.4",0.799275475937331,0.799548560720701,6.30289768985772,1.08959554836107e-06,0.000277095006059355
"XP_015132060.1",422535,"NPNT","XP_015132060.1",-1.07800871700346,-1.07818693258739,5.84323847274908,1.09450394038307e-06,0.000277095006059355
"XP_004947317.1",419347,"KCNG1","XP_004947317.1",1.30521607529497,1.30551661574917,8.12116553608322,1.11647730061393e-06,0.000277947023987839
"XP_015131377.1",420871,"SSR1","XP_015131377.1",0.925847219069813,0.925949657861529,7.46178224131004,1.23188313772027e-06,0.000301649810297174
"XP_001233783.1",770448,"DESI1","XP_001233783.1",0.659346363839897,0.659460684225455,6.93652050798607,1.29622990196166e-06,0.000311701623247199
"XP_015129932.1",107050736,"LOC107050736","XP_015129932.1",1.25268381265088,1.25471837706946,3.27144767526283,1.31466842502334e-06,0.000311701623247199
"XP_422831.3",425029,"SLC33A1","XP_422831.3",1.15865888009428,1.15902884006082,5.85709041807848,1.36513998992388e-06,0.000317802109773866
"XP_015139595.1",421702,"VNN1","XP_015139595.1",-1.5921092273337,-1.59398339022453,5.10016089249614,1.38295086933797e-06,0.000317802109773866
"NP_001041543.1",422219,"IL13RA2","NP_001041543.1",2.08037280829792,2.08550500024689,1.57748760150934,1.51396109185184e-06,0.000339480255450051
"XP_015152368.1",419434,"SAMD11","XP_015152368.1",1.04337563819589,1.04394749304988,5.28208350527082,1.52274065174757e-06,0.000339480255450051
"NP_001264783.1",100857454,"GPX2","NP_001264783.1",2.80083524181586,2.80834968786082,1.64430068878192,1.71241500506912e-06,0.000372831536064327
"XP_003641696.1",424171,"G6PC2","XP_003641696.1",-1.76741449676212,-1.76925988031386,4.05260824114501,1.72225855181352e-06,0.000372831536064327
"XP_004943891.1",415476,"CEMIP","XP_004943891.1",-2.11342732715478,-2.11489225107437,4.32013186187526,1.99330899284456e-06,0.000425343663230274
"NP_990519.2",396105,"SOX2","NP_990519.2",-1.53191756780327,-1.5644854772977,4.81668000405873,2.2121928515408e-06,0.000465401755260068
"NP_990207.1",395689,"ENO2","NP_990207.1",-1.86813521853697,-1.87111371578111,8.15208127561708,2.37088253481481e-06,0.00049185933920179
"NP_001006192.2",416918,"XBP1","NP_001006192.2",1.0181810308368,1.01844074828987,6.32325406040698,2.78916526557788e-06,0.000570709062629271
"NP_001155878.1",428164,"PLTP","NP_001155878.1",-1.38208838144838,-1.38241548741708,5.58291666484849,2.85523019687549e-06,0.0005729344460088
"XP_004934989.1",419829,"KLHDC8A","XP_004934989.1",1.18600396216492,1.18651092473724,5.72841238598756,2.87675459936132e-06,0.0005729344460088
"NP_006915.1",807636,"ND1","NP_006915.1",-1.65458076620493,-1.65463712739344,9.95771666166889,3.22123659539995e-06,0.000633100145072224
"XP_015148633.1",101747832,"CPNE9","XP_015148633.1",3.47709786187027,3.72347220418286,1.09944375299661,3.34917367236247e-06,0.000638746101258125
"XP_421149.5",423225,"SPTBN5","XP_421149.5",-2.38435422499498,-2.40030765114838,2.18251567864983,3.38785907806776e-06,0.000638746101258125
"XP_015134689.1",107052162,"SLC38A7","XP_015134689.1",-1.34526748930617,-1.34619631091393,5.71664862419703,3.43311996808276e-06,0.000638746101258125
"XP_015152860.1",100859804,"LOC100859804","XP_015152860.1",-2.55628568606475,-2.55905831562654,4.87489104453025,3.45101644761516e-06,0.000638746101258125
"XP_015141794.1",429955,"LOC429955","XP_015141794.1",1.44884673209405,1.46119098523238,3.2211307031012,3.46377680939333e-06,0.000638746101258125
"NP_001070702.1",768091,"TSC22D3","NP_001070702.1",-1.04333196842959,-1.04349921842947,6.538750822644,3.5259930195253e-06,0.000642289728446943
"XP_015142632.1",428866,"CHST1","XP_015142632.1",1.63775731741059,1.64126988551316,4.53648095078645,3.62202925684667e-06,0.000651834349512274
"NP_990358.1",395883,"TMOD1","NP_990358.1",-1.94744355223741,-1.95081909786369,4.87376764565152,3.7632804588766e-06,0.000669191907312379
"XP_015141164.1",428789,"NWD2","XP_015141164.1",2.33924957416568,2.36293516461857,3.72877872445783,4.00244641985021e-06,0.00070334755498003
"XP_001232414.2",769188,"FAM161A","XP_001232414.2",-1.57803130251878,-1.58214196149884,3.30914859843068,5.19597931632428e-06,0.000902469105208556
"XP_004945669.1",416889,"FICD","XP_004945669.1",1.0031234455248,1.00369870704806,5.63474545639981,5.44344903024071e-06,0.000934583886950638
"NP_001026262.2",421948,"MYCN","NP_001026262.2",1.29181577166882,1.29378918003233,3.51777675639517,5.55968498307771e-06,0.000943693347638997
"XP_428970.3",431418,"GPR139","XP_428970.3",-1.48417899707365,-1.50938231615394,4.31915799987294,6.18100223026557e-06,0.00103736663273569
"XP_004945524.1",427004,"DNAH3","XP_004945524.1",-2.35862821334032,-2.36251669395421,3.11811204076431,6.63748102564939e-06,0.00110160060089028
"XP_015142236.1",414878,"MUC6","XP_015142236.1",-5.88310431292473,-5.89811574178534,3.19562047125447,7.57232547394823e-06,0.0012429431385095
"XP_015145601.1",769191,"ASIC4","XP_015145601.1",2.18524660239144,2.19516135937558,3.30575800501429,7.6694822454339e-06,0.00124520713369615
"NP_001291994.1",417575,"TLCD1","NP_001291994.1",1.08308207175246,1.08382753058434,3.69358107147174,8.64767819257117e-06,0.00137669799935987
"XP_004940755.1",771005,"XKRX","XP_004940755.1",1.11122284196637,1.11469494390124,2.72777243678158,8.68293392751522e-06,0.00137669799935987
"XP_015129111.1",107049822,"SSR4","XP_015129111.1",0.91298824779634,0.913331797896936,5.78986305524411,8.75586194946692e-06,0.00137669799935987
"XP_415461.1",417179,"C9ORF58","XP_415461.1",1.37426865719581,1.37441921885227,7.4219174426301,8.9482425432372e-06,0.00139229061321181
"XP_015132712.1",395145,"HMGCR","XP_015132712.1",0.731692090762896,0.731984644606387,6.93008691316262,1.00265153878689e-05,0.00154312739985782
"NP_001092079.1",428065,"PCDH8","NP_001092079.1",1.72058962141105,1.73067411351593,2.33223932931208,1.0124287687358e-05,0.00154312739985782
"NP_990854.1",396533,"GOT2","NP_990854.1",0.675689604328759,0.675772231587191,7.17485457764907,1.1148188478129e-05,0.00166970133080312
"NP_006918.1",807635,"COX2","NP_006918.1",-1.64489407201365,-1.6449209959634,10.5126671976145,1.13544184812028e-05,0.00166970133080312
"XP_015132421.1",424862,"SLCO2A1","XP_015132421.1",-1.61007930350135,-1.61510902420304,1.38378196464574,1.13733961260979e-05,0.00166970133080312
"NP_001026186.1",421047,"MC5R","NP_001026186.1",-1.11878119477446,-1.12768870321049,1.93600635613504,1.14018568482237e-05,0.00166970133080312
"XP_015138287.1",420203,"RALYL","XP_015138287.1",-2.36104353853707,-2.55604484718018,3.93483179667464,1.16809036193889e-05,0.00169395783847391
"XP_004944800.1",427605,"PSD2","XP_004944800.1",1.12349847739379,1.1268230151223,5.53810128753937,1.20246103630119e-05,0.00172703466338759
"XP_414338.2",415996,"CACNA2D3","XP_414338.2",-1.70807437322928,-1.71070369686672,4.30648779449599,1.23522423705251e-05,0.00174308624069877
"NP_990635.1",396241,"TF","NP_990635.1",3.19249304758731,3.19257633053883,8.96207321580065,1.23697624365046e-05,0.00174308624069877
"XP_420175.1",422179,"LOC422179","XP_420175.1",-1.53878744486133,-1.53882631970261,10.0421451397007,1.39994890884964e-05,0.00195430250948478
"NP_001265383.1",415507,"CHD2","NP_001265383.1",-2.73332189523733,-2.74066416525894,2.57221159103689,1.53685493066527e-05,0.00210892445285274
"XP_421999.5",424152,"CYBRD1","XP_421999.5",-1.13927106232665,-1.13973437036725,6.5156486000447,1.54382208821099e-05,0.00210892445285274
"NP_001008789.1",427802,"CYGB","NP_001008789.1",-1.56059392185308,-1.56122770501613,5.36133946676507,1.55306748218384e-05,0.00210892445285274
"NP_001006442.1",422525,"OSTC","NP_001006442.1",0.782433411508306,0.782595264558983,5.90848118175941,1.58449453001761e-05,0.00213221574728586
"XP_004947241.2",101750367,"LOC101750367","XP_004947241.2",2.3221499626045,2.34910691383443,0.713290405051693,1.6499395076066e-05,0.00220045950224284
"NP_990521.2",396107,"RET","NP_990521.2",1.27881440641209,1.28246531968847,6.01022616994778,1.73312825585102e-05,0.00229095015554396
"XP_015140675.1",422017,"ZNF395","XP_015140675.1",-1.0349003845216,-1.0371592929403,2.05790460902625,2.13657374382687e-05,0.00279947386066157
"NP_001026749.1",429501,"GALNT6","NP_001026749.1",0.856054096951218,0.856824772643149,3.95529661517301,2.1579466658968e-05,0.0028028912476957
"NP_001026023.1",419173,"MAFB","NP_001026023.1",-1.20955225986321,-1.20975189718936,5.08221578943325,2.27474771356778e-05,0.00291717033783967
"XP_015129825.1",107050625,"PCOLCE","XP_015129825.1",0.989436185218402,0.989956260736652,6.07942709734244,2.29761949977366e-05,0.00291717033783967
"XP_004944310.2",100858277,"ADAMTS18","XP_004944310.2",1.37171568896463,1.37236938491878,4.75389539076216,2.30451964829002e-05,0.00291717033783967
"NP_001006186.1",416821,"SSPO","NP_001006186.1",0.709314455075654,0.709381551908631,7.31633706087913,2.33051902945009e-05,0.00292529098679798
"NP_001006561.1",425656,"SSR2","NP_001006561.1",0.804225959715916,0.804355926689228,6.30700995485187,2.35549742071465e-05,0.00293200541443456
"XP_015143897.1",425107,"LGALS2","XP_015143897.1",2.37391672984863,2.40628831841926,-0.0862012587564814,2.41613221352971e-05,0.00296288215665348
"XP_421661.3",423789,"LIPA","XP_421661.3",-0.977247989270572,-0.977472682366182,6.19047933047184,2.41997471454593e-05,0.00296288215665348
"XP_015146115.1",424483,"TMEM56","XP_015146115.1",1.0823737774731,1.08573366088588,4.17046871929955,2.5804776690713e-05,0.00313370690592829
"NP_001280019.1",395683,"MMP13","NP_001280019.1",-3.74339115167886,-3.74589008106998,3.63427959471522,2.64669374125352e-05,0.00318819874299224
"XP_015151835.1",419152,"ZNF341","XP_015151835.1",-1.29795840369789,-1.29798986577265,10.1939649455811,2.68977996827066e-05,0.0032141794708847
"XP_015153698.1",419759,"ZBTB16","XP_015153698.1",-1.19326093713684,-1.19525941645085,5.3864841359654,2.84241104056773e-05,0.0033696106121397
"XP_001235914.1",776390,"ACPP","XP_001235914.1",1.82354474186214,1.82487557092934,2.93947267322533,2.88388232080393e-05,0.003391854348492
"XP_015156668.1",107056154,"LOC107056154","XP_015156668.1",-1.20993239394945,-1.21010345860873,6.97119234798447,3.0080182666722e-05,0.0035102163163502
"XP_414851.3",416550,"SLC9A3R2","XP_414851.3",0.866717206664654,0.866775317834657,7.30466142346713,3.08379278147899e-05,0.00356272155192534
"XP_422589.2",424768,"CLDN15","XP_422589.2",-1.70437162922808,-1.72073900619149,1.09986691424805,3.1007150147305e-05,0.00356272155192534
"XP_015131477.1",100857341,"LOC100857341","XP_015131477.1",-2.58740592456944,-2.65444910041194,-0.0479338669790409,3.15688777588829e-05,0.00359957501591171
"XP_015145595.1",429033,"SPEG","XP_015145595.1",0.967174451300597,0.971453346219382,4.48642342016739,3.28343556659901e-05,0.00367486830296207
"XP_015137404.1",420571,"DYNC1I1","XP_015137404.1",1.49516771350944,1.50770446583841,2.71101321192778,3.28664552214001e-05,0.00367486830296207
"NP_990728.1",396362,"IAPP","NP_990728.1",-3.78742444628095,-4.10440854880254,2.59165830430127,3.30689515262266e-05,0.00367486830296207
"NP_989754.1",386747,"FMN1","NP_989754.1",-1.29514850480911,-1.29516324254753,11.3659736773237,3.33226856248289e-05,0.00367486830296207
"NP_001264586.1",417151,"CACFD1","NP_001264586.1",0.901623577980871,0.902180840932829,5.13431123493978,3.3459335154505e-05,0.00367486830296207
"XP_004936611.1",424469,"LRRC39","XP_004936611.1",-2.33313901913123,-2.36489325098284,0.979263675860821,3.49568732112898e-05,0.00381131981866449
"XP_015140173.1",421809,"BACH2","XP_015140173.1",-1.03715130129282,-1.04048561849438,3.28547907886567,3.63539818481158e-05,0.00393492338308193
"NP_006926.1",807641,"CYTB","NP_006926.1",-1.37434864664032,-1.37435476695451,12.522053323702,3.71056772509871e-05,0.0039643539823334
"XP_015145767.1",424427,"FAM20B","XP_015145767.1",0.695603340567742,0.695847103789024,6.35494489966183,3.71757394720631e-05,0.0039643539823334
"NP_001157122.1",423990,"CALCRL","NP_001157122.1",-0.687045665274957,-0.687396989853812,5.52697393137557,3.80093583403227e-05,0.0039643539823334
"NP_006917.1",807639,"COX1","NP_006917.1",-1.42852442794217,-1.42852547908023,15.0166089349204,3.82388575336802e-05,0.0039643539823334
"XP_425161.3",427588,"KLF15","XP_425161.3",-0.953907051080197,-0.954724323497349,3.84922693580687,3.83210409053962e-05,0.0039643539823334
"XP_422192.1",424349,"ATP6V1G3","XP_422192.1",1.56758017240594,1.57152066393892,2.55789252742554,3.84096436701058e-05,0.0039643539823334
"NP_001001745.1",414795,"VSIG1","NP_001001745.1",3.06906773409904,3.28163329214929,-0.265512332864506,3.84837201203952e-05,0.0039643539823334
"NP_001264404.1",425027,"SSR3","NP_001264404.1",0.724813546735401,0.724946689549807,6.19467148446162,3.96473374187786e-05,0.00405624848646779
"NP_001035558.1",429116,"PTGER3","NP_001035558.1",1.26713060766633,1.26793112896897,6.89470339810827,4.08813857571862e-05,0.00415404938132714
"XP_015129779.1",107050569,"LOC107050569","XP_015129779.1",2.15686607120131,2.21758254894705,1.12239841627362,4.16457729204763e-05,0.00420312777103483
"XP_015137086.1",428451,"LOC428451","XP_015137086.1",2.71377612060459,2.71393497255726,6.93452092420339,4.25237864494138e-05,0.00424831070790267
"NP_001026754.1",430210,"NDUFV1","NP_001026754.1",0.837589567256903,0.837793088085391,6.20043955261155,4.27282906865339e-05,0.00424831070790267
"XP_015139636.1",421703,"EPB41L2","XP_015139636.1",-1.87904290058571,-1.93943145643016,0.63182989622218,4.29467039494747e-05,0.00424831070790267
"NP_001264066.1",415724,"TOX3","NP_001264066.1",-1.07838685400417,-1.08750959183116,2.70635356484917,4.35516744049787e-05,0.00426344012497721
"NP_989865.1",395209,"RARRES1","NP_989865.1",-1.04267944554048,-1.04371467129696,5.01060033006258,4.36705053974368e-05,0.00426344012497721
"XP_015136711.1",420437,"MLL3","XP_015136711.1",-0.66826717924721,-0.668306237294947,8.01308304284749,4.50428513144178e-05,0.00436886409145103
"NP_990263.1",395772,"KRT7","NP_990263.1",1.04916275804545,1.04929796749753,5.04993542472224,4.53871971496708e-05,0.00437386170209441
"XP_015153514.1",428251,"HYOU1","XP_015153514.1",0.822694478522555,0.822732391530237,8.20876934697315,4.74831978983686e-05,0.00454651619876879
"NP_990274.1",395785,"HSD17B4","NP_990274.1",0.685065137587645,0.685157694286094,6.99753608783078,4.84824983181808e-05,0.00461263106610615
"NP_001159384.1",417800,"LOC417800","NP_001159384.1",2.46484862222136,2.63224367058241,0.318519355439973,4.94311390326587e-05,0.0046299108586925
"XP_015132114.1",418840,"LACC1","XP_015132114.1",-1.55263326301314,-1.56104288272308,2.17496175612836,4.95470355883672e-05,0.0046299108586925
"XP_015146759.1",424601,"CCDC17","XP_015146759.1",-3.05412054288064,-3.05642614748921,2.80129768071562,4.9594010670871e-05,0.0046299108586925
"NP_001264850.1",422748,"NMU","NP_001264850.1",3.59947575210285,3.72270968633575,1.21566308167848,5.0515153511914e-05,0.00468661396277925
"XP_419952.1",421940,"PDIA6","XP_419952.1",0.765938513445227,0.765962850327144,8.182597955101,5.09357646700734e-05,0.00469646615356102
"NP_006921.2",807637,"COX3","NP_006921.2",-1.39924806631533,-1.39925339552025,12.5376392175597,5.23968337834993e-05,0.00480154298297012
"XP_015151920.1",419269,"RAD21L1","XP_015151920.1",-3.71393132925732,-18.925223577946,4.05036927014501,5.47745338514468e-05,0.00498882446426257
"XP_015141760.1",107053356,"INAFM2","XP_015141760.1",1.15517408116883,1.15728600409039,2.69576980388617,5.58828301058477e-05,0.00505892020176393
"NP_990804.1",396464,"NPY","NP_990804.1",2.38207227681064,2.39268882241188,4.66374170191243,5.87699623980711e-05,0.00528823450807222
"XP_015140050.1",421763,"ZBTB24","XP_015140050.1",-1.12129231848241,-1.12153057244706,5.81919967121125,6.11607586269515e-05,0.00547040869228009
"NP_990833.2",396499,"CRYBA1","NP_990833.2",2.91055692043196,3.29197725058102,2.0160770062028,6.1529174008274e-05,0.00547060281048565
"XP_004947957.1",419697,"NIPAL3","XP_004947957.1",0.63982000909191,0.63992275150217,7.05345504584654,6.31166791954726e-05,0.005578543415046
"XP_015153366.1",426369,"SEC61A2","XP_015153366.1",0.683765494361682,0.683809242239281,7.88134990766618,6.50661287346549e-05,0.00571701626417376
"NP_001106638.1",771648,"SSTR1","NP_001106638.1",1.8114049458723,1.89221001811464,4.84224347197382,6.60525998243268e-05,0.00576975253553199
"XP_015137995.1",430750,"RAB31","XP_015137995.1",-1.02167292381348,-1.02320522600055,2.80144394698728,6.7919240363369e-05,0.00589831217039328
"NP_001007081.1",420744,"BMPER","NP_001007081.1",-1.51358446647469,-1.51994307908823,3.07318525369684,6.87565092798902e-05,0.00593650854979029
"NP_989456.1",373914,"QSOX1","NP_989456.1",1.21146443333828,1.21179919074913,5.68837280734986,7.08842418347388e-05,0.00608504551888214
"XP_003640502.1",418356,"LOC418356","XP_003640502.1",3.76747091205865,3.80790714469253,0.250319867503058,7.39591746376791e-05,0.00628611584838915
"XP_015129579.1",107050309,"LOC107050309","XP_015129579.1",-3.90169671467159,-3.93468939734633,0.150297899693481,7.42108563492762e-05,0.00628611584838915
"NP_989459.1",373919,"RUNX2","NP_989459.1",-2.17083305879548,-2.19378275181206,0.286801807434762,7.44890208987667e-05,0.00628611584838915
"XP_015147328.1",771833,"FAM194A","XP_015147328.1",-2.43268695841414,-2.43528961254292,2.53369302425562,7.83112687998016e-05,0.00657154731495863
"XP_001232391.3",769167,"CYSTM1","XP_001232391.3",0.873128970733558,0.873378850467397,5.32994526987765,7.93401363762512e-05,0.00662069059805623
"XP_427970.3",430411,"SLC39A8","XP_427970.3",2.1574471418613,2.16015083030718,3.92215621261125,8.02056480831674e-05,0.00665573203010151
"XP_015132595.1",424851,"KLHL30","XP_015132595.1",0.902277760330426,0.90380713285487,2.56853196244498,8.19203248580362e-05,0.00676046349394744
"XP_015153800.1",431270,"VWA5A","XP_015153800.1",1.97692897182867,2.05260695721263,3.24651283371579,8.41577061627031e-05,0.00687367048814438
"NP_001038136.1",693248,"MAF","NP_001038136.1",-1.08211540110965,-1.08250908282787,4.43294677316285,8.4212472339186e-05,0.00687367048814438
"NP_990130.2",395582,"VAX1","NP_990130.2",-3.64319571202887,-144269481.759575,0.450951969117522,8.61085529678568e-05,0.00699023617217868
"XP_015136538.1",408252,"CTDSPL","XP_015136538.1",-0.668994804509688,-0.669039224668549,7.85677770321187,9.00456542182693e-05,0.00727033479490967
"NP_990532.1",396120,"CHRNA8","NP_990532.1",-3.05319503921525,-3.12244780270986,0.716930552630237,9.26521882195956e-05,0.00744056847008656
"XP_015142235.1",423101,"MUC2","XP_015142235.1",-1.71089331827199,-1.71643860244418,2.23306389876278,9.34981814557962e-05,0.00746835474013491
"XP_425487.4",427914,"NT5DC3","XP_425487.4",-1.39708217127122,-1.39771706134484,6.44650361633993,9.62533224689272e-05,0.00763554268269428
