"entrezid","geneid","genbank","logFC","unshrunk.logFC","logCPM","PValue","FDR"
"XP_015140020.1",428628,"GRIK2","XP_015140020.1",-2.10455851852496,-2.12378187449251,1.58510189085765,6.05992247172131e-07,0.000323275221286076
"XP_424982.3",427408,"LOC101747901","XP_424982.3",2.71309604605172,2.89182780905448,4.07332210355242,8.40230239232783e-07,0.000420103054933793
"XP_001234361.2",771055,"C1H2ORF40","XP_001234361.2",2.24634841249371,2.25254021429691,3.35114311869959,8.83274410017534e-07,0.000420103054933793
"NP_990093.1",395527,"CD9","NP_990093.1",2.66785803420245,2.66924605687179,6.18520221896611,8.9976976945563e-07,0.000420103054933793
"XP_001231917.1",769726,"LOC769726","XP_001231917.1",-5.55822678148694,-5.57986980063281,8.26773203018633,8.99999849894984e-07,0.000420103054933793
"NP_001124213.1",419110,"ITIH2","NP_001124213.1",2.72026805297762,2.75231862597749,3.32910390659961,1.06909396125437e-06,0.000483910803007774
"XP_015145655.1",107053895,"RPRM","XP_015145655.1",3.06692677991474,3.15554719950033,1.3468420670452,1.1200619718017e-06,0.000492069578611824
"NP_001186405.1",420198,"PMP2","NP_001186405.1",7.25565124305912,7.35997174007307,2.26861349958677,1.23943892132633e-06,0.000528957119081468
"XP_004940827.1",425504,"KCTD12","XP_004940827.1",1.0781841486278,1.0796397256066,5.66730268435292,1.30423165260313e-06,0.000541147449859249
"XP_001235028.4",771797,"FAM101A","XP_001235028.4",1.59623628085241,1.60031492523823,4.79826559852204,1.48963732279517e-06,0.000601370613259228
"XP_015136700.1",395944,"LOC395944","XP_015136700.1",7.99361432102273,144269486.225228,0.103980242137385,1.68354301081783e-06,0.000661765314541735
"NP_001264830.1",423491,"TMEM179","NP_001264830.1",1.42215294669492,1.42788938437745,5.55506570189338,2.27551774060706e-06,0.000871523294652505
"XP_415465.2",417183,"PRDM12","XP_415465.2",3.76858543462745,4.1845897409471,3.00784854117813,2.89024079460608e-06,0.00107928816872578
"NP_001129151.1",417616,"SLC47A2","NP_001129151.1",5.32725410519774,5.52623810100763,0.259963542460695,3.28064312187242e-06,0.00119519430027825
"XP_416147.2",417905,"TMCC3","XP_416147.2",-1.3145099484996,-1.31485521668854,6.07066908521068,4.3735938693289e-06,0.00155543741967061
"XP_015130211.1",107051027,"SOX21","XP_015130211.1",-4.05984744481003,-4.90534650712065,2.54606836841032,6.96601711854141e-06,0.00240231912502963
"XP_003642589.2",769245,"MZT2B","XP_003642589.2",5.30580029725876,5.63995498439373,-0.407137935896282,7.07652416826028e-06,0.00240231912502963
"NP_001264635.1",100858447,"LOC100858447","NP_001264635.1",5.72337105807517,144269483.933735,-0.729024710295978,7.57125061006402e-06,0.00251315045250058
"NP_998740.1",404752,"MID1IP1","NP_998740.1",0.832336731530732,0.832462267886023,6.81665756750406,7.85957987537777e-06,0.00255214227388082
"NP_996726.1",395399,"CITED2","NP_996726.1",-1.10340501623449,-1.1045167353608,4.5477911552711,1.26017914111652e-05,0.00400495655975691
"XP_418192.3",420073,"SSPO","XP_418192.3",-0.849448067545342,-0.849757075056662,5.35393737667969,1.3159812730721e-05,0.00409516922414125
"NP_001026697.1",428612,"OLIG2","NP_001026697.1",-5.47444314131538,-5.62569272758056,5.40654544037898,1.41430208400314e-05,0.00413295183816641
"NP_001258895.1",396256,"CALCA","NP_001258895.1",4.21679034281291,4.48442741621418,0.902566398327301,1.46485109401222e-05,0.00413295183816641
"NP_990004.1",395393,"SNCA","NP_990004.1",2.53594264623952,2.54078817605863,6.18963434446275,1.46758156209055e-05,0.00413295183816641
"XP_004938130.1",428101,"KCNA1","XP_004938130.1",2.27275093671738,2.33104992134616,1.58336101890814,1.46799400347704e-05,0.00413295183816641
"NP_001289071.1",424038,"S100B","NP_001289071.1",3.57883453336385,3.58132379348726,5.54952239717908,1.46843996437425e-05,0.00413295183816641
"XP_003643067.1",770238,"KLF9","XP_003643067.1",-1.17197450004013,-1.17219513432019,5.32564927596342,1.49413804151427e-05,0.00413295183816641
"XP_015146971.1",101750689,"BHLHE41","XP_015146971.1",0.980908948404489,0.982643163069997,3.00863422778442,1.61870765114806e-05,0.00439611567003611
"XP_425399.3",427825,"TLCD2","XP_425399.3",2.39842736048143,2.41484518855654,1.74312849925036,1.72802434442154e-05,0.00460919636296867
"NP_989997.1",395386,"CLEC3B","NP_989997.1",1.33483152688624,1.33527739357171,5.7847578912351,1.99658124114764e-05,0.00509869340009639
"XP_015149150.1",416155,"CCNJL","XP_015149150.1",-2.04302180547524,-2.09053426502745,1.89794649591339,2.00857634664682e-05,0.00509869340009639
"XP_420081.4",422078,"NPTX1","XP_420081.4",2.11281859907956,2.14585533278129,3.88554784886975,2.01394463818496e-05,0.00509869340009639
"NP_001264923.1",417431,"APOH","NP_001264923.1",-4.43393746187607,-4.52040710513289,6.54696999230208,2.20376558064878e-05,0.00548627441302515
"NP_990228.1",395715,"SERPINB10","NP_990228.1",2.74747729336825,2.76282722650001,1.98141232792321,2.26529277822669e-05,0.00550382756625081
"XP_421970.3",424117,"PPP1R1C","XP_421970.3",2.00472083387806,2.01595426444619,1.7462189812834,2.2845103374677e-05,0.00550382756625081
"XP_015137490.1",420514,"SLC39A12","XP_015137490.1",-4.6829431960379,-144269482.862479,2.2016381607676,2.41066603847451e-05,0.00571557438360218
"XP_015146311.1",424548,"PTGFR","XP_015146311.1",-1.81498495386168,-1.83536080415336,2.26872674848706,3.23005263723518e-05,0.00753864003787216
"XP_015143422.1",423477,"TNFAIP2","XP_015143422.1",1.55703178871271,1.56333092639723,2.62338872309262,3.58322880575246e-05,0.00823425979561915
"XP_015138454.1",420251,"RNF19A","XP_015138454.1",-0.958710948875465,-0.958813661526119,7.13181432893516,4.13070356736276e-05,0.00930351882890518
"XP_015152029.1",419316,"APCDD1L","XP_015152029.1",1.7589568855742,1.76656190297905,3.90662884277025,4.17309875836277e-05,0.00930351882890518
"XP_015154243.1",395810,"TEAD3","XP_015154243.1",-4.31067564762022,-22.83712420657,-0.180798797193627,4.29947058014583e-05,0.00944429294935857
"XP_004940384.1",421766,"SESN1","XP_004940384.1",-0.743982949128134,-0.744119735790087,6.26175740206764,4.38818059362329e-05,0.00949945703289146
"NP_001012927.1",423846,"ARHGAP19","NP_001012927.1",1.78534547210251,1.79130425365633,5.12502890388083,4.62564297105259e-05,0.00987046129408751
"XP_015129092.1",107049805,"LOC107049805","XP_015129092.1",-6.46167672975598,-8.15768126856341,0.422564739317506,4.78870460051078e-05,0.0100744902278633
"NP_989702.1",378797,"GJB1","NP_989702.1",3.73753413463618,3.8881388357804,1.66045297530819,5.87855440354766e-05,0.0121955509896933
"XP_015158021.1",107057452,"PCP4L1","XP_015158021.1",3.82313813912812,4.14758818215872,1.15924140263535,6.04238594126445e-05,0.0123637149047489
"NP_001090993.1",395583,"SPRY1","NP_001090993.1",-0.795349292514064,-0.795660488206422,5.00365740440057,6.17269178251411e-05,0.0124596617777585
"NP_001186451.1",423003,"GCHFR","NP_001186451.1",-2.39724152700017,-2.46783534844818,1.14684842936993,6.5267203679907e-05,0.0129986162848903
"XP_418091.2",419969,"GFAP","XP_418091.2",-5.5582205071976,-5.5888306801311,7.30403475512918,6.81860922503972e-05,0.0134012586834761
"XP_015141617.1",422966,"C5H11ORF9","XP_015141617.1",-3.81390282039426,-3.89587522669083,4.63774854020909,7.37845611376923e-05,0.0143132466196586
"XP_015134474.1",415386,"APBA2","XP_015134474.1",1.03805628516403,1.03867070848661,6.36945616413843,7.77404119272388e-05,0.0146975560310013
"NP_990447.2",396013,"MYBPC3","NP_990447.2",-2.40050329335217,-2.48854962028564,1.30714815287285,7.80675885845722e-05,0.0146975560310013
"XP_426210.2",428652,"KCNF1","XP_426210.2",1.50569318418807,1.50757544842409,4.12008203662493,7.87175793318676e-05,0.0146975560310013
"XP_003641735.3",424593,"SEPP1L","XP_003641735.3",-3.6721062182008,-3.72395022474298,6.30459291651653,8.32754579145689e-05,0.0153566112946903
"XP_015144349.1",771448,"KCNK18","XP_015144349.1",5.18694523066399,144269483.385188,-0.936863886714783,8.62218280311008e-05,0.0157060420158604
"XP_003642039.1",100859224,"LOC100859224","XP_003642039.1",-5.34962517817771,-6.22985893778561,3.01876117460488,9.37940457868279e-05,0.0168795380953958
"XP_015137182.1",776499,"DCLK3","XP_015137182.1",-1.00054040955239,-1.00119698843846,4.3264508789422,9.70519227374756e-05,0.0172579115467818
"NP_001280239.1",408180,"LOC408180","NP_001280239.1",1.87795207285431,1.87914500996347,6.70333043200644,0.00010387238115898,0.018253432439667
"XP_418836.3",420738,"ANLN","XP_418836.3",-3.58851345437348,-3.61071275530783,6.55535129866051,0.00011417222084901,0.0197607802678867
"XP_004947479.1",419422,"FAM132A","XP_004947479.1",1.70278433534536,1.71520167448288,2.3211753697541,0.000115095928453247,0.0197607802678867
"XP_015133233.1",418674,"JADE3","XP_015133233.1",-0.667295478284049,-0.667438423490457,5.69045213656501,0.00011739498210214,0.0199264641779507
"XP_015133879.1",422193,"DRP2","XP_015133879.1",1.20493436845903,1.20537798219844,4.54404315125004,0.000120409929534903,0.0202085743535152
"XP_429544.5",418040,"CDC42EP1","XP_429544.5",1.07808143562985,1.08115163086231,3.55312159598898,0.000123287234910986,0.0204615714207266
"XP_417574.3",419413,"VWA1","XP_417574.3",1.70662079658414,1.70833383552558,5.07887794654123,0.000126192397349543,0.0205442194729823
"NP_001026127.1",420343,"FBXO32","NP_001026127.1",-1.11391656765249,-1.11431816055025,5.27891287407015,0.000126535997289574,0.0205442194729823
"XP_015135800.1",427468,"FANCC","XP_015135800.1",1.76391704689268,1.81048929204639,3.34923836771701,0.000136147235955358,0.0218670028329589
"NP_001006417.1",421934,"KLF11","NP_001006417.1",1.10062275217562,1.10290524147654,4.22417638095636,0.000138062296341153,0.0219386863877426
"NP_001003797.1",416018,"GATA2","NP_001003797.1",1.13645167771603,1.13694517035404,4.83810109144887,0.00014943637409436,0.023293066775107
"NP_990464.1",396032,"TNNC1","NP_990464.1",-3.87807865989537,-3.97418957293892,3.88308846623398,0.000149704385780965,0.023293066775107
"NP_001095200.1",396206,"NEFM","NP_001095200.1",2.20142054807256,2.2102122386484,6.93204808551685,0.000158419347077716,0.0243949462608232
"XP_015137404.1",420571,"DYNC1I1","XP_015137404.1",1.38813617878794,1.39523765727039,2.71101321192741,0.000162768139679943,0.0248088541061153
"NP_999837.1",408048,"PCDH10","NP_999837.1",-0.878891267839404,-0.879905682178952,5.81006518164168,0.000166858350553561,0.0250534919191195
"XP_001233077.3",770671,"MMEL1","XP_001233077.3",-1.90834937189789,-1.91384718729136,2.24281975028631,0.000167727735951794,0.0250534919191195
"XP_003642655.2",419719,"KIRREL3","XP_003642655.2",-1.29333142486147,-1.29481832742123,4.16847876856502,0.000175779159318391,0.0255362642026282
"XP_004949517.1",100859132,"RASGRF2","XP_004949517.1",1.23693287680445,1.2430738009702,3.68449513338904,0.000175942227792782,0.0255362642026282
"NP_001028814.1",419851,"LOC419851","NP_001028814.1",2.70417582650949,2.76453096060394,2.56178164530121,0.000176088586253645,0.0255362642026282
"XP_015133719.1",422222,"PLS3","XP_015133719.1",-1.149641405209,-1.15033720348958,3.79077450212526,0.000181087107901298,0.0260086358723239
"XP_015144623.1",396292,"COL6A2","XP_015144623.1",1.46444461660787,1.46714411041709,6.48519470732222,0.000183371876896015,0.0260859592875789
"XP_001231870.1",769024,"GPR17","XP_001231870.1",-3.76266864595902,-4.24501705969116,1.10558480915444,0.000190863983055561,0.0268956161783105
"NP_001038101.1",416507,"RASD1","NP_001038101.1",-1.26423654099261,-1.26430169397289,7.48377795916025,0.000212082565309875,0.0292562016544385
"NP_001008453.1",419928,"CCND3","NP_001008453.1",1.15867028494315,1.16957606833197,2.01420844042507,0.000212687932027244,0.0292562016544385
"XP_004939179.1",420425,"CSRNP1","XP_004939179.1",-0.773897511154309,-0.774329206704907,4.38473614120771,0.000213491730624208,0.0292562016544385
"XP_015141634.1",396186,"BDNF","XP_015141634.1",1.97669792950589,2.05265093578571,1.81576694371048,0.000217650388322894,0.0295549440943552
"XP_003642600.3",100857794,"LOC100857794","XP_003642600.3",4.59591515168072,144269482.774674,3.78052864644066,0.000221490396337323,0.0298054238746901
"NP_001026426.2",424187,"DPP4","NP_001026426.2",-3.98925119506775,-144269482.132403,-0.0658268122858538,0.000228864265786374,0.0305227280183131
"XP_003642264.1",416999,"AIFM3","XP_003642264.1",-1.29475622804975,-1.31354751168053,1.79613859448727,0.000234473110951387,0.030994025294521
"XP_417451.1",419277,"DUSP15","XP_417451.1",1.39747338391747,1.40142063603408,2.6337294757179,0.000248693933208948,0.0325854498275619
"NP_001264850.1",422748,"NMU","NP_001264850.1",3.47571654295279,3.66758069223206,1.21566308167739,0.000259756298011699,0.0336174639558643
"XP_420710.1",422756,"RASL11B","XP_420710.1",-1.06947402117067,-1.06983380234526,5.45143218842186,0.000261071555123536,0.0336174639558643
"XP_015153899.1",425976,"BCAN","XP_015153899.1",-5.00121967910948,-5.32327846845489,3.87504949981644,0.00026529314160983,0.0338690910788549
"XP_003642840.1",429940,"HOXB2","XP_003642840.1",2.69907003225094,2.94198170938993,1.34415948518599,0.000270744198516086,0.0340915432776693
"XP_015128148.1",418605,"RPS6KA3","XP_015128148.1",1.19303685503993,1.19439452171334,3.69059286070128,0.000271600297920777,0.0340915432776693
"XP_003640566.1",772019,"GLRA2","XP_003640566.1",1.81727911398026,1.9084031542826,3.83037812587157,0.000280410512004651,0.0349040984817789
"XP_418766.4",420667,"CMTM6","XP_418766.4",1.04546766261197,1.04617457812089,5.03998176801335,0.000290557876592759,0.035745596122103
"XP_004938861.1",418945,"SGCG","XP_004938861.1",1.1036710413649,1.10487285913818,4.61349697857293,0.000291957068145984,0.035745596122103
"XP_015155916.1",426516,"HNRPK","XP_015155916.1",3.00663579158636,3.40347635302269,-1.31910625494754,0.000300981242910827,0.0365508684988538
"XP_015137493.1",420514,"SLC39A12","XP_015137493.1",-3.22283536110824,-3.5464893797601,2.56383455054934,0.000305739460941121,0.0368292768393349
"XP_015140489.1",100857231,"SLC5A6","XP_015140489.1",0.835646938276313,0.836329677100325,4.75835502085019,0.000308257194724252,0.0368355017407692
"NP_990090.1",395521,"POU4F3","NP_990090.1",4.15405990307896,144269482.312795,-0.726246972069448,0.000312776818268043,0.0370789470989663
"XP_414443.3",416113,"LMCD1","XP_414443.3",2.59341806329331,2.65206292976197,2.12211820900916,0.000317124159051759,0.0372982957776073
"NP_989443.1",373901,"LMO4","NP_989443.1",0.653349056597092,0.65337737065791,7.30604891296336,0.000322431625444634,0.0376262592911445
"XP_015140824.1",422413,"FAM198B","XP_015140824.1",2.49043655731125,2.78236909327908,1.15963895306354,0.000341563049469634,0.0395498237978909
"XP_015138322.1",428369,"SLC26A7","XP_015138322.1",2.96942955725418,3.03277415017343,0.230921112009088,0.000344437986016922,0.0395759245933443
"NP_001264829.1",425213,"GRP","NP_001264829.1",-1.99151394730641,-2.00476198940978,3.49937428248004,0.000358653654673822,0.0408947300752891
"NP_001180568.1",424186,"FAP","NP_001180568.1",-1.24627722622034,-1.24894789496796,4.95823967787911,0.000374509757856954,0.0423791837356767
"NP_001103457.1",424580,"RNF220","NP_001103457.1",-2.10324398545287,-2.15109807381199,2.71570918270645,0.000391813654825354,0.0440039140009498
"XP_015135438.1",417435,"SLC16A6","XP_015135438.1",-1.30080731906221,-1.30468291877469,3.13993418192774,0.000397659518910303,0.0443271659250985
"XP_003641931.2",427528,"CCDC102A","XP_003641931.2",1.10129224719439,1.11129692158319,1.77428993869936,0.000404627789990306,0.0447698170302608
"XP_015128838.1",107049625,"LGI3","XP_015128838.1",-3.0976826540914,-3.1380031240919,5.10163054551617,0.000412042884432175,0.0452276346843522
"XP_004938944.2",101750305,"C1H11ORF82","XP_004938944.2",-0.904780354093763,-0.905049880220563,5.66385108556238,0.00041482131296487,0.0452276346843522
"NP_990180.1",395654,"HBEGF","NP_990180.1",1.66098106837593,1.69669832544909,1.24160261486826,0.00043901733052233,0.0475188541015366
"XP_015154623.1",419818,"PI16","XP_015154623.1",3.05946243876982,3.148257912871,0.0218738424417122,0.000461658822229971,0.0496100563140222
"XP_001231808.2",395621,"RGS11","XP_001231808.2",1.49197140595666,1.49602686294719,2.9504917124239,0.000477597016649889,0.0509561902692814
"XP_004943287.1",424421,"TDRD5","XP_004943287.1",2.88509902755449,3.27540637899774,2.622466835727,0.000493871483128104,0.05231885349989
"XP_015136629.1",420393,"ACKR2","XP_015136629.1",1.29969002849658,1.31246321419268,1.82808823908524,0.000524156833953436,0.0551361311884681
"XP_422764.1",424956,"AHSG","XP_422764.1",2.17002826527592,2.22222191841324,1.31295551066183,0.000545896330275693,0.0566948535612178
"NP_989640.1",374200,"SOX18","NP_989640.1",1.08942226896149,1.09216082445038,2.81315572835693,0.000546566172110555,0.0566948535612178
"NP_001070702.1",768091,"TSC22D3","NP_001070702.1",-0.879458629021809,-0.879612696870063,6.53875082264405,0.000572382834496685,0.0586968821848663
"XP_003642579.2",100858651,"CAMK2N1","XP_003642579.2",0.842865286375379,0.842956792269798,9.29996297331629,0.000573725969002509,0.0586968821848663
"NP_001038157.1",723789,"DACT1","NP_001038157.1",0.871723989786876,0.872132800836848,5.24685407601872,0.000589006931249013,0.059313689178538
"XP_003641583.2",100857573,"LOC100857573","XP_003641583.2",3.03572955036232,3.12357012620972,1.30941243782264,0.000590356804673967,0.059313689178538
"XP_015130711.1",396088,"CRYBB2","XP_015130711.1",-3.39959231049031,-3.47460233387873,0.823819894594123,0.000591667649970018,0.059313689178538
"NP_001001291.2",408251,"ADCYAP1","NP_001001291.2",1.44607670382156,1.47529852008565,3.55091112710847,0.000595884116329418,0.0593381403040834
"NP_001011692.1",424893,"APOD","NP_001011692.1",-3.21086390602744,-3.23268542887773,5.52832918124535,0.000605996645531016,0.0599455092337535
"XP_004938850.1",418936,"ATP8A2","XP_004938850.1",4.22167621793343,144269482.374493,-0.106653887909697,0.00063088011027469,0.0619964224156121
"XP_015146483.1",424576,"SLC6A9","XP_015146483.1",-2.21265249000567,-2.21636687373297,6.71796394440831,0.000663487333440598,0.0646095950129323
"NP_001001470.1",395708,"LYG2","NP_001001470.1",2.72670215396951,2.86665195417354,0.177040342332237,0.00066612289161087,0.0646095950129323
"XP_015155113.1",418489,"GRIK1","XP_015155113.1",1.20446787545854,1.20480271926628,5.80088550840537,0.000699804102958139,0.0674385411992627
"NP_990282.1",395794,"FOXD3","NP_990282.1",3.28378503079828,3.85562217695379,-0.661488651918043,0.00070605210297609,0.0676044888599606
"NP_001263267.1",415745,"CDCA9","NP_001263267.1",2.11821242553515,2.19834928859326,3.18261398950674,0.000714557660208881,0.0677121673853014
"NP_001139605.1",425805,"NGFR","NP_001139605.1",2.1153099032597,2.24324472722874,-0.802600926095639,0.000716303264412003,0.0677121673853014
"XP_015143726.1",107053650,"DDIT4","XP_015143726.1",-0.82897476223693,-0.829433466996861,4.95301925131749,0.000720776234468965,0.0677121673853014
"XP_001235051.1",771826,"ERMN","XP_001235051.1",-3.52802533446569,-3.56623294142915,4.76264852449607,0.000747718803566775,0.0698042235554807
"XP_015144411.1",771374,"PNLIPRP3","XP_015144411.1",-4.68697569739705,-5.19800405000255,-0.791340072506652,0.000779270293547306,0.072297890526187
"XP_004935062.1",419889,"TSPAN2","XP_004935062.1",-1.11016192689797,-1.11084612991932,6.54417923164583,0.000803457224630055,0.0740817318783897
"XP_015149412.1",770488,"PDGFRB","XP_015149412.1",1.0550436625291,1.05575313950246,4.97553000721815,0.000813546466621604,0.0745518010547662
"XP_425229.2",427656,"LOC427656","XP_425229.2",3.48194667464809,144269481.59365,-0.849040255591501,0.000820929840733718,0.0747696892136558
"NP_001264647.1",428549,"NKX2-2","NP_001264647.1",1.00773316878527,1.00868264865017,3.00166546982545,0.000850470126784174,0.0769907411137891
"XP_004935464.1",428576,"DLK2","XP_004935464.1",1.29821709620853,1.31305638397591,0.949259884727146,0.000883243182413597,0.0794759241910355
"NP_990804.1",396464,"NPY","NP_990804.1",-2.62765373211148,-2.74001895369137,4.66374170191214,0.000916990341749238,0.0815706244275444
"NP_001001759.1",414847,"CDHR1","NP_001001759.1",2.53489220936716,2.73669415172106,0.598397443803811,0.000919812910372316,0.0815706244275444
"XP_015130206.1",107051021,"TXNIP","XP_015130206.1",-0.92442693495216,-0.924509331899804,7.1490622260572,0.000922905237213296,0.0815706244275444
"XP_416537.3",418313,"TBX15","XP_416537.3",2.81642882750523,3.11812489446166,-0.90750417929226,0.000931857902886126,0.0818774205612357
"XP_015153801.1",429525,"MCM10","XP_015153801.1",1.65759926810082,1.71563682067367,3.80944129373977,0.0009559080953309,0.0834994106430272
"XP_003642878.1",427013,"FKBP10","XP_003642878.1",1.43605744005522,1.44954396890869,1.79423910210031,0.000963328899299173,0.0836583940048357
"NP_989540.1",374039,"OGN","NP_989540.1",1.25269905397274,1.25294445666838,5.91833462886327,0.000976435088844521,0.0840451650737826
"NP_001264664.1",100859742,"CD24","NP_001264664.1",-1.26494638603884,-1.26496438619811,8.94136278649643,0.000999664945212739,0.0840451650737826
"XP_015155258.1",100857635,"TBXA2R","XP_015155258.1",-1.39606054899461,-1.40828010222226,2.84083354327631,0.00100008557674541,0.0840451650737826
"XP_417598.4",419439,"GPR157","XP_417598.4",-1.28432614282051,-1.28753876722989,2.90081857903117,0.00100054253249753,0.0840451650737826
"XP_004937733.1",769889,"APOLD1","XP_004937733.1",-1.36473526779606,-1.38094405598868,0.467583255845462,0.00100375133879724,0.0840451650737826
"XP_015153202.1",429951,"OPRD1","XP_015153202.1",-2.77629819303907,-3.5615080082941,1.76657547355193,0.00100389686327241,0.0840451650737826
"XP_428951.2",431400,"NRARP","XP_428951.2",0.877859691007831,0.87855951701024,4.896361419873,0.00101792809398012,0.0840451650737826
"XP_015144208.1",423876,"SH3PXD2A","XP_015144208.1",0.767906850739873,0.768147477631387,6.24732776066169,0.00101984148635758,0.0840451650737826
"XP_003640934.1",421229,"FBLN7","XP_003640934.1",2.50099034222452,2.7025575504814,1.01119693819339,0.00102489332565701,0.0840451650737826
"XP_015142164.1",101751827,"LOC101751827","XP_015142164.1",-1.06458387299354,-1.06555598696427,3.59648958781062,0.001027696526494,0.0840451650737826
"XP_015139360.1",421369,"ATF3","XP_015139360.1",-1.42942414044719,-1.43778292855793,2.92438137412203,0.00102967565163702,0.0840451650737826
"XP_015143494.1",423636,"PLAC9","XP_015143494.1",1.56682086771607,1.57946546854498,2.93095225915559,0.00109555773429136,0.0889366623755984
"XP_003641900.1",100859848,"LOC100859848","XP_003641900.1",-1.72221732371958,-1.72367830858461,7.30874290482104,0.00114182654563803,0.0921916924983531
"NP_989637.1",374196,"PDGFA","NP_989637.1",0.806442114264236,0.807509144437664,5.08680816046998,0.00116368607260409,0.0930890672262025
"NP_001186415.1",422979,"CSRP3","NP_001186415.1",-3.78775239575367,-144269481.917186,-1.41849157093803,0.00116540507272544,0.0930890672262025
"XP_419196.1",432368,"SNAI2","XP_419196.1",1.26394252194439,1.27976382522015,3.13221698910117,0.00119199590740269,0.0947066110046492
"XP_015154622.1",419818,"PI16","XP_015154622.1",2.62516286491055,2.67334036170206,0.478678321165218,0.0012006325712257,0.0947308776920718
"NP_001278993.1",419414,"TMEM88B","NP_001278993.1",-3.76889876952824,-3.87954035515173,4.10571724922025,0.00120934778289077,0.0947308776920718
"NP_001292080.1",426356,"S100A9","NP_001292080.1",2.46808773194059,2.51155822515511,0.711076010997479,0.001211327417767,0.0947308776920718
"XP_015153881.1",418463,"CADM2","XP_015153881.1",-0.928447927790552,-0.929767412220497,6.43324389457729,0.00122711040827408,0.0954653550436976
