"TXPID","ENTREZID","GENEBANKID","GENENAME","logFC","logCPM","F","PValue","FDR"
"RockDoveHPG_Transcript_32854",100859089,"XM_015283558.1","NINL",100859089,0.249183713239445,4.08002545506155,1.17482424771938,0.282311649968104,0.980910465042665
"RockDoveHPG_Transcript_28070",427799,"XM_003642324.3","LOC427799",427799,-0.408881624076704,2.87291926606062,1.17381592281173,0.282516492759329,0.980910465042665
"RockDoveHPG_Transcript_20682",101751892,"XR_001463355.1","LOC101751892",101751892,0.243701776707084,3.28723247027868,1.17362941573254,0.282554402898769,0.980910465042665
"RockDoveHPG_Transcript_24661",420346,"XM_418453.5","ATAD2",420346,-0.291598987851559,6.69107731745495,1.17333189794935,0.282617841510482,0.980910465042665
"RockDoveHPG_Transcript_2790",100859400,"NM_001257299.1","GPR158",100859400,0.189377919586555,5.60000316582794,1.17321829698875,0.282637991556592,0.980910465042665
"RockDoveHPG_Transcript_11829",421933,"NM_001006416.1","annotated by transcript or proteomic data",421933,0.195363797227997,4.26344977854173,1.173161438944,0.282649554435478,0.980910465042665
"RockDoveHPG_Transcript_10782",771555,"XM_015289739.1","SCN1A",771555,-0.26154388579983,8.42240496576573,1.17293382001808,0.282695850019076,0.980910465042665
"RockDoveHPG_Transcript_16340",425291,"XM_423069.5","RP11-548K23.11",425291,-0.583054257218322,2.81704525217271,1.17263882612791,0.282756318299663,0.980910465042665
"RockDoveHPG_Transcript_13599",427479,"XM_004943647.2","RP11-106M3.5",427479,0.135191480496115,6.73493266704758,1.17253976830595,0.282776019539813,0.980910465042665
"RockDoveHPG_Transcript_11173",427134,"XM_424727.5","UBE2R2L",427134,0.221359180173075,6.73424536620183,1.17247177281541,0.282789856127392,0.980910465042665
"RockDoveHPG_Transcript_13981",418855,"XM_004938696.2","LRCH1",418855,-0.219723875640892,6.27810544272588,1.17227364067615,0.282830179540049,0.980910465042665
"RockDoveHPG_Transcript_16100",418554,"XM_015300776.1","LOC418554",418554,0.292637850642027,3.34444385968646,1.17196569673601,0.282892866281493,0.980910465042665
"RockDoveHPG_Transcript_1915",423217,"XM_004941626.2","RPAP1",423217,0.159844949626741,5.40591985382644,1.17175605762787,0.282935551778042,0.980910465042665
"RockDoveHPG_Transcript_38845",770943,"NM_001171542.1","annotated by transcript or proteomic data",770943,-0.766828107832074,2.03617082695558,1.17152301015382,0.282989419613835,0.980910465042665
"RockDoveHPG_Transcript_23992",423455,"NM_001031210.1","annotated by transcript or proteomic data",423455,0.139574651652199,6.15577779039671,1.17129800115831,0.283028847395132,0.980910465042665
"RockDoveHPG_Transcript_69123",107049810,"XM_015273613.1","LOC107049810",107049810,-0.620187435351055,-0.392269719618588,1.17082152674073,0.283125936309461,0.980910465042665
"RockDoveHPG_Transcript_13271",418383,"NM_001030784.1","annotated by transcript or proteomic data",418383,-0.183823882719407,5.7812455572027,1.17081476023358,0.283127315396701,0.980910465042665
"RockDoveHPG_Transcript_14071",428843,"XM_015286410.1","PPFIBP2",428843,0.275205680729764,4.50540831249979,1.1698070148298,0.283332801291239,0.981084100138431
"RockDoveHPG_Transcript_19844",424531,"XM_004936646.2","MCOLN2",424531,0.426505099793378,3.91584438115382,1.16943988849105,0.283407708429046,0.981084100138431
"RockDoveHPG_Transcript_10358",769675,"XM_001232161.3","ADAR",769675,0.177230160690922,4.58342560129503,1.16922730994852,0.283451093837053,0.981084100138431
"RockDoveHPG_Transcript_3279",422910,"XM_015285989.1","POLR1A",422910,0.153486361481135,5.09808277206073,1.16911271916672,0.283474484350551,0.981084100138431
"RockDoveHPG_Transcript_14579",424819,"XM_015277049.1","CLSTN2",424819,0.299010293454331,6.45446829735641,1.16878179492127,0.283548446810434,0.981084100138431
"RockDoveHPG_Transcript_24284",404771,"NM_213579.1","annotated by transcript or proteomic data",404771,-0.354019606118625,2.92064035280196,1.16797756452608,0.283706328729157,0.981084100138431
"RockDoveHPG_Transcript_34208",417473,"XM_415721.5","ABHD11",417473,0.23211409054901,4.4495945266991,1.16783616435462,0.283735225435704,0.981084100138431
"RockDoveHPG_Transcript_12701",408252,"XM_015281052.1","CTDSPL",408252,0.180132360052308,7.75167581500812,1.16729378174201,0.283846102523469,0.981084100138431
"RockDoveHPG_Transcript_16880",425042,"NM_001031323.1","annotated by transcript or proteomic data",425042,0.175695587812127,5.86514034426011,1.16682447012312,0.283942087006137,0.981084100138431
"RockDoveHPG_Transcript_37309",420236,"XM_418347.5","UQCRB",420236,0.377381568681816,1.03364740783131,1.16679585130544,0.283947941531108,0.981084100138431
"RockDoveHPG_Transcript_20558",420563,"NM_001199678.1","BET1",420563,0.24311168256678,4.68438762323554,1.16646341999249,0.284015958082031,0.981084100138431
"RockDoveHPG_Transcript_10068",425900,"XM_015282497.1","ANKRD12",425900,-0.174635243827873,7.02205170560042,1.16644958865748,0.284018788473516,0.981084100138431
"RockDoveHPG_Transcript_48280",395814,"NM_204967.1","5140211",395814,-0.640194331293853,1.88877662931993,1.16643407565423,0.284021963038354,0.981084100138431
"RockDoveHPG_Transcript_18101",395727,"NM_204904.1","annotated by transcript or proteomic data",395727,-0.120656770023379,6.53314345741566,1.16583141343678,0.284145326569661,0.981285781352622
"RockDoveHPG_Transcript_45426",101752151,"XM_015280569.1","LOC101752151",101752151,-0.48605993470715,1.69277764172189,1.16509923779881,0.284295294016099,0.981579225018549
"RockDoveHPG_Transcript_4853",418936,"XM_004938793.2","ATP8A2",418936,-0.214181695873139,6.19922669516245,1.1642214603667,0.28447521861595,0.981943667469422
"RockDoveHPG_Transcript_9343",421557,"XM_015284058.1","C3H6ORF120",421557,0.164885467604256,4.40848764629699,1.16395001145805,0.284530889209786,0.981943667469422
"RockDoveHPG_Transcript_405",770984,"XM_015279643.1","ZNF618",770984,-0.239478572892265,5.98063270970476,1.16337774088546,0.284648300339271,0.982124430368672
"RockDoveHPG_Transcript_5165",418373,"XM_416592.5","SFT2D2",418373,-0.157835653261084,5.73833924523331,1.16304421480075,0.284716757722051,0.98213624374564
"RockDoveHPG_Transcript_35571",769770,"NM_001277388.1","annotated by transcript or proteomic data",769770,-0.225207554563756,6.3599118338292,1.16161810998909,0.285009709994683,0.982922274569467
"RockDoveHPG_Transcript_33076",423675,"XM_015278701.1","PTEN",423675,-0.130448006243831,7.11920664082761,1.16100767961428,0.285135224069326,0.983130628743143
"RockDoveHPG_Transcript_58488",101749102,"XM_004934543.2","DSCR6",101749102,-0.616112470030825,0.529989624224234,1.68404551793363,0.28525226062553,0.983163594295325
"RockDoveHPG_Transcript_11055",396228,"XM_015280967.1","SERPINH1",396228,-0.229572383424339,6.80181804613563,1.15955548877347,0.285434103732858,0.983163594295325
"RockDoveHPG_Transcript_74530",374010,"NM_204189.1","annotated by transcript or proteomic data",374010,0.561735957540282,-0.61038204277562,1.1594951845003,0.285446523862271,0.983163594295325
"RockDoveHPG_Transcript_32050",100858997,"XM_015299968.1","DIRAS1",100858997,-0.400971456571266,2.96709367591522,1.15936570722496,0.285473193057691,0.983163594295325
"RockDoveHPG_Transcript_11616",421972,"XM_015285049.1","ATAD2B",421972,0.139164046649577,6.86665349017646,1.15904360434146,0.285539552416826,0.983163594295325
"RockDoveHPG_Transcript_32528",424360,"XM_422203.5","RGS1",424360,-0.389470849422186,3.57887892337819,1.15902402624511,0.285543586520407,0.983163594295325
"RockDoveHPG_Transcript_15017",419112,"NM_001030842.1","annotated by transcript or proteomic data",419112,0.210089876425959,5.15224554864187,1.15857288715868,0.28563656493386,0.983163594295325
"RockDoveHPG_Transcript_15036",418684,"XM_004938469.2","GABRA5",418684,0.566477233848821,4.02903421032184,1.15843425159556,0.285665597388947,0.983163594295325
"RockDoveHPG_Transcript_41694",396199,"NM_205263.2","PARP1",396199,0.125302780599295,7.08144047662727,1.15753208875973,0.285851219311625,0.983267010822099
"RockDoveHPG_Transcript_19274",416662,"XM_015294238.1","CDIP1",416662,0.250663109326953,5.88773825133222,1.15719217046048,0.285921369155274,0.983267010822099
"RockDoveHPG_Transcript_27775",416174,"XM_015293616.1","GABRP",416174,-0.455637564130798,3.27450800407445,1.15693754113108,0.285973932231312,0.983267010822099
"RockDoveHPG_Transcript_11666",429878,"XM_004937134.2","TESK1",429878,-0.238758622068438,4.98280342233418,1.15650368418509,0.286063521934274,0.983267010822099
"RockDoveHPG_Transcript_15415",427003,"XM_015294812.1","LYRM1",427003,0.210324865486928,4.63931688844776,1.15641186274911,0.286082487329993,0.983267010822099
"RockDoveHPG_Transcript_8501",101748867,"XM_015298141.1","LOC101748867",101748867,-0.502564310676601,1.91490889468045,1.15611861707706,0.286143067056477,0.983267010822099
"RockDoveHPG_Transcript_17387",421046,"XM_419132.5","RNMT",421046,-0.140544836090908,7.02296638106581,1.15607826406393,0.286151404619463,0.983267010822099
"RockDoveHPG_Transcript_43890",107054343,"XR_001468532.1","LOC107054343",107054343,0.59933315327261,0.166435577079491,1.15544400040034,0.286282494582908,0.983457947470373
"RockDoveHPG_Transcript_38336",420803,"XM_015275923.1","COL15A1",420803,-0.271040416368494,4.48705533960224,1.15485419079509,0.286404466280831,0.983457947470373
"RockDoveHPG_Transcript_15254",418727,"NM_001030814.1","annotated by transcript or proteomic data",418727,-0.155607932793716,5.38115353551393,1.15451422929401,0.286474800243658,0.983457947470373
"RockDoveHPG_Transcript_43404",107055378,"XR_001470464.1","LOC107055378",107055378,-0.479240244680064,1.71512664166141,1.15390932989572,0.286600001798866,0.983457947470373
"RockDoveHPG_Transcript_25662",107053617,"XR_001467010.1","LOC107053617",107053617,-0.245751528255115,3.38438568310713,1.15371139347123,0.28664098584082,0.983457947470373
"RockDoveHPG_Transcript_15931",418152,"NM_001167759.1","RAD52",418152,-0.248553277009652,4.18153310269799,1.15362119505016,0.286659664527158,0.983457947470373
"RockDoveHPG_Transcript_52546",428696,"XM_426254.5","GPR83-L",428696,-0.61433486441332,0.42706927354969,1.15338699811316,0.286708170394929,0.983457947470373
"RockDoveHPG_Transcript_26318",427995,"XM_425565.5","PTCHD1",427995,0.27745572551055,2.9977711670278,1.15319836807118,0.286747246344023,0.983457947470373
"RockDoveHPG_Transcript_2850",423589,"XM_015276776.1","PLEKHC1",423589,0.250837138845637,4.31357983665823,1.15297725283376,0.286793060565457,0.983457947470373
"RockDoveHPG_Transcript_37644",429269,"XM_015299873.1","MKNK2",429269,0.170324827039465,5.71765219683611,1.15206826696156,0.28698149820191,0.983880723233881
"RockDoveHPG_Transcript_3933",422655,"XM_015276395.1","UBA6",422655,0.114191634931085,7.20924248810976,1.15108701562492,0.287185096288884,0.984260004093013
"RockDoveHPG_Transcript_20635",395312,"XM_015297948.1","IL18",395312,0.26102114837223,3.37009660204059,1.15063834531838,0.28727825221919,0.984260004093013
"RockDoveHPG_Transcript_14030",395897,"NM_205036.1","annotated by transcript or proteomic data",395897,-0.23372213263754,4.94150411227121,1.15023910192343,0.287361178613517,0.984260004093013
"RockDoveHPG_Transcript_20873",423704,"NM_001198736.1","P4HA1",423704,-0.139286720827488,6.978528183906,1.15012134651497,0.287385643359357,0.984260004093013
"RockDoveHPG_Transcript_29606",420654,"XM_004939403.2","NKIRAS1",420654,0.188520490271045,5.0337327757001,1.14996563089316,0.287417998811428,0.984260004093013
"RockDoveHPG_Transcript_16584",423981,"XM_001231892.4","ORMDL1",423981,-0.167230442195187,5.03911403033004,1.14925771613902,0.287565152574419,0.984305723302455
"RockDoveHPG_Transcript_16566",428446,"XM_015281575.1","POMGNT2",428446,-0.162060961329696,5.76812361795286,1.14917476492076,0.287582401956783,0.984305723302455
"RockDoveHPG_Transcript_23446",769954,"XM_015294998.1","NDUFB4",769954,-0.31118252821561,6.0853169038124,1.1489914273586,0.28762688100475,0.984305723302455
"RockDoveHPG_Transcript_27866",101752029,"XM_004940137.2","THBD",101752029,0.476696218422431,3.21092506901528,1.14862916764092,0.28769634058242,0.984320375051136
"RockDoveHPG_Transcript_35402",427767,"XR_001464442.1","SWI5",427767,-0.209892925573215,6.11720712248238,1.1472885198724,0.287975000271237,0.984456399800725
"RockDoveHPG_Transcript_17638",419949,"XM_015299393.1","TLK2",419949,0.174892027090216,7.01954645450932,1.14635212809781,0.288170155732887,0.984456399800725
"RockDoveHPG_Transcript_30977",374163,"NM_204289.1","annotated by transcript or proteomic data",374163,-0.171355848830766,9.84661677938604,1.14626098301881,0.288189160604967,0.984456399800725
"RockDoveHPG_Transcript_1885",422689,"XM_015276345.1","ANK2",422689,-0.214184121360145,8.58938515563863,1.14616489356643,0.288209198193915,0.984456399800725
"RockDoveHPG_Transcript_5581",419595,"XM_015297736.1","CLIC4",419595,-0.14863239972402,7.52178023115821,1.14567199958062,0.288312009973768,0.984456399800725
"RockDoveHPG_Transcript_70667",770425,"XM_015282283.1","PAPD7",770425,0.197676695457592,4.77407266230399,1.14546807808425,0.288354559417694,0.984456399800725
"RockDoveHPG_Transcript_18584",107049328,"XM_015272710.1","LOC107049328",107049328,0.382218718858738,2.28272101019633,1.14494722761017,0.288463274844097,0.984456399800725
"RockDoveHPG_Transcript_30691",417156,"NM_001045829.1","annotated by transcript or proteomic data",417156,-0.287895561070385,5.48421346443412,1.14490939250896,0.288471174105872,0.984456399800725
"RockDoveHPG_Transcript_57101",107050606,"XM_015274321.1","QTRT1",107050606,0.323233866615915,1.86581586087778,1.14375371429235,0.288712592903498,0.984456399800725
"RockDoveHPG_Transcript_28398",423054,"XM_420987.5","AKIP1",423054,0.210075456041611,3.76295211401469,1.14321652515315,0.288824899546022,0.984456399800725
"RockDoveHPG_Transcript_22139",107049005,"XM_015272669.1","LOC107049005",107049005,-0.661236418497417,5.01734266772277,1.14362741484848,0.288862983485361,0.984456399800725
"RockDoveHPG_Transcript_1204",769200,"XM_001232428.4","LMTK2",769200,-0.160146532648565,5.7912558947097,1.14259166251278,0.288955606606855,0.984456399800725
"RockDoveHPG_Transcript_17754",422151,"XM_015278350.1","LOC422151",422151,0.205631646007906,6.93992584048226,1.14244209506999,0.288986904062819,0.984456399800725
"RockDoveHPG_Transcript_10246",101750778,"XM_004944621.2","CCDC36",101750778,0.421670202254952,3.95194547104192,1.14241032486511,0.288993552642286,0.984456399800725
"RockDoveHPG_Transcript_10435",107057544,"XR_001471522.1","LOC107057544",107057544,0.188384589536597,4.64191877696839,1.14208838952387,0.289060935503255,0.984456399800725
"RockDoveHPG_Transcript_62550",777823,"NR_031443.1","MIR181B1",777823,0.733164351842865,1.28160215249698,1.288139831133,0.289066392918897,0.984456399800725
"RockDoveHPG_Transcript_24666",396126,"XM_015289788.1","INHBB",396126,-0.409269319179899,3.93932406561798,1.14170972725976,0.289140217637132,0.984456399800725
"RockDoveHPG_Transcript_44613",770413,"XM_015300219.1","TIMM50",770413,-0.21765693543411,3.77635405895939,1.14138549892097,0.289208125063591,0.984456399800725
"RockDoveHPG_Transcript_29282",420171,"XM_015282746.1","CPA6",420171,-0.463196253527464,5.57189219515238,1.14154689114279,0.28924988654978,0.984456399800725
"RockDoveHPG_Transcript_51506",418943,"XM_015278030.1","TNFRSF19",418943,-0.183351021484977,4.56713129496883,1.1407563574555,0.289339953350127,0.984456399800725
"RockDoveHPG_Transcript_21566",419388,"XM_417551.5","PRDM16",419388,0.312526320530546,3.613111475188,1.14068056570373,0.289355839757585,0.984456399800725
"RockDoveHPG_Transcript_14840",428348,"XM_425908.4","MAU2",428348,0.163477515006726,5.88767589748631,1.14035445829553,0.289424206709987,0.984456399800725
"RockDoveHPG_Transcript_3259",422432,"XM_004940931.2","CLCN3",422432,-0.375272528276741,7.33201241375617,1.14057207047039,0.289440496473867,0.984456399800725
"RockDoveHPG_Transcript_20929",417280,"XM_415553.4","NDOR1",417280,0.196665335540299,5.68229897190158,1.14011693994764,0.289474014520249,0.984456399800725
"RockDoveHPG_Transcript_28017",415989,"XM_004944556.2","FGD3",415989,-0.233749078382973,5.75583928071621,1.13972235709924,0.289556783418857,0.984456399800725
"RockDoveHPG_Transcript_12580",423693,"XM_015278718.1","LOC423693",423693,-0.303163352288588,4.78632908636578,1.13970056081489,0.289561356366311,0.984456399800725
"RockDoveHPG_Transcript_14437",419179,"XM_417358.5","PIGT",419179,0.139106985930216,6.07463812519087,1.13960779962909,0.289580819078653,0.984456399800725
"RockDoveHPG_Transcript_72063",101750973,"XM_015280226.1","LOC101750973",101750973,-0.453027434262158,0.328199699757598,1.13941519600034,0.289621235666484,0.984456399800725
"RockDoveHPG_Transcript_13843",395832,"XM_015275209.1","PXN",395832,-0.24054622849359,4.60347631898487,1.13938999127981,0.28962652524928,0.984456399800725
"RockDoveHPG_Transcript_16985",770511,"XM_001233849.3","GABRA2",770511,-0.442307402834352,6.45415395271163,1.13902403534245,0.289709665193494,0.984517408585092
"RockDoveHPG_Transcript_32048",107049491,"XM_015273138.1","unclassified transcription discrepancy",107049491,-0.369858291384076,2.31203939397258,1.13815222207837,0.289886443315585,0.984896527998192
"RockDoveHPG_Transcript_14588",776411,"NM_001277998.1","annotated by transcript or proteomic data",776411,-0.294070214047784,6.79848758006623,1.13746056942583,0.290038134952103,0.985190264068075
"RockDoveHPG_Transcript_63042",107049457,"XM_015273042.1","LOC107049457",107049457,0.328451063657839,2.10989781969887,1.13620785058242,0.290295350266941,0.985739306866031
"RockDoveHPG_Transcript_18214",769222,"XM_015298130.1","ADAMTS8",769222,0.394186812260758,2.6048907493646,1.13604175003074,0.290330316311754,0.985739306866031
"RockDoveHPG_Transcript_72697",107054068,"XR_001467995.1","LOC107054068",107054068,0.506430550896567,-0.554939038614351,1.13511874078583,0.290524719607132,0.985956134953076
"RockDoveHPG_Transcript_23661",415473,"XM_015292034.1","MESDC1",415473,0.247880516910913,3.9019573407689,1.13511858836227,0.290524751724354,0.985956134953076
"RockDoveHPG_Transcript_25219",107053081,"XR_001466049.1","LOC107053081",107053081,0.70679061654308,2.02692683078832,1.16800613919978,0.290717614818756,0.985977856190207
"RockDoveHPG_Transcript_1698",416306,"NM_001270995.1","FBXL21",416306,0.177614759264811,6.43909027878115,1.13318255515179,0.290933065310564,0.985977856190207
"RockDoveHPG_Transcript_2333",395560,"XM_015281290.1","NRP1",395560,-0.244777482651169,6.03593757420095,1.13301606008157,0.290968214193029,0.985977856190207
"RockDoveHPG_Transcript_906",424358,"XR_001467725.1","TROVE2",424358,-0.126113038708229,6.87455880081705,1.13299437480582,0.290972792590727,0.985977856190207
"RockDoveHPG_Transcript_18711",415339,"XM_015279101.1","SHF",415339,0.285324681920604,4.10598156463519,1.13274731026705,0.291024961752612,0.985977856190207
"RockDoveHPG_Transcript_14538",772071,"XM_015278324.1","LOC772071",772071,0.169654345456216,7.3768217265793,1.1325169836479,0.291073607520725,0.985977856190207
"RockDoveHPG_Transcript_23183",427073,"XM_015302210.1","DDX25",427073,-0.242788356616519,5.58123774928907,1.13237008816038,0.291104637853023,0.985977856190207
"RockDoveHPG_Transcript_34246",417680,"XM_415925.4","TXNDC17",417680,0.225716341722089,5.94626983184446,1.13216681112659,0.29114758534505,0.985977856190207
"RockDoveHPG_Transcript_17357",418183,"XM_015291973.1","PLEKHA5",418183,-0.213099310913715,6.01349896761403,1.13187566040653,0.291209112715651,0.985977856190207
"RockDoveHPG_Transcript_10057",422465,"XM_015276712.1","ZNF827",422465,-0.281288116709866,6.03907303044451,1.13186484268953,0.291211846539695,0.985977856190207
"RockDoveHPG_Transcript_73686",420400,"NM_001030959.1","annotated by transcript or proteomic data",420400,-0.204215265774793,4.08874967942619,1.1316854449601,0.29124931906135,0.985977856190207
"RockDoveHPG_Transcript_61878",416902,"XM_415193.5","ANKRD13A",416902,0.174040500545569,5.9496545460706,1.13137474162546,0.291315008730983,0.985979216014189
"RockDoveHPG_Transcript_13333",428651,"XM_015276077.1","GRHL1",428651,0.317661111390876,3.52647478813246,1.13085276597682,0.291425409361783,0.986106963682472
"RockDoveHPG_Transcript_7028",417990,"XM_015285093.1","POLR3H",417990,0.167057896056194,5.06957555233349,1.13057894503462,0.291483345641541,0.986106963682472
"RockDoveHPG_Transcript_3839",421612,"XM_015284293.1","FBXO30",421612,-0.188901829030182,6.32569453331709,1.12950277477276,0.291711191382901,0.986395916767879
"RockDoveHPG_Transcript_19247",421384,"XM_015283679.1","DIEXF",421384,-0.252339518808046,5.73558455434882,1.1291145266775,0.291793447589736,0.986395916767879
"RockDoveHPG_Transcript_49279",416086,"XM_015293259.1","LOC416086",416086,-0.939572384934965,0.998186380139213,1.12905172684812,0.291806755505792,0.986395916767879
"RockDoveHPG_Transcript_26502",100190948,"NM_001135786.1","annotated by transcript or proteomic data",100190948,0.204550825503285,5.01532154315345,1.12894195286826,0.291830019607925,0.986395916767879
"RockDoveHPG_Transcript_45081",107050678,"XM_015274381.1","unclassified transcription discrepancy",107050678,0.402345612718959,2.68039037358886,1.12848553863007,0.291926772039206,0.986465019633665
"RockDoveHPG_Transcript_24000",404537,"NM_001030380.2","annotated by transcript or proteomic data",404537,-0.969082416917917,5.8351847330426,1.12822932064002,0.291981104341311,0.986465019633665
"RockDoveHPG_Transcript_30205",424615,"XM_015291250.1","MOBKL2C",424615,0.421092880709443,1.82758745362471,1.12790714446939,0.292049442023463,0.986475212131144
"RockDoveHPG_Transcript_28920",416647,"XM_015294605.1","RHBDF1",416647,0.203738485742609,4.21239801458809,1.12718604208796,0.292202472265146,0.986763234641442
"RockDoveHPG_Transcript_25111",419794,"XM_015298306.1","C24H11ORF57",419794,-0.23247578834567,6.25013530745973,1.12688969705676,0.292265391905123,0.986763234641442
"RockDoveHPG_Transcript_13336",415553,"XM_015292097.1","AAGAB",415553,-0.0968281093594589,7.20370738302719,1.12612874095029,0.292427037791528,0.986910624732529
"RockDoveHPG_Transcript_62958",423609,"NM_001044653.1","annotated by transcript or proteomic data",423609,0.619794822341391,0.594534878110528,1.12590709891162,0.292474141856161,0.986910624732529
"RockDoveHPG_Transcript_25817",771207,"XM_003640384.3","PDXP",771207,0.214200774015211,4.5813876330322,1.12576147453133,0.292505095768958,0.986910624732529
"RockDoveHPG_Transcript_7151",101747453,"XM_004945464.2","GPRC5B",101747453,-0.232448980780278,5.6431639117275,1.12481828849181,0.29270568234943,0.986974476295817
"RockDoveHPG_Transcript_73944",107051222,"XM_015274871.1","mRNA",107051222,-0.554359790499799,3.50871938822858,1.1248408859896,0.292719826339849,0.986974476295817
"RockDoveHPG_Transcript_36159",418320,"NM_001277825.1","annotated by transcript or proteomic data",418320,-0.279485826298002,6.15762485697056,1.1247527080578,0.292720082063896,0.986974476295817
"RockDoveHPG_Transcript_11624",423063,"NM_001006467.1","annotated by transcript or proteomic data",423063,-0.1357191890563,6.56315863759879,1.12415861918681,0.292846079790036,0.987019170749441
"RockDoveHPG_Transcript_4139",423071,"XM_015286582.1","NUCB2",423071,0.146581547536756,7.990349759782,1.12396566506635,0.292887162747968,0.987019170749441
"RockDoveHPG_Transcript_28350",107054527,"XR_001468876.1","LOC107054527",107054527,0.418593643614772,2.06005535113305,1.12376728750283,0.292929408243875,0.987019170749441
"RockDoveHPG_Transcript_20281",768507,"XM_015281034.1","AGAP3",768507,-0.225931669232111,6.22298430088477,1.12202711667933,0.293300325693222,0.987627745464384
"RockDoveHPG_Transcript_26497",101751325,"XR_001465240.1","LOC101751325",101751325,-0.333428954616854,3.1169591869498,1.1215813989767,0.293395428549103,0.987627745464384
"RockDoveHPG_Transcript_36789",107052033,"XM_015278332.1","LOC107052033",107052033,0.419861145493022,1.78892530702157,1.12154552248717,0.293403085263056,0.987627745464384
"RockDoveHPG_Transcript_1768",417195,"XM_004945865.2","CRAT",417195,0.131225092767817,6.26230788782549,1.12137974831653,0.29343846794287,0.987627745464384
"RockDoveHPG_Transcript_13131",420544,"XM_418645.5","GTPBP10",420544,-0.191122581837815,5.65963213972778,1.12023008971442,0.293684002564586,0.987627745464384
"RockDoveHPG_Transcript_47676",416642,"XM_004945322.2","ABAT",416642,-0.14853790499291,8.45238688380419,1.11971159422813,0.293794825909261,0.987627745464384
"RockDoveHPG_Transcript_26387",395722,"XM_015285088.1","CLU",395722,-0.40631327351878,8.32415598502893,1.11930412119866,0.293934149537718,0.987627745464384
"RockDoveHPG_Transcript_108",418979,"XM_015279695.1","DYNC2H1",418979,0.230796154007496,6.0551098943222,1.11879219844755,0.293991471436873,0.987627745464384
"RockDoveHPG_Transcript_51453",395849,"NM_204999.1","RPL13",395849,0.269527807746229,7.80259618741561,1.11844958738106,0.294065239740101,0.987627745464384
"RockDoveHPG_Transcript_54142",772371,"XM_001234492.3","PDCL",772371,-0.122389038224052,5.63462560902789,1.1183541287063,0.294085228426923,0.987627745464384
"RockDoveHPG_Transcript_1375",418005,"XM_416243.5","MKL1",418005,-0.255547506642578,6.53749568664263,1.11824631003816,0.294108310059164,0.987627745464384
"RockDoveHPG_Transcript_5689",429033,"XM_015290104.1","SPEG",429033,-0.312688072543803,4.81100113806877,1.11823443644317,0.294110852081596,0.987627745464384
"RockDoveHPG_Transcript_27811",771966,"XM_015281997.1","unclassified transcription discrepancy",771966,-0.360259116858889,2.79399481979235,1.11812409076092,0.294134477396506,0.987627745464384
"RockDoveHPG_Transcript_42659",768449,"XM_001231245.4","F2RL2",768449,-0.418875337147513,2.13392181541172,1.11797184529879,0.294167077620078,0.987627745464384
"RockDoveHPG_Transcript_65618",107055409,"XM_015300326.1","NPFF",107055409,-0.559032522891258,1.37142326251507,1.11772118894962,0.294220760737813,0.987627745464384
"RockDoveHPG_Transcript_41703",422610,"NM_001031145.1","annotated by transcript or proteomic data",422610,-0.143376371230977,5.65301405788686,1.11748851850047,0.294270603210934,0.987627745464384
"RockDoveHPG_Transcript_15253",100858072,"XM_003641153.3","RNF150",100858072,-0.19734512776264,5.22153170534611,1.11684566111201,0.294408372675631,0.987627745464384
"RockDoveHPG_Transcript_6950",770371,"NM_001163003.1","annotated by transcript or proteomic data",770371,-0.213568481188332,4.28917705908202,1.11681542691679,0.294414854169489,0.987627745464384
"RockDoveHPG_Transcript_53580",428310,"NM_001010842.2","HSP25",428310,0.540380152887164,2.3456561183479,1.11621480986798,0.29454365067457,0.987627745464384
"RockDoveHPG_Transcript_81901",101751691,"XM_015279217.1","LOC101751691",101751691,-1.14910998731136,-0.0151392495015501,1.1235628142205,0.294598132004838,0.987627745464384
"RockDoveHPG_Transcript_17897",421380,"XM_015283670.1","RCOR3",421380,-0.221949594269463,6.26564684441314,1.115905361967,0.294610037379506,0.987627745464384
"RockDoveHPG_Transcript_27642",107053506,"XR_001466789.1","LOC107053506",107053506,0.471305034209412,2.28105348816321,1.11552198550149,0.29469231117387,0.987627745464384
"RockDoveHPG_Transcript_35895",424016,"XM_015289300.1","RAMP1",424016,-0.302742200853669,3.96880114880539,1.11535424845907,0.294728317468245,0.987627745464384
"RockDoveHPG_Transcript_31853",395088,"NM_204443.1","annotated by transcript or proteomic data",395088,-0.242102637590457,3.67310723299018,1.11514800822586,0.294772596669499,0.987627745464384
"RockDoveHPG_Transcript_21176",107050884,"XM_015274578.1","unclassified transcription discrepancy",107050884,-0.280939812770147,5.25651470099792,1.11498193135421,0.294808259199238,0.987627745464384
"RockDoveHPG_Transcript_15602",420739,"XM_003640726.3","KIAA0895",420739,-0.333399445153109,4.44839005199469,1.1149054820008,0.294824677443428,0.987627745464384
"RockDoveHPG_Transcript_18714",503512,"NM_001012612.1","annotated by transcript or proteomic data",503512,0.292090977661608,5.27966150065957,1.11439610711259,0.294934101039596,0.987627745464384
"RockDoveHPG_Transcript_24695",420862,"XM_015275986.1","OFCC1",420862,0.416781443472605,2.49560094500351,1.11436333762978,0.294941142368188,0.987627745464384
"RockDoveHPG_Transcript_25033",395360,"NM_204648.1","annotated by transcript or proteomic data",395360,0.132335670177445,5.16884970688692,1.11362979522849,0.295098819240054,0.987936681038193
