 Name	ovary	testes	pituitary	hypothalamus
 RockDoveHPG_Transcript_1369 	1	1	1	1
 RockDoveHPG_Transcript_13690 	1	1	1	1
 RockDoveHPG_Transcript_13691 	0	1	0	0
 RockDoveHPG_Transcript_13694 	1	1	1	1
 RockDoveHPG_Transcript_13697 	1	1	0	0
 RockDoveHPG_Transcript_13698 	1	1	0	0
 RockDoveHPG_Transcript_13699 	0	1	1	0
 RockDoveHPG_Transcript_137 	1	1	1	1
 RockDoveHPG_Transcript_1370 	1	1	1	1
 RockDoveHPG_Transcript_13701 	0	0	1	1
 RockDoveHPG_Transcript_13702 	0	0	1	1
 RockDoveHPG_Transcript_13704 	1	1	1	1
 RockDoveHPG_Transcript_13705 	1	1	1	1
 RockDoveHPG_Transcript_13706 	0	1	0	0
 RockDoveHPG_Transcript_1371 	1	1	1	1
 RockDoveHPG_Transcript_13712 	1	0	0	0
 RockDoveHPG_Transcript_13714 	1	1	1	1
 RockDoveHPG_Transcript_13715 	1	1	1	1
 RockDoveHPG_Transcript_13716 	1	1	1	1
 RockDoveHPG_Transcript_13717 	0	0	0	1
 RockDoveHPG_Transcript_13718 	1	0	1	1
 RockDoveHPG_Transcript_13719 	1	0	1	1
 RockDoveHPG_Transcript_13721 	1	1	1	1
 RockDoveHPG_Transcript_13722 	1	1	1	1
 RockDoveHPG_Transcript_13724 	1	1	1	1
 RockDoveHPG_Transcript_13725 	1	1	1	1
 RockDoveHPG_Transcript_13728 	1	1	1	1
 RockDoveHPG_Transcript_13729 	0	1	0	0
 RockDoveHPG_Transcript_1373 	1	1	1	1
 RockDoveHPG_Transcript_13730 	0	1	0	0
 RockDoveHPG_Transcript_13733 	1	1	1	1
 RockDoveHPG_Transcript_13735 	1	1	1	0
 RockDoveHPG_Transcript_13736 	1	0	1	1
 RockDoveHPG_Transcript_13738 	1	1	1	1
 RockDoveHPG_Transcript_13743 	1	1	1	1
 RockDoveHPG_Transcript_13744 	1	1	1	1
 RockDoveHPG_Transcript_13746 	1	0	1	1
 RockDoveHPG_Transcript_13747 	1	0	1	0
 RockDoveHPG_Transcript_13748 	0	0	1	1
 RockDoveHPG_Transcript_13749 	1	0	1	1
 RockDoveHPG_Transcript_1375 	1	1	1	1
 RockDoveHPG_Transcript_13750 	1	1	1	1
 RockDoveHPG_Transcript_13752 	1	1	0	0
 RockDoveHPG_Transcript_13753 	1	1	1	1
 RockDoveHPG_Transcript_13756 	1	1	1	1
 RockDoveHPG_Transcript_13759 	1	1	1	1
 RockDoveHPG_Transcript_1376 	1	1	1	1
 RockDoveHPG_Transcript_13760 	1	1	1	1
 RockDoveHPG_Transcript_13762 	0	0	0	1
 RockDoveHPG_Transcript_13763 	0	1	0	0
 RockDoveHPG_Transcript_13765 	1	1	1	1
 RockDoveHPG_Transcript_13768 	1	1	1	1
 RockDoveHPG_Transcript_13769 	1	1	1	1
 RockDoveHPG_Transcript_1377 	1	1	1	1
 RockDoveHPG_Transcript_13771 	1	1	0	1
 RockDoveHPG_Transcript_13774 	1	1	1	1
 RockDoveHPG_Transcript_13775 	1	1	1	1
 RockDoveHPG_Transcript_13781 	1	1	1	1
 RockDoveHPG_Transcript_13782 	1	1	1	1
 RockDoveHPG_Transcript_13784 	1	1	1	1
 RockDoveHPG_Transcript_13785 	1	1	0	0
 RockDoveHPG_Transcript_13786 	0	1	0	0
 RockDoveHPG_Transcript_13787 	1	1	1	1
 RockDoveHPG_Transcript_13789 	1	1	1	1
 RockDoveHPG_Transcript_1379 	1	1	1	0
 RockDoveHPG_Transcript_13791 	1	1	1	1
 RockDoveHPG_Transcript_13792 	1	0	1	1
 RockDoveHPG_Transcript_13793 	1	1	1	1
 RockDoveHPG_Transcript_13795 	1	1	1	1
 RockDoveHPG_Transcript_13798 	1	0	1	0
 RockDoveHPG_Transcript_13799 	1	1	1	1
 RockDoveHPG_Transcript_1380 	1	1	1	1
 RockDoveHPG_Transcript_13800 	1	1	1	1
 RockDoveHPG_Transcript_13801 	1	1	1	1
 RockDoveHPG_Transcript_13802 	1	1	1	1
 RockDoveHPG_Transcript_13803 	0	0	1	1
 RockDoveHPG_Transcript_13804 	0	0	0	1
 RockDoveHPG_Transcript_13805 	1	0	1	0
 RockDoveHPG_Transcript_13806 	1	1	1	1
 RockDoveHPG_Transcript_13807 	1	1	1	1
 RockDoveHPG_Transcript_13808 	1	1	1	1
 RockDoveHPG_Transcript_13809 	1	1	1	1
 RockDoveHPG_Transcript_13810 	0	0	0	1
 RockDoveHPG_Transcript_13811 	1	1	1	1
 RockDoveHPG_Transcript_13812 	1	1	1	1
 RockDoveHPG_Transcript_13813 	1	1	1	1
 RockDoveHPG_Transcript_13814 	1	1	1	1
 RockDoveHPG_Transcript_13816 	1	0	1	1
 RockDoveHPG_Transcript_13818 	1	0	1	1
 RockDoveHPG_Transcript_13819 	1	1	1	1
 RockDoveHPG_Transcript_1382 	1	1	1	1
 RockDoveHPG_Transcript_13820 	1	1	1	1
 RockDoveHPG_Transcript_13821 	0	1	1	1
 RockDoveHPG_Transcript_13822 	1	1	1	1
 RockDoveHPG_Transcript_13823 	1	1	1	1
 RockDoveHPG_Transcript_13825 	1	1	1	1
 RockDoveHPG_Transcript_13826 	1	1	0	1
 RockDoveHPG_Transcript_13828 	1	0	0	1
 RockDoveHPG_Transcript_13829 	1	1	0	0
 RockDoveHPG_Transcript_1383 	1	1	1	1
 RockDoveHPG_Transcript_13830 	1	1	0	1
 RockDoveHPG_Transcript_13833 	1	1	1	1
 RockDoveHPG_Transcript_13837 	1	1	1	1
 RockDoveHPG_Transcript_13839 	0	1	0	0
 RockDoveHPG_Transcript_13841 	0	1	0	0
 RockDoveHPG_Transcript_13842 	1	1	1	0
 RockDoveHPG_Transcript_13843 	1	1	1	1
 RockDoveHPG_Transcript_13844 	0	1	0	0
 RockDoveHPG_Transcript_13846 	1	0	1	1
 RockDoveHPG_Transcript_13847 	0	1	0	1
 RockDoveHPG_Transcript_13849 	1	1	1	1
 RockDoveHPG_Transcript_1385 	1	1	1	1
 RockDoveHPG_Transcript_13850 	1	0	0	0
 RockDoveHPG_Transcript_13851 	1	0	0	0
 RockDoveHPG_Transcript_13852 	0	0	1	0
 RockDoveHPG_Transcript_13853 	0	1	1	1
 RockDoveHPG_Transcript_13856 	1	1	1	1
 RockDoveHPG_Transcript_13857 	1	1	1	1
 RockDoveHPG_Transcript_13858 	1	1	1	1
 RockDoveHPG_Transcript_13859 	0	1	0	0
 RockDoveHPG_Transcript_13860 	0	0	1	1
 RockDoveHPG_Transcript_13861 	1	0	1	1
 RockDoveHPG_Transcript_13863 	0	0	1	0
 RockDoveHPG_Transcript_13869 	1	0	1	1
 RockDoveHPG_Transcript_1387 	1	1	1	1
 RockDoveHPG_Transcript_13871 	0	1	1	1
 RockDoveHPG_Transcript_13874 	1	0	1	1
 RockDoveHPG_Transcript_13875 	1	1	1	1
 RockDoveHPG_Transcript_13876 	1	1	1	1
 RockDoveHPG_Transcript_13879 	0	0	1	1
 RockDoveHPG_Transcript_13880 	1	1	1	1
 RockDoveHPG_Transcript_13881 	1	1	1	1
 RockDoveHPG_Transcript_13882 	1	1	1	1
 RockDoveHPG_Transcript_13883 	1	1	1	1
 RockDoveHPG_Transcript_13884 	1	1	1	1
 RockDoveHPG_Transcript_13886 	1	1	1	1
 RockDoveHPG_Transcript_13887 	1	1	1	1
 RockDoveHPG_Transcript_1389 	1	1	1	1
 RockDoveHPG_Transcript_13891 	0	1	1	1
 RockDoveHPG_Transcript_13894 	1	1	1	1
 RockDoveHPG_Transcript_13895 	1	1	1	1
 RockDoveHPG_Transcript_13897 	1	1	1	1
 RockDoveHPG_Transcript_13898 	1	1	1	1
 RockDoveHPG_Transcript_139 	1	1	0	1
 RockDoveHPG_Transcript_1390 	0	1	0	0
 RockDoveHPG_Transcript_13900 	1	0	1	1
 RockDoveHPG_Transcript_13903 	1	1	1	0
 RockDoveHPG_Transcript_13905 	1	1	1	1
 RockDoveHPG_Transcript_13906 	1	1	1	1
 RockDoveHPG_Transcript_13907 	1	1	1	1
 RockDoveHPG_Transcript_13909 	1	1	1	1
 RockDoveHPG_Transcript_1391 	1	0	1	1
 RockDoveHPG_Transcript_13910 	0	0	1	1
 RockDoveHPG_Transcript_13913 	1	1	1	1
 RockDoveHPG_Transcript_13915 	1	0	1	0
 RockDoveHPG_Transcript_13916 	1	1	1	1
 RockDoveHPG_Transcript_13919 	1	1	1	1
 RockDoveHPG_Transcript_1392 	0	0	1	1
 RockDoveHPG_Transcript_13920 	1	1	0	0
 RockDoveHPG_Transcript_13921 	1	1	1	1
 RockDoveHPG_Transcript_13922 	1	1	1	1
 RockDoveHPG_Transcript_13923 	1	1	1	1
 RockDoveHPG_Transcript_13925 	0	1	0	0
 RockDoveHPG_Transcript_13929 	1	0	1	0
 RockDoveHPG_Transcript_1393 	0	1	1	0
 RockDoveHPG_Transcript_13931 	1	1	1	1
 RockDoveHPG_Transcript_13933 	1	1	1	1
 RockDoveHPG_Transcript_13934 	1	0	1	1
 RockDoveHPG_Transcript_13936 	1	1	1	1
 RockDoveHPG_Transcript_13937 	1	1	1	1
 RockDoveHPG_Transcript_13939 	0	1	0	0
 RockDoveHPG_Transcript_13941 	0	0	0	0
 RockDoveHPG_Transcript_13942 	1	1	1	1
 RockDoveHPG_Transcript_13944 	1	1	1	1
 RockDoveHPG_Transcript_13945 	1	1	1	1
 RockDoveHPG_Transcript_13947 	1	1	1	1
 RockDoveHPG_Transcript_13949 	1	0	1	0
 RockDoveHPG_Transcript_13950 	0	0	0	0
 RockDoveHPG_Transcript_13952 	1	1	1	1
 RockDoveHPG_Transcript_13953 	1	1	1	1
 RockDoveHPG_Transcript_13955 	1	0	0	0
 RockDoveHPG_Transcript_13956 	1	0	0	1
 RockDoveHPG_Transcript_13957 	1	0	1	1
 RockDoveHPG_Transcript_13959 	1	1	1	1
 RockDoveHPG_Transcript_13961 	1	1	1	1
 RockDoveHPG_Transcript_13963 	1	1	1	1
 RockDoveHPG_Transcript_13969 	1	1	1	1
 RockDoveHPG_Transcript_1397 	1	1	1	1
 RockDoveHPG_Transcript_13970 	1	1	1	1
 RockDoveHPG_Transcript_13972 	1	1	1	1
 RockDoveHPG_Transcript_13973 	1	0	1	1
 RockDoveHPG_Transcript_13974 	1	1	1	1
 RockDoveHPG_Transcript_13975 	1	0	1	1
 RockDoveHPG_Transcript_13976 	1	1	1	1
 RockDoveHPG_Transcript_13978 	1	1	1	1
 RockDoveHPG_Transcript_13981 	1	1	1	1
 RockDoveHPG_Transcript_13983 	1	1	1	1
 RockDoveHPG_Transcript_13984 	1	1	1	1
 RockDoveHPG_Transcript_13989 	1	1	1	1
 RockDoveHPG_Transcript_1399 	1	1	1	1
 RockDoveHPG_Transcript_13990 	1	1	1	1
 RockDoveHPG_Transcript_13994 	1	1	1	1
 RockDoveHPG_Transcript_13995 	1	1	1	1
 RockDoveHPG_Transcript_13996 	1	1	1	1
 RockDoveHPG_Transcript_13997 	1	1	1	1
 RockDoveHPG_Transcript_13998 	1	1	1	1
 RockDoveHPG_Transcript_13999 	1	1	1	1
 RockDoveHPG_Transcript_14 	1	1	1	1
 RockDoveHPG_Transcript_140 	0	1	1	1
 RockDoveHPG_Transcript_14001 	1	1	1	1
 RockDoveHPG_Transcript_14004 	1	1	1	1
 RockDoveHPG_Transcript_14005 	1	1	1	1
 RockDoveHPG_Transcript_14007 	1	1	1	1
 RockDoveHPG_Transcript_1401 	1	1	1	1
 RockDoveHPG_Transcript_14010 	1	1	1	1
 RockDoveHPG_Transcript_14012 	0	0	1	1
 RockDoveHPG_Transcript_14013 	0	0	1	1
 RockDoveHPG_Transcript_14014 	0	1	1	1
 RockDoveHPG_Transcript_14016 	1	1	1	1
 RockDoveHPG_Transcript_14017 	1	1	1	1
 RockDoveHPG_Transcript_14019 	1	1	1	1
 RockDoveHPG_Transcript_1402 	1	1	1	1
 RockDoveHPG_Transcript_14020 	0	0	1	1
 RockDoveHPG_Transcript_14022 	0	1	1	0
 RockDoveHPG_Transcript_14024 	1	0	0	1
 RockDoveHPG_Transcript_14025 	1	1	1	1
 RockDoveHPG_Transcript_14026 	1	1	1	1
 RockDoveHPG_Transcript_14027 	1	1	1	1
 RockDoveHPG_Transcript_14029 	1	1	1	1
 RockDoveHPG_Transcript_14030 	1	1	1	1
 RockDoveHPG_Transcript_14032 	0	0	1	1
 RockDoveHPG_Transcript_14033 	1	1	1	1
 RockDoveHPG_Transcript_14035 	1	1	1	1
 RockDoveHPG_Transcript_14036 	1	1	1	1
 RockDoveHPG_Transcript_14037 	0	1	1	1
 RockDoveHPG_Transcript_14038 	1	1	1	1
 RockDoveHPG_Transcript_14040 	1	1	1	1
 RockDoveHPG_Transcript_14042 	1	1	0	0
 RockDoveHPG_Transcript_14043 	1	0	1	1
 RockDoveHPG_Transcript_14044 	1	1	1	1
 RockDoveHPG_Transcript_14047 	1	1	1	1
 RockDoveHPG_Transcript_14048 	0	0	0	0
 RockDoveHPG_Transcript_1405 	1	1	1	1
 RockDoveHPG_Transcript_14050 	1	1	1	1
 RockDoveHPG_Transcript_14051 	1	1	0	0
 RockDoveHPG_Transcript_14052 	1	0	1	1
 RockDoveHPG_Transcript_14053 	1	1	1	1
 RockDoveHPG_Transcript_14054 	1	1	1	1
 RockDoveHPG_Transcript_14055 	0	1	1	1
 RockDoveHPG_Transcript_14057 	1	1	1	1
 RockDoveHPG_Transcript_14058 	1	1	1	1
 RockDoveHPG_Transcript_14059 	1	1	1	1
 RockDoveHPG_Transcript_14061 	1	1	0	0
 RockDoveHPG_Transcript_14065 	1	1	1	0
 RockDoveHPG_Transcript_14067 	0	0	1	0
 RockDoveHPG_Transcript_14068 	1	1	1	1
 RockDoveHPG_Transcript_1407 	1	1	1	1
 RockDoveHPG_Transcript_14070 	1	1	1	1
 RockDoveHPG_Transcript_14071 	1	0	0	1
 RockDoveHPG_Transcript_14072 	1	1	1	1
 RockDoveHPG_Transcript_14073 	1	0	1	1
 RockDoveHPG_Transcript_14074 	1	1	1	1
 RockDoveHPG_Transcript_14076 	1	1	1	1
 RockDoveHPG_Transcript_14078 	1	1	1	1
 RockDoveHPG_Transcript_14079 	1	1	1	1
 RockDoveHPG_Transcript_14080 	1	0	0	1
 RockDoveHPG_Transcript_14081 	1	1	1	1
 RockDoveHPG_Transcript_14082 	1	1	1	1
 RockDoveHPG_Transcript_14083 	1	1	1	1
 RockDoveHPG_Transcript_14084 	1	1	1	1
 RockDoveHPG_Transcript_14089 	1	1	1	1
 RockDoveHPG_Transcript_14090 	1	1	1	1
 RockDoveHPG_Transcript_14091 	1	1	1	1
 RockDoveHPG_Transcript_14092 	1	1	1	1
 RockDoveHPG_Transcript_14093 	1	1	1	1
 RockDoveHPG_Transcript_14094 	1	1	1	1
 RockDoveHPG_Transcript_14096 	1	1	1	1
 RockDoveHPG_Transcript_14097 	1	1	1	1
 RockDoveHPG_Transcript_14098 	1	1	0	1
 RockDoveHPG_Transcript_14099 	0	0	1	1
 RockDoveHPG_Transcript_141 	1	1	1	1
 RockDoveHPG_Transcript_1410 	1	1	1	1
 RockDoveHPG_Transcript_14100 	1	1	1	1
 RockDoveHPG_Transcript_14102 	1	1	1	1
 RockDoveHPG_Transcript_14106 	0	1	1	1
 RockDoveHPG_Transcript_14108 	1	0	1	0
 RockDoveHPG_Transcript_14109 	1	1	1	1
 RockDoveHPG_Transcript_1411 	1	1	1	1
 RockDoveHPG_Transcript_14110 	1	1	1	1
 RockDoveHPG_Transcript_14111 	1	1	1	1
 RockDoveHPG_Transcript_14112 	1	1	1	1
 RockDoveHPG_Transcript_14113 	1	1	1	1
 RockDoveHPG_Transcript_14116 	1	1	1	1
 RockDoveHPG_Transcript_1412 	1	1	1	1
 RockDoveHPG_Transcript_14120 	1	0	1	1
 RockDoveHPG_Transcript_14121 	1	0	1	1
 RockDoveHPG_Transcript_14122 	0	1	0	0
 RockDoveHPG_Transcript_14125 	0	0	1	1
 RockDoveHPG_Transcript_14126 	1	1	1	1
 RockDoveHPG_Transcript_14128 	1	1	1	1
 RockDoveHPG_Transcript_14129 	1	1	0	0
 RockDoveHPG_Transcript_1413 	0	0	1	1
 RockDoveHPG_Transcript_14132 	1	0	1	0
 RockDoveHPG_Transcript_14133 	1	1	1	1
 RockDoveHPG_Transcript_14134 	1	1	1	1
 RockDoveHPG_Transcript_14136 	1	1	1	1
 RockDoveHPG_Transcript_14137 	1	1	1	1
 RockDoveHPG_Transcript_14138 	1	1	1	1
 RockDoveHPG_Transcript_1414 	1	1	1	1
 RockDoveHPG_Transcript_14140 	1	1	1	1
 RockDoveHPG_Transcript_14141 	0	0	1	1
 RockDoveHPG_Transcript_14143 	0	0	0	1
 RockDoveHPG_Transcript_14145 	1	1	0	1
 RockDoveHPG_Transcript_14146 	1	1	1	1
 RockDoveHPG_Transcript_14147 	1	1	1	1
 RockDoveHPG_Transcript_14148 	1	1	1	1
 RockDoveHPG_Transcript_1415 	1	1	1	1
 RockDoveHPG_Transcript_14151 	1	1	1	1
 RockDoveHPG_Transcript_14152 	1	1	1	1
 RockDoveHPG_Transcript_14154 	1	1	1	1
 RockDoveHPG_Transcript_14155 	1	1	1	1
 RockDoveHPG_Transcript_14157 	1	1	1	1
 RockDoveHPG_Transcript_14158 	1	0	0	0
 RockDoveHPG_Transcript_1416 	0	1	1	1
 RockDoveHPG_Transcript_14160 	1	1	1	1
 RockDoveHPG_Transcript_14161 	1	0	1	0
 RockDoveHPG_Transcript_14162 	1	1	0	0
 RockDoveHPG_Transcript_14163 	1	1	1	1
 RockDoveHPG_Transcript_14164 	1	0	1	1
 RockDoveHPG_Transcript_14166 	1	0	1	1
 RockDoveHPG_Transcript_14167 	1	0	1	0
 RockDoveHPG_Transcript_1417 	0	0	1	1
 RockDoveHPG_Transcript_14170 	1	1	1	1
 RockDoveHPG_Transcript_14171 	1	1	1	1
 RockDoveHPG_Transcript_14175 	1	1	1	1
 RockDoveHPG_Transcript_14177 	1	1	1	1
 RockDoveHPG_Transcript_14179 	0	0	1	1
 RockDoveHPG_Transcript_14180 	1	1	1	1
 RockDoveHPG_Transcript_14182 	1	0	1	0
 RockDoveHPG_Transcript_14185 	1	1	1	1
 RockDoveHPG_Transcript_14186 	1	0	1	1
 RockDoveHPG_Transcript_14188 	0	0	1	1
 RockDoveHPG_Transcript_14189 	1	1	1	1
 RockDoveHPG_Transcript_1419 	1	1	1	1
 RockDoveHPG_Transcript_14191 	0	0	0	0
 RockDoveHPG_Transcript_14194 	1	1	0	0
 RockDoveHPG_Transcript_14198 	1	1	0	0
 RockDoveHPG_Transcript_14199 	1	1	1	1
 RockDoveHPG_Transcript_1420 	1	1	1	1
 RockDoveHPG_Transcript_14202 	1	1	1	1
 RockDoveHPG_Transcript_14203 	1	1	1	1
 RockDoveHPG_Transcript_14204 	1	1	1	1
 RockDoveHPG_Transcript_14205 	1	1	1	1
 RockDoveHPG_Transcript_14207 	1	1	0	1
 RockDoveHPG_Transcript_14209 	1	1	1	1
 RockDoveHPG_Transcript_14211 	0	1	0	0
 RockDoveHPG_Transcript_14213 	1	1	1	1
 RockDoveHPG_Transcript_14214 	1	1	1	1
 RockDoveHPG_Transcript_14215 	1	1	1	1
 RockDoveHPG_Transcript_14216 	1	1	0	0
 RockDoveHPG_Transcript_14217 	1	1	1	1
 RockDoveHPG_Transcript_1422 	1	1	1	1
 RockDoveHPG_Transcript_14220 	1	0	1	0
 RockDoveHPG_Transcript_14223 	1	0	1	1
 RockDoveHPG_Transcript_14225 	1	1	1	1
 RockDoveHPG_Transcript_14226 	1	1	1	1
 RockDoveHPG_Transcript_14229 	1	1	1	1
 RockDoveHPG_Transcript_14230 	1	1	1	1
 RockDoveHPG_Transcript_14232 	1	1	1	1
 RockDoveHPG_Transcript_14235 	1	1	1	1
 RockDoveHPG_Transcript_14236 	0	0	0	1
 RockDoveHPG_Transcript_14237 	0	0	0	1
 RockDoveHPG_Transcript_14238 	0	0	0	0
 RockDoveHPG_Transcript_1424 	1	1	1	1
 RockDoveHPG_Transcript_14240 	0	0	1	1
 RockDoveHPG_Transcript_14241 	1	1	1	1
 RockDoveHPG_Transcript_14247 	1	1	1	1
 RockDoveHPG_Transcript_1425 	1	1	1	1
 RockDoveHPG_Transcript_14250 	1	1	0	1
 RockDoveHPG_Transcript_14252 	0	1	0	0
 RockDoveHPG_Transcript_14254 	1	1	0	0
 RockDoveHPG_Transcript_1426 	1	1	1	1
 RockDoveHPG_Transcript_14260 	1	1	1	1
 RockDoveHPG_Transcript_14264 	1	1	1	1
 RockDoveHPG_Transcript_14266 	1	1	0	0
 RockDoveHPG_Transcript_14267 	1	1	1	1
 RockDoveHPG_Transcript_14269 	0	0	0	0
 RockDoveHPG_Transcript_14271 	1	1	1	1
 RockDoveHPG_Transcript_14273 	1	1	0	0
 RockDoveHPG_Transcript_14274 	1	1	1	1
 RockDoveHPG_Transcript_14275 	1	1	1	1
 RockDoveHPG_Transcript_14276 	1	1	1	1
 RockDoveHPG_Transcript_14277 	1	1	1	1
 RockDoveHPG_Transcript_14279 	1	1	1	1
 RockDoveHPG_Transcript_14280 	1	1	1	1
 RockDoveHPG_Transcript_14281 	1	1	1	1
 RockDoveHPG_Transcript_14282 	1	1	1	1
 RockDoveHPG_Transcript_14287 	1	1	1	1
 RockDoveHPG_Transcript_14288 	1	1	1	1
 RockDoveHPG_Transcript_14289 	1	1	1	1
 RockDoveHPG_Transcript_14290 	1	1	1	1
 RockDoveHPG_Transcript_14293 	1	1	1	1
 RockDoveHPG_Transcript_14294 	1	1	1	1
 RockDoveHPG_Transcript_14296 	0	0	1	1
 RockDoveHPG_Transcript_14297 	1	0	1	1
 RockDoveHPG_Transcript_14299 	1	1	1	1
 RockDoveHPG_Transcript_14301 	1	1	0	0
 RockDoveHPG_Transcript_14303 	1	1	0	1
 RockDoveHPG_Transcript_14307 	1	1	1	1
 RockDoveHPG_Transcript_14308 	1	1	1	1
 RockDoveHPG_Transcript_14311 	0	1	1	1
 RockDoveHPG_Transcript_14313 	1	1	1	1
 RockDoveHPG_Transcript_14314 	1	1	1	1
 RockDoveHPG_Transcript_14316 	1	1	1	1
 RockDoveHPG_Transcript_14317 	1	1	0	0
 RockDoveHPG_Transcript_14319 	1	1	1	1
 RockDoveHPG_Transcript_1432 	1	1	1	1
 RockDoveHPG_Transcript_14322 	1	1	1	1
 RockDoveHPG_Transcript_14324 	1	1	1	1
 RockDoveHPG_Transcript_14325 	1	1	1	1
 RockDoveHPG_Transcript_14326 	1	1	1	1
 RockDoveHPG_Transcript_14327 	1	1	1	0
 RockDoveHPG_Transcript_14328 	1	1	1	1
 RockDoveHPG_Transcript_1433 	1	1	1	1
 RockDoveHPG_Transcript_14331 	1	1	1	1
 RockDoveHPG_Transcript_14332 	1	1	1	1
 RockDoveHPG_Transcript_14336 	1	1	1	1
 RockDoveHPG_Transcript_14337 	1	1	1	1
 RockDoveHPG_Transcript_14339 	1	1	1	1
 RockDoveHPG_Transcript_14344 	0	1	0	0
 RockDoveHPG_Transcript_14346 	1	0	1	1
 RockDoveHPG_Transcript_14348 	1	1	1	1
 RockDoveHPG_Transcript_14349 	1	1	0	0
 RockDoveHPG_Transcript_14350 	1	1	1	1
 RockDoveHPG_Transcript_14351 	1	1	1	1
 RockDoveHPG_Transcript_14353 	1	1	1	1
 RockDoveHPG_Transcript_14355 	1	1	1	1
 RockDoveHPG_Transcript_14357 	1	1	0	1
 RockDoveHPG_Transcript_14358 	1	1	1	1
 RockDoveHPG_Transcript_1436 	1	1	1	0
 RockDoveHPG_Transcript_14361 	1	1	1	1
 RockDoveHPG_Transcript_14362 	0	1	0	0
 RockDoveHPG_Transcript_14366 	1	1	1	1
 RockDoveHPG_Transcript_14368 	1	1	1	1
 RockDoveHPG_Transcript_14369 	1	1	1	1
 RockDoveHPG_Transcript_14371 	1	0	1	0
 RockDoveHPG_Transcript_14372 	0	0	1	0
 RockDoveHPG_Transcript_14373 	1	1	1	1
 RockDoveHPG_Transcript_14375 	1	1	1	1
 RockDoveHPG_Transcript_14376 	1	1	1	1
 RockDoveHPG_Transcript_14377 	1	1	1	1
 RockDoveHPG_Transcript_1438 	1	1	1	1
 RockDoveHPG_Transcript_14380 	0	0	0	0
 RockDoveHPG_Transcript_14383 	1	0	1	1
 RockDoveHPG_Transcript_14384 	0	1	0	0
 RockDoveHPG_Transcript_14385 	1	1	1	1
 RockDoveHPG_Transcript_14386 	1	1	1	1
 RockDoveHPG_Transcript_14387 	1	1	1	1
 RockDoveHPG_Transcript_14388 	1	1	0	0
 RockDoveHPG_Transcript_14389 	1	1	1	1
 RockDoveHPG_Transcript_14391 	1	1	1	1
 RockDoveHPG_Transcript_14393 	1	1	1	1
 RockDoveHPG_Transcript_14394 	1	1	1	1
 RockDoveHPG_Transcript_14396 	0	0	1	0
 RockDoveHPG_Transcript_14397 	1	1	1	1
 RockDoveHPG_Transcript_14399 	1	1	1	1
 RockDoveHPG_Transcript_144 	1	1	1	1
 RockDoveHPG_Transcript_1440 	1	1	1	1
 RockDoveHPG_Transcript_14401 	0	1	1	1
 RockDoveHPG_Transcript_14402 	1	1	1	1
 RockDoveHPG_Transcript_14403 	0	0	0	0
 RockDoveHPG_Transcript_14404 	0	0	1	1
 RockDoveHPG_Transcript_14405 	1	1	0	0
 RockDoveHPG_Transcript_14406 	1	1	1	1
 RockDoveHPG_Transcript_14407 	0	1	0	0
 RockDoveHPG_Transcript_1441 	1	1	1	1
 RockDoveHPG_Transcript_14410 	1	1	1	1
 RockDoveHPG_Transcript_14411 	1	1	1	1
 RockDoveHPG_Transcript_14412 	0	0	0	0
 RockDoveHPG_Transcript_14413 	0	1	1	0
 RockDoveHPG_Transcript_14415 	1	1	1	1
 RockDoveHPG_Transcript_14417 	1	1	1	1
 RockDoveHPG_Transcript_14420 	1	1	1	1
 RockDoveHPG_Transcript_14422 	0	0	1	0
 RockDoveHPG_Transcript_14423 	1	1	1	1
 RockDoveHPG_Transcript_14424 	1	1	1	1
 RockDoveHPG_Transcript_14425 	1	1	1	1
 RockDoveHPG_Transcript_14426 	1	1	0	0
 RockDoveHPG_Transcript_14427 	1	0	1	1
 RockDoveHPG_Transcript_14428 	1	1	1	1
 RockDoveHPG_Transcript_14429 	1	1	1	1
 RockDoveHPG_Transcript_14430 	0	1	0	0
 RockDoveHPG_Transcript_14434 	1	1	1	1
 RockDoveHPG_Transcript_14435 	0	1	0	0
 RockDoveHPG_Transcript_14437 	1	1	1	1
 RockDoveHPG_Transcript_1444 	1	1	1	1
 RockDoveHPG_Transcript_14441 	0	0	1	1
 RockDoveHPG_Transcript_14446 	1	1	1	0
 RockDoveHPG_Transcript_14447 	1	1	1	1
 RockDoveHPG_Transcript_14448 	1	1	1	1
 RockDoveHPG_Transcript_14449 	1	0	0	0
 RockDoveHPG_Transcript_14450 	1	1	1	1
 RockDoveHPG_Transcript_14453 	1	0	0	0
 RockDoveHPG_Transcript_14455 	1	1	1	1
 RockDoveHPG_Transcript_14457 	1	1	1	1
 RockDoveHPG_Transcript_14458 	1	1	1	1
 RockDoveHPG_Transcript_14460 	0	1	0	0
 RockDoveHPG_Transcript_14463 	0	1	1	1
 RockDoveHPG_Transcript_14466 	1	1	1	1
 RockDoveHPG_Transcript_14467 	1	0	0	0
 RockDoveHPG_Transcript_14469 	1	0	1	1
 RockDoveHPG_Transcript_1447 	1	1	1	1
 RockDoveHPG_Transcript_14470 	1	1	1	1
 RockDoveHPG_Transcript_14471 	0	1	1	1
 RockDoveHPG_Transcript_14475 	1	1	0	0
 RockDoveHPG_Transcript_14476 	1	1	1	1
 RockDoveHPG_Transcript_14477 	1	1	1	1
