"genes","logFC","logCPM","F","PValue","FDR"
"9601","XM_001231707.4",-0.684361101439497,5.64996222432607,13.8671027740343,0.000405429352682665,0.0737686034242604
"7192","XM_420803.5",-0.958676701243347,6.59827904400692,13.7926280781506,0.000418942621120225,0.075319898382829
"1530","NM_206988.2",-3.38874998077899,3.56965357630466,13.9019239279369,0.000435346447873892,0.0762028316489825
"4116","XM_416894.4",-0.451921275278444,6.0909761872777,13.6732735497659,0.000441581588263172,0.0762028316489825
"8992","XM_423597.5",-0.794465064328462,4.2689269265446,13.6714911780044,0.000441929120929176,0.0762028316489825
"13557","XM_015274340.1",2.60811623799988,0.777165708102019,13.6607108515333,0.000444037159655043,0.0762028316489825
"7416","XM_015287178.1",-0.543151132324537,7.63816628270714,13.524885499115,0.000471508783011649,0.0780212808424825
"1357","NM_205380.2",-1.54990492372425,6.55779018581775,13.5206494658884,0.000476052494767403,0.0780212808424825
"96","XM_015299567.1",1.28506697292049,3.38329485005524,13.4704320984193,0.000483012129815345,0.0780212808424825
"7301","XM_015286080.1",1.39400040310177,1.94053699881001,13.4699726416531,0.000483110419678028,0.0780212808424825
"11299","XM_015280511.1",-0.652384404462672,8.83976244053648,13.4294175541728,0.000491868484409841,0.0780212808424825
"4479","XM_417352.5",0.784394094208935,5.09629709985831,13.4213822737039,0.000493623203336832,0.0780212808424825
"13764","XR_001463341.1",1.16178148346787,4.04965101307323,13.4186374693897,0.000494224091930472,0.0780212808424825
"12166","XM_004935372.2",-0.639514241468702,5.77972774734697,13.41071082709,0.00049596364460855,0.0780212808424825
"6897","XM_015276724.1",0.819249216677521,6.65125659213679,13.3612159534136,0.000506970245536646,0.0789174195685275
"7788","NM_001199547.1",-0.533694879986269,3.96831347954733,13.3384775018474,0.000512111449987796,0.0789174195685275
"12441","XM_015295565.1",1.36363248396323,4.48814819412561,13.2794070127994,0.000525721745475245,0.0799974166503241
"12170","XM_015293565.1",2.24676684562021,1.14379007847561,13.2525409051214,0.000532035547744961,0.0799974166503241
"7925","NM_001012909.1",0.83129228614303,5.10191724169977,13.2048770492416,0.000543431368466232,0.0799974166503241
"12311","XM_003642531.3",-0.964722058223693,8.67664678947642,13.2047172493143,0.000543469997686992,0.0799974166503241
"9415","XM_424699.4",0.711190211077983,6.7061337324511,13.1246961234799,0.000563176453574574,0.0799974166503241
"200","XM_418775.4",-0.926163241680191,8.8941020810215,13.1197539199797,0.000564417601280432,0.0799974166503241
"4119","XM_015277790.1",-0.811654037949701,6.28288525958344,13.113163437294,0.000566077103121797,0.0799974166503241
"7128","XM_420717.5",-0.781709521344281,6.43025072979426,13.0976499085414,0.000570003470434698,0.0799974166503241
"9791","XM_425270.5",-0.700845439441173,5.29722350919382,13.0542818021231,0.000581130279811825,0.0799974166503241
"5245","NM_001198657.1",-1.19927833890402,6.98076198799883,13.0350976376114,0.000588337040068338,0.0799974166503241
"5891","XM_419183.5",-0.947005215019988,4.6788568006216,13.0041699023639,0.000594268539021244,0.0799974166503241
"13395","XM_015273081.1",-0.717781215855719,5.92933240175546,12.9982197588102,0.000595848884767343,0.0799974166503241
"4504","XM_015296370.1",-0.64042505631577,5.4774791432333,12.9740653774667,0.000602309164451775,0.0799974166503241
"8444","NM_001201487.2",-0.732607635733602,4.14399921273375,12.9439173051113,0.000610474634146013,0.0799974166503241
"12646","XM_015299658.1",-3.86515090578068,4.78795687425145,12.9630073562771,0.000611884072218487,0.0799974166503241
"14687","XR_001470251.1",1.69462099820898,2.29893148607795,12.9346494462557,0.000613007814584324,0.0799974166503241
"4612","XM_417523.5",0.785314752662263,6.53922850457449,12.9256783423677,0.000615470275588709,0.0799974166503241
"13248","XR_213868.2",-1.40870865558816,1.47652900278667,13.2033255425653,0.000617366805940494,0.0799974166503241
"7772","XM_015288008.1",-1.59970515204054,4.06097766686466,12.9098122479534,0.000620435144650072,0.0799974166503241
"8330","XM_422217.5",1.05281342737141,4.15858556326325,12.8910838750099,0.000625062585401817,0.0799974166503241
"8491","NM_001252126.1",-1.26841924238057,9.26884461575108,12.739952958977,0.000668945292564774,0.0847272825421971
"12219","XR_001470635.1",1.78811400301703,4.00398476925358,12.6885060609454,0.000684931213068398,0.0847272825421971
"5626","NM_001012858.1",1.58911023632963,4.20133783720534,12.6737745281946,0.000689606207607166,0.0847272825421971
"14949","XM_015301633.1",1.08116000235784,5.67472595133508,12.6613795330683,0.000692819935129277,0.0847272825421971
"10695","NM_001031602.1",-0.537184202240014,6.43771148269409,12.6193898451831,0.000706008452983239,0.0847272825421971
"14253","XR_001466764.1",2.20021531524487,0.227039994605093,12.5726541685102,0.000720994606838606,0.0847272825421971
"14930","XR_001471023.1",2.29920279938686,0.514717870449879,12.5524445019024,0.0007275769259543,0.0847272825421971
"13359","XM_015272646.1",-3.35868885019194,-0.705420338444492,12.9392904494385,0.000728616665849415,0.0847272825421971
"7183","XM_015285760.1",-0.747144047794766,5.52692614673571,12.548379579972,0.000728908397291372,0.0847272825421971
"264","NM_204327.2",-0.656695014115984,4.79538061994931,12.546473337146,0.000729533661169622,0.0847272825421971
"5915","XM_015282676.1",1.01018464230813,4.78618198821143,12.5304993429202,0.000734795204758109,0.0847272825421971
"6304","XM_419691.5",-0.683216175751372,5.27087074202516,12.5151016611202,0.000739904223564712,0.0847272825421971
"6948","XM_015276205.1",-1.60098405871101,8.23936456818574,12.5357248295474,0.000740622426465031,0.0847272825421971
"3148","NM_001030706.1",-0.446675302989791,6.1900924509454,12.5122746413045,0.000740846241883102,0.0847272825421971
"8611","XM_015277185.1",0.72306770687187,5.39024724823986,12.496354093737,0.0007461745846982,0.0847272825421971
"14748","XR_001470509.1",2.6125839451099,0.152157212813898,12.4464446551441,0.000763137855830584,0.0855981912486392
"10297","XM_004941020.2",0.644220261823783,5.22203451151297,12.4109289520592,0.000775452484755426,0.0855981912486392
"827","NM_204853.2",-1.02652123108361,5.91376963715473,12.3902895204572,0.000782752517151403,0.0855981912486392
"6280","XM_419663.5",-0.526335349852562,5.63101543384044,12.3867111041864,0.000783967914522605,0.0855981912486392
"2584","XM_015294538.1",1.23040044523986,6.89677233585178,12.3922289833584,0.000787460055704674,0.0855981912486392
"9549","NM_001006582.1",-0.657399104539597,5.81088089107032,12.3757539228486,0.000787852508512836,0.0855981912486392
"10109","NM_001031509.1",-1.12938494445594,4.61435586929949,12.2943462415738,0.000817346879958618,0.0881683755795361
"6473","XM_001234194.4",-0.63772930163915,5.82217935979683,12.2230168949859,0.000844132246899013,0.090070573556377
"10642","XM_015279402.1",0.682791144827182,6.01694309821404,12.2157569916627,0.000846909114356081,0.090070573556377
"9216","XM_015301020.1",-1.03560788243853,5.80946004199209,12.182297394093,0.000859830379295725,0.0902005397975783
"14497","XR_001468593.1",-2.7728062227895,4.14675894608303,13.778096501351,0.00086007666076356,0.0902005397975783
"9608","XM_015280615.1",-1.09903844924574,3.72737469035815,12.1577750500612,0.000869430222566925,0.0905526566979704
"13360","XM_015272649.1",1.67390822605081,1.86674417529876,12.1296185983794,0.00088059017170079,0.0909459371064347
"6236","XM_015284355.1",0.838382217533593,7.09477198306595,12.1179702283747,0.0008852504803765,0.0909459371064347
"13346","XR_001461705.1",0.894606129415787,4.33276681970182,12.0833521505703,0.000899252386467675,0.0910679504328407
"4108","XM_416882.5",-0.520339803386544,6.11142340623016,12.0585390087934,0.000909429925300229,0.0910679504328407
"4202","XM_015277162.1",-0.885759570512887,6.42757809632117,12.0460224776598,0.000914609132399899,0.0910679504328407
"6492","NM_001006414.1",-0.557630198162592,6.98764311059929,12.045122645459,0.00091498265207989,0.0910679504328407
"3014","XM_015279564.1",-0.62534949488142,4.80016968811073,12.0376083895007,0.000918108008423679,0.0910679504328407
"1204","NM_205225.2",-1.38661406490712,9.97396742935679,12.0276590417945,0.000922619283288613,0.0910679504328407
"9565","XM_004949465.2",-0.75011677939492,6.13220419987334,11.9123426988787,0.000971874695844568,0.095306828939251
"3660","XM_015285568.1",-0.692559395058915,5.55246638759616,11.8869674227281,0.000983159168460832,0.0957914178199709
"8402","XM_015290626.1",2.30559727871809,6.84544769669858,11.9113323006869,0.000995824193671521,0.0964034421335084
"1266","XM_015289642.1",0.529057203965592,6.98986545422469,11.8354275331241,0.00100650024116808,0.0968163480389835
"12605","XM_003641094.3",-1.30875861628268,8.80528190302225,11.8075093330701,0.00102123697244501,0.0970890860364552
"9445","XM_424747.5",-0.670624747249534,5.68401681214738,11.8014687063729,0.00102219339688759,0.0970890860364552
"587","NM_204637.1",-0.579034246548312,6.29892959300652,11.7775741509065,0.00103338787144291,0.097538897715818
"358","NM_204418.1",-2.66009513313265,0.468486134477352,11.7494769664267,0.00104671443281968,0.0981831140648624
"14927","XR_001471015.1",-0.357940707616292,6.35487357365542,11.7172584712483,0.00106221583754385,0.0982375101843442
"10753","XM_015280361.1",-0.719756394285305,6.15206322298003,11.7130314743919,0.00106426722259518,0.0982375101843442
"1432","NM_001167718.1",0.92176227325422,3.2865189069264,11.6976987460214,0.0010717429036197,0.0982375101843442
"299","XM_015283827.1",-0.950358220035171,10.5816069754843,11.6944903866356,0.00107331407630889,0.0982375101843442
"222","NM_204290.1",-3.11955413266423,3.66817763450282,11.6319687147799,0.00110729670492148,0.1002645316477
"14426","XR_001468135.1",0.765124054149285,5.44628437361002,11.623419861785,0.00110873902696106,0.1002645316477
"11352","XM_001232873.4",-1.12544863474883,5.41297069245543,11.5721010649787,0.00113548392214163,0.101113989984232
"5631","XM_418861.5",1.29022703886869,1.50786220618014,11.568627464169,0.00113687870642448,0.101113989984232
"15022","XR_001471269.1",2.93905208522897,0.0916664879743065,11.5660536285659,0.0011382186662243,0.101113989984232
"11470","XM_015279643.1",0.815803168311821,5.98063270970476,11.5481796313599,0.00114756942107307,0.101348499397927
"7597","XM_004941868.2",0.829868834731817,7.40651649960668,11.4702065353512,0.00118930466856299,0.104423715724641
"450","NM_001293074.1",-0.902045189443874,5.72913094200239,11.4371718574193,0.00120745959511366,0.105404941071714
"14551","XR_001469007.1",1.22182083447003,3.0877225392163,11.4075838751385,0.00122396494743943,0.106231716300174
"5523","XR_001465007.1",-0.717561864132267,4.95110335008833,11.3941432420684,0.00123153998978624,0.106278382432867
"302","XM_015283343.1",0.372655993596262,9.80868662256463,11.3717640853019,0.00124426106220518,0.106766082735356
"5723","XM_418968.5",0.51778251125209,6.09251129570999,11.3177494177417,0.00127553092173168,0.107532484987552
"5388","NM_001006354.1",-0.83111398529939,6.78830991614537,11.3094016571371,0.00128043598734894,0.107532484987552
"3403","NM_001004380.1",-0.709490692331869,7.04606963915088,11.3017565473121,0.00128494539116888,0.107532484987552
"193","XM_015289086.1",-0.384754158861389,6.08904101943977,11.2928206672738,0.00129023708586208,0.107532484987552
"5318","XM_015283068.1",-0.926968661292776,5.32179843929129,11.2825113504894,0.00129637027618939,0.107532484987552
"4780","XM_015297742.1",1.05889271263555,5.6167988009332,11.2725472711149,0.00130239649202065,0.107532484987552
"8054","XM_015289171.1",-0.795804201144389,7.22255317557643,11.2713648024563,0.00130303567426314,0.107532484987552
"13158","XR_001466118.1",1.02134266745688,4.0362605712332,11.2431569532313,0.00132006307523537,0.108113739723663
"10909","XM_015292482.1",0.705300958999092,5.46225806909472,11.2360378929289,0.00132439689106592,0.108113739723663
"11789","NM_001113741.1",-0.551512917201548,8.87185758350605,11.2140639232244,0.00133786738959851,0.108626200632885
"9620","XM_424973.5",-1.02177818991297,4.39306719921328,11.1525813521804,0.00137631995294152,0.111150716199587
"9223","XM_015273259.1",-0.56417972075049,7.29495721581434,11.1381496081163,0.00138551135933157,0.111297832705454
"4120","XM_015277717.1",-0.457969238900905,5.65881840056058,11.0722946747502,0.00142827125249239,0.114125674365821
"8321","XM_015290397.1",0.924195249590905,2.63202642229662,11.004596886922,0.00147366094799684,0.116526081324177
"13784","XR_001463554.1",-2.22436444899648,1.39917450789188,10.996229435154,0.00147937442537421,0.116526081324177
"7400","XM_015287208.1",0.624449668928614,5.99532582939818,10.9931835874787,0.00148145991353741,0.116526081324177
"11508","NM_001079502.2",0.638249229699744,6.94124437525911,10.9663617003984,0.00149995742762747,0.117369725761814
"5970","NM_001037835.1",1.67799780583248,1.01118486528171,10.9371609217815,0.00152036899530371,0.117875374209275
"8864","XM_015288858.1",0.870041520008535,5.18341578092797,10.9348025766867,0.00152203006031047,0.117875374209275
"7376","XM_015286832.1",2.65229950198457,0.0392083110746603,10.909011712821,0.00154031920189338,0.118283030195246
"14188","XR_001466310.1",1.86987466301058,0.175472066376177,10.8962358238891,0.00154946355519158,0.118283030195246
"11749","XM_001235285.4",-1.184451265769,3.2950147683738,10.8872563115988,0.00155592444019298,0.118283030195246
"3898","XM_015297598.1",-0.833291238286078,5.12310256860482,10.8824366397794,0.0015594038172139,0.118283030195246
"6439","NM_001278021.1",-1.56112962965512,10.8390189025694,10.8544208949133,0.00158067187230903,0.118283030195246
"5556","XM_015281493.1",-0.509248989104011,6.95417005547219,10.8424849437831,0.00158855900813764,0.118283030195246
"7602","NM_001277785.1",-0.946584725001304,6.41664696388248,10.8396933170217,0.00159113398055482,0.118283030195246
"6166","XM_015283750.1",1.347084968414,3.54529149770484,10.8366110135134,0.00159289316866345,0.118283030195246
"7224","XM_015285905.1",-0.758933561083967,6.83755804683408,10.8300022145291,0.00159778427756788,0.118283030195246
"6652","XM_420120.5",0.871783863668865,4.11567071187911,10.76270724421,0.00164848776010731,0.120938400436298
"12007","XM_015280231.1",-0.549742282086002,6.90523505888859,10.7611644663573,0.00164966961262598,0.120938400436298
"12350","XM_003642006.3",0.763465179416324,6.46095650437536,10.7471029150638,0.00166048226893316,0.121143010750863
"4715","XM_015297222.1",0.729411619829243,4.13421592954713,10.7310591239404,0.00167290932191553,0.121462868171002
"2967","NM_001030682.1",-0.68936889487046,5.68763367785169,10.7137111803956,0.00168645551805264,0.12151566363895
"4152","NM_001006266.2",-0.557072038018347,6.10273392069699,10.687573113786,0.00170708150833496,0.12151566363895
"4634","XM_015296855.1",-0.609145263510793,6.43558029545301,10.6823289459224,0.00171125130160787,0.12151566363895
"6315","XM_004935678.2",-0.458340679174558,6.98189689891188,10.6671906400914,0.0017233477999532,0.12151566363895
"5713","XM_418958.5",-0.482719036159612,5.62251597593995,10.6615119705755,0.0017279083564925,0.12151566363895
"7935","NM_001031232.1",0.608170260291201,5.04395377231919,10.6593348543829,0.00172966013504256,0.12151566363895
"11197","XM_015277492.1",1.29643533287982,4.4104700691971,10.6590660572721,0.00172996077886202,0.12151566363895
"2687","XM_015294769.1",0.67053988158629,4.86218698217423,10.6371206473448,0.00174764044184247,0.121608535146629
"1962","NM_001277586.1",-0.729160137732712,5.90830144696285,10.6287084820048,0.0017544999933093,0.121608535146629
"6348","XM_015284131.1",0.706650067015044,7.65816786893265,10.5729807486579,0.00180065587001178,0.121608535146629
"4752","XM_015297579.1",0.737299776305296,5.97787410417169,10.5636895896305,0.00180847329115338,0.121608535146629
"1349","NM_205372.1",1.29286327067111,3.91249655802997,10.5536221001034,0.00181698380328724,0.121608535146629
"1635","XM_015279031.1",0.757158865378574,4.08717564102181,10.5530719486593,0.00181745007151625,0.121608535146629
"10182","XM_004934863.2",-1.1203657469344,1.75964285024623,10.552857644166,0.0018176317340848,0.121608535146629
"6143","XM_015283929.1",-0.645680391520158,5.9985468872824,10.5426944645259,0.00182626864718496,0.121608535146629
"6099","NM_001277576.1",-0.950963996706949,6.43191267214524,10.5315068572654,0.00183620047488206,0.121608535146629
"9300","XM_015277289.1",0.554609046691664,7.19310036684046,10.5268099383109,0.00183985338168043,0.121608535146629
"5303","XM_418441.5",-0.980449245594668,4.56578607709509,10.5158557065225,0.00184928290460209,0.121608535146629
"3520","XM_416167.5",0.709955788977781,4.24323565041429,10.508138217418,0.00185595640806787,0.121608535146629
"9513","XM_015280325.1",0.508316193063673,7.63895112266606,10.5071522409421,0.00185681081099158,0.121608535146629
"6292","XM_015284266.1",0.598616971581935,6.00811445590822,10.5010718929647,0.00186208882590372,0.121608535146629
"6452","XM_004940419.2",-0.566710279977178,6.23114784695932,10.4970508039227,0.00186558789139367,0.121608535146629
"12480","XM_015294040.1",0.971016600409154,7.03811140120152,10.4933439758423,0.00187006929015495,0.121608535146629
"13339","XM_015301425.1",-2.67536675882682,-0.749431347612651,10.4899441324389,0.00187178871729339,0.121608535146629
"9586","NM_001031437.1",-0.820363944080645,5.65836925764219,10.4848718762512,0.00187622756516783,0.121608535146629
"9574","XM_424908.5",-1.02327203692421,6.12692322467949,10.4643740897956,0.00189553854393416,0.122335141412366
"1210","XM_015280593.1",-0.77442626869192,6.42285795917199,10.4448158838407,0.00191166888320319,0.122512093683322
"9667","XM_015280311.1",-0.627256856629246,6.24897195447019,10.4416440008746,0.0019145049734647,0.122512093683322
"3184","XM_415729.5",1.20659024197542,4.83691073639806,10.4229037691081,0.00193262807372591,0.123123433428544
"11709","XM_004946690.2",-0.986012457327935,4.77830383201333,10.4129469727521,0.00194036400185362,0.123123433428544
"398","XM_015285622.1",-0.679627575521904,6.47806985729809,10.4035564923943,0.00194890458205154,0.123147937230721
"12899","XR_001466802.1",1.52401667510613,1.32305685178782,10.3707047680188,0.00197909234959746,0.123718791639939
"9022","XM_015285923.1",-0.58640660852514,6.91463466043908,10.3582504946861,0.00199066365180977,0.123718791639939
"2602","XM_015294583.1",-0.56401719427426,6.90268843788798,10.3396889111224,0.00200804020960316,0.123718791639939
"14929","XR_001471020.1",-0.844106824778965,4.79134659763934,10.3324738309667,0.00201483723177565,0.123718791639939
"5794","XM_419061.4",-0.98573376898023,5.51936745117341,10.3318528541749,0.00201551652227688,0.123718791639939
"7942","XM_015288644.1",0.555759609210747,6.43968323873318,10.3015858962099,0.00204420747064218,0.123718791639939
"11200","NM_001277663.1",-1.18910659653233,8.39718515355693,10.2776492296196,0.0020714771665322,0.123718791639939
"3571","NM_001199250.1",-1.25148173656812,5.38385058776211,10.2743309859145,0.00207654619045824,0.123718791639939
"5897","XM_015282651.1",-2.35971421253874,-0.441358451089859,10.2592812766846,0.002085158945148,0.123718791639939
"6445","XM_004940407.2",-0.594651053306304,4.96863401862404,10.2574873178894,0.00208691429676257,0.123718791639939
"12898","XM_015274045.1",3.35158758197846,0.298198336452034,10.2517437555875,0.00209555283851161,0.123718791639939
"3569","NM_001006238.1",0.364279077347971,5.45861530634754,10.2259322678117,0.00211804322208065,0.123718791639939
"10098","NM_001031506.1",0.525413684181836,5.5053261407139,10.2201846327971,0.00212376512234778,0.123718791639939
"7350","XM_015286585.1",-0.4839199178598,6.11725005684055,10.2084098782612,0.00213553750124554,0.123718791639939
