"GeneID","Entrez","logFC","logCPM","LR","PValue","FDR"
"395465","CITED4",395465,2.33539514391309,4.18203938606012,57.5367788845988,3.3171816554773e-14,5.26005495109035e-10
"419301","WFDC8",419301,-3.23162687654111,2.06979369339504,48.3959850893621,3.48280525558587e-12,2.76134214689126e-08
"424379","REG4",424379,-4.67064434410911,1.19212293386379,32.6020041499614,1.13098066397043e-08,5.97798679619303e-05
"417513","RASA4",417513,2.40753326110141,3.9637860716315,31.9134482462962,1.61197257415977e-08,6.39026227711287e-05
"395935","VTN",395935,2.4436055688143,4.25621717360957,31.2561821446415,2.26126244894412e-08,7.17136773058138e-05
"418043","CYTH4",418043,1.83219710491312,1.75263016674746,28.6605383699925,8.62433733543894e-08,0.000227926861880092
"418965","DDX10",418965,0.942582900845599,5.69510080334349,23.9132468904946,1.00775922986046e-06,0.00228286258684246
"418169","AKR1B1",418169,1.06210018311968,8.03914045980328,23.1350868840594,1.51009838215222e-06,0.00299320375572347
"430664","SGSM1",430664,0.721675024915299,7.17070428828789,21.8776040152726,2.90605854934402e-06,0.00473873499205073
"422843","SLC2A9",422843,1.61180895597101,4.51980789573775,21.7913777849498,3.03963054078956e-06,0.00473873499205073
"417567","SEBOX",417567,2.72474420261652,0.51252524570686,21.6411335248984,3.28726019502794e-06,0.00473873499205073
"422007","OTOF",422007,-3.86365454037744,2.29904171282841,20.726512122662,5.29774048854299e-06,0.00700052257723551
"396491","LGALS1",396491,2.44602278149393,4.45079147435752,20.5552787927019,5.79338125903088e-06,0.00706658820188097
