"GeneID","Entrez","logFC","logCPM","LR","PValue","FDR"
"770722","RPS25",770722,1.58765101845072,8.14308134423551,71.4906978838126,2.78568325056949e-17,1.19385349471028e-14
"426398","THOP1",426398,-1.01575304971412,6.05024832132522,71.2719656188912,3.11226653851084e-17,1.29871606582017e-14
"100858808","DNAJB1",100858808,-1.68181267528583,4.08922423952303,70.9761723313283,3.61565335946594e-17,1.47008757233465e-14
"421297","ALK",421297,2.99558583640618,1.71762104683732,70.0124455538507,5.89314673168109e-17,2.33619069310668e-14
"396434","TNNC2",396434,9.02007977050935,1.75116300779173,69.5328156850759,7.5153682235774e-17,2.8462161733214e-14
"427025","LOC427025",427025,3.60266283521132,3.14153498756489,69.5267032161199,7.53869453739666e-17,2.8462161733214e-14
"426061","PPIE",426061,1.10639785889268,4.6887289415325,68.9874670407556,9.90911527382102e-17,3.65415909062744e-14
"374027","NEB",374027,3.21775552489418,4.72205888270582,68.7233317454809,1.13292594593914e-16,4.04720322909316e-14
"424180","SCN3A",424180,1.34156058415753,7.76645760105555,68.6963363197077,1.14854099331016e-16,4.04720322909316e-14
"395504","GATM",395504,4.69504003415542,1.05212281632915,68.5025576168975,1.26713154326597e-16,4.36802280034097e-14
"395674","MCL1",395674,-1.43841675550396,5.22208413542022,68.3834450393817,1.34602852033208e-16,4.54127111636295e-14
"425050","GYG1",425050,0.746221381346257,6.53322031488905,68.3290147580133,1.38369965255788e-16,4.57110945637714e-14
"427662","KCNJ12",427662,3.88389147794376,2.06696944294772,67.8510117796396,1.76328077287679e-16,5.70619249296067e-14
"101751319","LOC101751319",101751319,1.59582765699384,6.74472121025257,67.6295317004199,1.97290271718752e-16,6.2568636772885e-14
"427775","LOC427775",427775,4.87235984160371,0.248407119182324,67.3848241827889,2.233616525651e-16,6.94479553867607e-14
"100857489","CDC6",100857489,4.8577452813562,1.83805479056575,67.131535260015,2.53983018825115e-16,7.74501678751895e-14
"396531","LOC396531",396531,7.61776811741095,0.316139148478239,67.0663960341074,2.62515184220109e-16,7.85415712486465e-14
"396210","NFIA",396210,-1.33652566780667,5.70773433064055,67.0096550887047,2.70180653465782e-16,7.93380485556834e-14
"417806","SLC38A1",417806,-2.38196562034994,3.52654665800234,66.7871687397987,3.02460444444602e-16,8.72020957737827e-14
"422642","SDAD1",422642,0.604829189389284,5.78781794582538,66.3035610921942,3.86559657928547e-16,1.09458508853089e-13
"422314","AMER1",422314,-1.09221231839289,5.87231332566577,66.2530990111303,3.96583744613115e-16,1.10326814707547e-13
"421150","LRIF1",421150,-0.939688799809516,7.02106135030905,65.9530961560012,4.6178244906078e-16,1.26249729219945e-13
"100859120","AHNAK2",100859120,-1.4918152845275,7.1172279315952,65.8398929905929,4.89081985149968e-16,1.31447000652933e-13
"422822","NCAPG",395850,5.52381631028797,1.20507608118209,65.7430907591522,5.1370341881708e-16,1.33568686503163e-13
"395850","MMP27",395850,5.52381653960946,1.20507608118209,65.7426323751502,5.13822909547388e-16,1.33568686503163e-13
"429983","PIP5K1A",429983,-0.790924979622627,5.89271884701166,65.577002440704,5.58871253830275e-16,1.42935830193333e-13
"100857739","ANKLE1",100857739,4.89303779748923,-0.0240182947789885,65.3812705856618,6.17227182898278e-16,1.55355102209809e-13
"427800","UTS2R",427800,5.75568256920615,0.945834010691461,65.1464191477897,6.95346857058172e-16,1.72283048630804e-13
"395828","CHRD",395828,3.7400998178781,1.15262787606818,64.8956768013591,7.89701425808111e-16,1.92650700139065e-13
"425791","EHF",425791,6.24827597912788,1.83270558239281,64.7341469455951,8.5716477142e-16,2.05940330006166e-13
"423852","DPCD",423852,1.4880030666548,5.94329687806088,64.7043160617994,8.70240355743838e-16,2.05961213746717e-13
"420840","DTNBP1",420840,1.10313783072312,5.6353690637073,64.5659381207507,9.33553294872706e-16,2.1769639112936e-13
"429847","MAP1S",429847,-1.40161961908634,5.97202213607795,64.5253636802241,9.52976763518028e-16,2.18730849308728e-13
"107050625","PCOLCE",107050625,-1.78476217097173,6.23682118579848,64.4994819925085,9.65577312960266e-16,2.18730849308728e-13
"395263","DBI",395263,1.45383002959678,6.52373459176702,64.4331736503386,9.98625456690618e-16,2.23031040376664e-13
"396174","MAP1B",396174,-1.28093357334869,8.14698010158096,64.3066293149245,1.0648683952594e-15,2.33539159681929e-13
"415847","TRAPPC2L",415847,1.39586521514238,4.81272719449958,64.2877313864832,1.07513140296278e-15,2.33539159681929e-13
"395761","TNNT3",395761,10.261460823657,2.71013727401705,64.1009386239257,1.18205212773561e-15,2.50405209336722e-13
"416501","USP22",416501,1.10966913150352,6.41019998733495,64.09709639666,1.18435963298569e-15,2.50405209336722e-13
"426924","MAK16",426924,1.28882880738938,5.80659900239635,63.8056960632168,1.3731597308048e-15,2.86502550675943e-13
"107050805","LOC107050805",107050805,3.16363428572394,4.85159430943803,63.301233959762,1.77393148307932e-15,3.65314695158296e-13
"768711","TIMP4",422618,4.80993998739799,1.05581944626946,63.094393745436,1.97034116964417e-15,3.95523742870766e-13
"422618","TECRL",422618,4.80993987500131,1.05581944626946,63.0942250643743,1.97050991276979e-15,3.95523742870766e-13
"422608","FAM175A",422608,1.19954310876116,4.86811304675004,62.6077056657246,2.5226454112858e-15,5.00019853584486e-13
"395502","HOXB3",395502,7.17413973882963,0.688141160578396,62.2330249091471,3.05127799839207e-15,5.9733475580868e-13
"768829","LOC768829",768829,3.2809511355375,1.40120952915772,62.0567353437457,3.33703044334266e-15,6.45308435854689e-13
"395279","MYH7B",395279,4.40182789268117,2.09059957390715,62.007131859055,3.42215656741375e-15,6.46023892015555e-13
"395393","SNCA",395279,4.40182786859218,2.09059957390715,62.0071002797329,3.42221144789725e-15,6.46023892015555e-13
"101751823","LOC101751823",101751823,-0.842846723736863,7.15419524882873,61.6398626939839,4.12384794573706e-15,7.69315963241795e-13
"101750427","CCDC71L",101750427,-1.50483525123109,3.36951787764963,61.2029452845958,5.14844516903681e-15,9.49289477272286e-13
"419281","TM9SF4",419281,-0.673550042241486,5.91655653832439,61.0187872855192,5.65327380811855e-15,1.030390376728e-12
"776915","F8A3",776915,-2.74258601953028,1.28499202107448,60.9213208518185,5.94020135731652e-15,1.07038378321555e-12
"107051332","LOC107051332",107051332,-2.51622413150777,1.08189623436531,60.6978083984649,6.65441848075207e-15,1.18560802077849e-12
"100857999","PYGO2",100857999,-1.6085191762966,4.07396503271688,60.5128345108561,7.31003030726345e-15,1.28794611758085e-12
"422714","CISD2",422714,0.949221619364098,5.15693196904098,60.447387159281,7.5571610003627e-15,1.31685606574452e-12
"101748081","LOC101748081",101748081,-2.17041120970074,2.88301038633149,60.2604308691342,8.31012827706576e-15,1.42999993989368e-12
"771532","LOC771532",771532,4.63395440867499,0.521602414456985,60.2423461844609,8.38683196128603e-15,1.42999993989368e-12
"396386","TNNI2",396386,7.30485220849283,1.29649085280837,59.9766638253582,9.5988754735583e-15,1.61924859983206e-12
"101751794","LOC101751794",101751794,1.77514637998137,4.53490029494351,59.3916137620123,1.29218578417805e-14,2.15686210312752e-12
"101748402","LOC101748402",101748402,4.43332192300149,3.09505202811807,59.2385122210463,1.396733501577e-14,2.28434896795947e-12
"396180","SNRPE",396180,1.5242594930693,5.205916388917,59.2376077857514,1.3973756063068e-14,2.28434896795947e-12
"378915","PSMB7",378915,1.0904718799434,6.69803915078462,59.1593907038149,1.45403790415361e-14,2.35272235164937e-12
"395851","HMGA2",395851,3.75795648908004,0.339037192629153,59.044711933401,1.54129605299951e-14,2.46872035478921e-12
"395805","MYOM1",395805,4.72555012431295,0.920997569914607,58.928531457368,1.63504091750802e-14,2.59268438289247e-12
"417319","PIK3R5",417319,2.62179255144634,2.67213547161428,58.754103019953,1.78660590912603e-14,2.80497127732786e-12
"424415","XPR1",424415,-0.713534020435467,6.57093637849107,58.6763734904362,1.85860002280269e-14,2.88939417270414e-12
"419253","TCEA2",419253,1.8133869172246,6.51945135949823,58.5233605532895,2.00891424648276e-14,3.09275273849292e-12
"416696","LOC416696",416696,5.29168311373754,3.88266193462956,58.3598917433483,2.18296306118838e-14,3.32195392697881e-12
"396544","NACA",396544,1.04734567504437,7.69237087771064,58.3448725826124,2.19969201193653e-14,3.32195392697881e-12
"107053242","LOC107053242",107053242,4.40828320024982,-0.106429704766778,58.3155092669908,2.23276949641688e-14,3.3400967834606e-12
"395235","WNT6",395235,6.14027526627733,1.12141364973794,58.2700235163353,2.2849940094143e-14,3.3862757016152e-12
"100859356","G6PC3",100859356,-1.73086628214393,4.60078015450227,58.1795245297146,2.39256352127538e-14,3.51285923674663e-12
"100857581","LOC100857581",100857581,1.8582605953095,6.06163702390452,58.1253307069811,2.45939029132688e-14,3.57784879353857e-12
"107049962","LOC107049962",107049962,2.22153106259956,3.43754760371172,58.079554667965,2.51728991928234e-14,3.62878784091456e-12
"420271","RSPO2",420271,3.6104543620008,0.805631169060557,57.9868010298501,2.63882416904931e-14,3.76971485122657e-12
"418996","CWC15",418996,1.11286479726038,6.31666270282862,57.9069699807338,2.7481166778206e-14,3.89079340716083e-12
"416999","AIFM3",416999,3.26637731850606,2.09725388341645,57.8181780055069,2.87500555141737e-14,4.03442150697568e-12
"395365","ADRM1",395365,0.650665808796122,5.86289970175905,57.5951450141567,3.22019449872244e-14,4.47917755844226e-12
"771344","SNRPG",771344,2.06035452264123,4.63798612786513,57.4255315328365,3.51020984092773e-14,4.84012151718183e-12
"396463","POU2F1",396463,-0.796815400646377,6.24752397808094,57.3623250733444,3.62484665169561e-14,4.95510287551184e-12
"769355","MAFG",769355,-1.20431404365079,3.73502578008889,57.0586601530981,4.2300457357109e-14,5.73297737018527e-12
"373923","CELF1",373923,-0.907741799699639,6.35807546397249,57.0031219812394,4.3512060466104e-14,5.84720968483908e-12
"423889","SMNDC1",423889,1.05576942400395,6.2021444320617,56.8151985935267,4.7875190749343e-14,6.37946974548178e-12
"416678","UBE2H",416678,-0.610964854297155,6.43401119866957,56.7621607051558,4.91839913561286e-14,6.49925459111776e-12
"417413","ZNF207",417413,0.766159220337228,7.90612519712258,56.7025782993802,5.06970360970462e-14,6.64382563132943e-12
"422847","ZBTB49",422847,1.89454697569704,5.06791045593006,56.5577073362433,5.45730622665433e-14,7.07169913741226e-12
"776812","ATRAID",776812,-2.23784718741346,3.6104258859428,56.5476126242116,5.48539442455513e-14,7.07169913741226e-12
"426514","LOC426514",426514,-1.89452101550134,3.85585985717146,56.4970082814485,5.62839445830761e-14,7.1975363649503e-12
"418523","SH3BGR",418523,7.14577166093229,2.67983289634524,56.4373297964861,5.80183738134829e-14,7.35997882848318e-12
"107050194","LOC107050194",107050194,1.91071476720795,4.90410429076812,56.39912124101,5.91568024390641e-14,7.44483663711301e-12
"422546","SLC25A4",422546,2.27141587572268,4.27295467995115,56.2777742527741,6.29226885505559e-14,7.82914321683193e-12
"420062","MARCH2",420062,-0.898833740657414,4.584700664254,56.2640185717067,6.33644433050109e-14,7.82914321683193e-12
"415697","AMFR",415697,-0.679259377767294,6.67189465129298,56.2538895799911,6.36917118604603e-14,7.82914321683193e-12
"386575","YBX1",386575,1.02898412957749,10.1223073716175,56.2371315410368,6.42368834462705e-14,7.83541739082701e-12
"424575","ATP6V0B",424575,-1.20346963351386,5.87654228286647,56.2080667147738,6.51935134966133e-14,7.89140109554044e-12
"768878","ACVR1B",768878,-0.794106265827099,5.48776649378403,56.1697047277122,6.64780053222649e-14,7.98592219996329e-12
"107056378","LOC107056378",107056378,1.468064099228,5.90107829464218,56.1065702383648,6.86473310301834e-14,8.15721344698328e-12
"428198","EPHA8",428198,7.11317522060262,0.46518839678398,56.0984126210236,6.89327490632377e-14,8.15721344698328e-12
"772083","AGBL4",772083,0.627254957394467,5.26596988248747,56.0791928808114,6.96099108787685e-14,8.1763285689232e-12
"396400","RP11-849F2.7",396400,1.31436626033299,8.14403021052612,56.063413698039,7.01708253038281e-14,8.1816086532559e-12
"420194","ZNF704",420194,1.25010501229879,5.23600125499326,55.9637148544105,7.38209630901835e-14,8.54437234832876e-12
"100859747","PITPNA",100859747,-0.600645045732371,7.80541983279663,55.7783544487841,8.1119802228111e-14,9.32113553573302e-12
"420027","STAT3",420027,-1.08468409619608,7.06400602168902,55.6202115189884,8.79150723565394e-14,1.00292755565298e-11
"770867","JPH2",770867,3.14513176224247,1.72855400817165,55.5954967195987,8.90273414136308e-14,1.00836182342567e-11
"423381","SNW1",423381,0.729874768370629,6.73559160943095,55.5237076168795,9.2338644123365e-14,1.03844956018738e-11
"101747947","LOC101747947",101747947,-1.3660662242146,5.12873135834838,55.4524894410293,9.57453707383206e-14,1.06917911535039e-11
"418487","MAP3K7CL",418487,5.99993833751539,-0.0750794627734408,55.182393072387,1.09848330079801e-13,1.21808739166112e-11
"428719","CXORF56",428719,0.890502067588403,6.48949095589715,55.145206305978,1.11946356636239e-13,1.23273151193114e-11
"429380","LMF2",429380,-1.29942403075432,5.37403591168688,55.0422517493054,1.17966447426121e-13,1.29006479781793e-11
"420893","MYLK4",420893,2.69023649092932,2.95895231982727,54.9618130379744,1.22894514211577e-13,1.33475226839245e-11
"421097","MEP1B",421097,6.21111698646247,0.413697752802718,54.8569225111455,1.29631366567456e-13,1.39834325146948e-11
"619530","EXOSC9",619530,0.646438880722085,5.87421367272559,54.8100733834651,1.32758569820973e-13,1.42240043354809e-11
"426202","LRRC2",426202,5.47836201162209,0.0665958883957131,54.5698077930649,1.50022876561728e-13,1.58939244298315e-11
"428181","SKI",428181,-0.983090179957465,5.52327530589865,54.5655366630477,1.50349288293796e-13,1.58939244298315e-11
"419685","LYPLA2",419685,-0.976657718353269,5.27241794491189,54.5076124764283,1.5484682931698e-13,1.62609680296646e-11
"422786","N4BP2",422786,0.944023018150268,6.50794106685961,54.4822404717139,1.56859009678634e-13,1.63639033978559e-11
"420722","FBXL2",420722,1.01994832251022,6.39303684361126,54.365714413149,1.66441649950018e-13,1.72188929438672e-11
"417986","SNU13",417986,0.651709939523976,6.69628677328278,54.3564707673622,1.67226430810087e-13,1.72188929438672e-11
"107050633","LOC107050633",107050633,2.3326093799336,3.92097778233344,54.2741405612466,1.74381621494665e-13,1.78398024002639e-11
"107054572","LOC107054572",107054572,4.30872088249732,-0.411902711642743,54.1927543909212,1.81755817655828e-13,1.84750128241568e-11
"769803","RNF26",769803,-0.989007298559196,4.1086710921196,54.079924158076,1.92498040962918e-13,1.94423021372547e-11
"420080","BTBD2",420080,-1.106694643477,6.56618604547559,53.8921897890472,2.11797948425837e-13,2.12562029632183e-11
"423262","ERH",423262,0.963031901727184,6.96890404413524,53.8615118758273,2.15130905264632e-13,2.14549104703224e-11
"420509","MLLT10",420509,1.00084578239391,6.21704183011826,53.7752745183344,2.24783842348001e-13,2.22774836757016e-11
"425473","SMG5",425473,-0.889264954915748,5.72631317927613,53.5307759629953,2.54573370165607e-13,2.50731051597269e-11
"771257","DCTN6",771257,1.33208552053502,5.08827810536958,53.4632428446531,2.63476763314077e-13,2.57898212090822e-11
"424941","EIF4E2",424941,0.873090357156419,4.88354234924092,53.035015965574,3.27654955823089e-13,3.18749977575872e-11
"101750340","LOC101750340",101750340,6.56440119900791,-0.973265429036145,52.9462608912017,3.42799973008112e-13,3.31449949511563e-11
"107056205","LOC107056205",107056205,2.7501489457207,1.0093944761291,52.8559246334648,3.5893433719435e-13,3.44946774841867e-11
"419036","RP11-295P9.13",419036,0.864699907722707,5.90005177781897,52.814065863403,3.66665956894846e-13,3.50254342077203e-11
"419225","SS18L1",419225,1.40298407091147,3.74012854308548,52.6730449605059,3.93961063253084e-13,3.74074286227793e-11
"100859241","RAD23A",100859241,-1.14879299452765,4.41804274256992,52.5766338278264,4.13783035888064e-13,3.90557000004585e-11
"107053684","CBX6",107053684,-0.895121570001967,6.69975150183769,52.4611522414842,4.38843839705812e-13,4.11760163681365e-11
"770310","AJAP1",770310,1.49458939897809,5.07488798084763,52.4027408629834,4.52092532800718e-13,4.2169595838947e-11
"395586","TSPAN18",395586,-1.31917164573976,3.48969661320638,52.2137570162065,4.97761967505492e-13,4.6157962097863e-11
"107049496","LOC107049496",107049496,2.70556145421827,3.34393690303852,52.1535509199448,5.13259546338735e-13,4.73183524784496e-11
"107051082","LOC107051082",107051082,2.91065906596684,3.59536047024406,52.0389656656798,5.44101261534813e-13,4.98717555153615e-11
"548626","PTX3",548626,6.18976740678745,0.318005305631897,51.9609723929071,5.66148006131045e-13,5.1594304213908e-11
"419137","ERGIC3",419137,0.56561922054957,5.65114447091042,51.7979630123251,6.15155963755973e-13,5.57119408444997e-11
"770937","UQCR10",770937,1.50206606270499,5.71896954365637,51.7877696309766,6.1835792322835e-13,5.57119408444997e-11
"770416","SAPCD2",770416,2.38810136289138,1.88884856341839,51.6868409912827,6.5097592828558e-13,5.83193519481607e-11
"423610","LDB3",423610,1.8004523662167,5.00691357804245,51.5608885117739,6.941066135187e-13,6.1833980733517e-11
"424629","FAF1",424629,-0.670380759537472,6.3157354441733,51.5061477736632,7.13732470734151e-13,6.32271273096728e-11
"100859115","TSPAN19",100859115,6.44317496176111,2.11716083733198,51.3031384744045,7.91489970569376e-13,6.97258692406589e-11
"422876","HGFAC",422876,4.36612482568725,0.232930911883572,51.2871948632379,7.9794436968827e-13,6.99060987300934e-11
"419587","SEPN1",419587,-0.937670840016171,6.19023927960639,51.2680197406695,8.05776774406604e-13,7.02044083064039e-11
"427566","ATXN1L",427566,-0.72092876309321,5.72949460594455,51.2524705156314,8.12184572414621e-13,7.03760151080801e-11
"418546","CRYAA",418546,2.76035663105852,0.43232669330266,51.2339203260856,8.19895798416195e-13,7.06580851928566e-11
"419752","ARHGEF12",419752,-0.914676839960743,7.03772903469007,51.2226510906596,8.24616095180521e-13,7.06807428177163e-11
"416973","POP5",416973,1.46631865957349,3.92015535986522,51.1963215812781,8.35750889942586e-13,7.12500100097827e-11
"428335","LOC428335",428335,-0.590560892880495,7.70387593300406,51.0207674175014,9.13938879528006e-13,7.74990845597625e-11
"374042","SOD2",374042,1.05753242413413,6.48648631847074,50.7325902495188,1.05847308757226e-12,8.92777007959223e-11
"396230","HOXB4",396230,4.49340252638337,3.08007521393847,50.62869519152,1.11601350087585e-12,9.31471102135782e-11
"427184","TTC33",396230,4.49340245516881,3.08007521393847,50.628548264541,1.11609705118117e-12,9.31471102135782e-11
"404773","RP5-966M1.6",404773,4.33570530563963,0.633785763469578,50.4962274806722,1.19394080156319e-12,9.91220905255893e-11
"107050773","LOC107050773",107050773,2.66528184728635,0.65340773661905,50.4702677815053,1.20983875841759e-12,9.99188187095197e-11
"107052371","LOC107052371",107052371,3.24010082823089,0.2123474207511,50.4096855660492,1.24776879761729e-12,1.02517460227033e-10
"415820","HNF4beta",415820,2.83873863798245,0.383869415190847,50.3970133449168,1.2558520399135e-12,1.0264972060262e-10
"428571","LRFN2",428571,3.03994032599256,0.733570265085164,50.2450992402078,1.35693161882791e-12,1.10342895793611e-10
"420742","HERPUD2",420742,0.612936619575703,5.86853580045139,50.2100463815286,1.38138783940143e-12,1.11287089488843e-10
"107049821","SRPK3",107049821,4.61068853495864,1.07217016421881,50.2083548734601,1.38257908994778e-12,1.11287089488843e-10
"419866","ATP5F1",419866,0.983892397092133,8.09173995861746,50.1413934032921,1.43057204958228e-12,1.14568590859729e-10
"769051","FAM155B",769051,-1.1250834488515,7.21286078582179,50.0572241972651,1.49327011148019e-12,1.18988865114278e-10
"396263","ACTN2",396263,1.84415988730148,4.63134913202897,49.9066883908272,1.6123411341658e-12,1.27834466822336e-10
"425020","RSRC1",425020,0.837924862866465,5.52002182255112,49.6961431032375,1.79498434760631e-12,1.41607297512404e-10
"100857323","CDC42SE1",100857323,-1.06986907709238,4.60376136038327,49.6464370916241,1.84104120532017e-12,1.44521734617633e-10
"107050758","LOC107050758",107050758,3.48814197333139,0.749549117185953,49.5704514546466,1.91374451359238e-12,1.49488900256327e-10
"100859555","CLAPS2",100859555,1.41351851174131,6.42662520872323,49.5223805861986,1.9612156099759e-12,1.52446058467588e-10
"424377","SEC22B",424377,-0.57337720651613,6.38403096122933,49.509675055906,1.97395832289894e-12,1.5268808354248e-10
"101747763","LOC101747763",101747763,1.62276859989888,5.01114667806931,49.4266645364163,2.05927543785104e-12,1.5851422630099e-10
"107052577","LOC107052577",107052577,2.42744154994122,2.53477415146378,49.374864432982,2.11437482827458e-12,1.61824401793314e-10
"100858691","CCDC71",100858691,-0.669589383363006,5.43394710272506,49.3623048148114,2.12795514712304e-12,1.61824401793314e-10
"107055191","LOC107055191",107055191,5.68607756894242,0.280296445920634,49.3577570588396,2.13289398844691e-12,1.61824401793314e-10
"107049770","LOC107049770",107049770,-2.57553106366057,2.63847784003876,49.229591541729,2.27689903407167e-12,1.71927561825116e-10
"421276","SERTAD2",421276,-0.865682923538828,4.86241615669116,49.2184741926437,2.28983981155129e-12,1.72085260150563e-10
"428089","SESN3",428089,-0.841059031310523,6.97385056726948,49.191272684298,2.32181403251885e-12,1.7332164360242e-10
"428142","RIMS4",428142,-1.17746907236062,7.61020718286722,49.1857719924499,2.32833397439756e-12,1.7332164360242e-10
"416874","MYL2",416874,7.30670328334318,1.07286368636449,49.1767373005679,2.33908253332395e-12,1.7332164360242e-10
"429269","MKNK2",429269,-0.889724358507307,6.03834110468539,49.15347833024,2.36698271872625e-12,1.74573232422522e-10
"100859914","RPL36A",100859914,1.9506061304642,7.69828445514479,49.1206561189845,2.40692195795448e-12,1.75872098137004e-10
"418327","STXBP5L",415958,-3.21439955738586,14.7058899439661,49.1038050791135,2.42768819987778e-12,1.75872098137004e-10
"422445","MAML3",415958,-3.21439955742031,14.7058899439661,49.1036910645375,2.42782931374914e-12,1.75872098137004e-10
"415958","ATP2B2",415958,-3.21439955769581,14.7058899439661,49.1027792414729,2.42895815677643e-12,1.75872098137004e-10
"770328","HPS6",770328,-0.888374693387686,4.32759364605426,48.993138386583,2.56859491095263e-12,1.85137315922617e-10
"107048988","DOCK3",107048988,1.00397602779684,7.76241401406798,48.9461542860047,2.6308656921618e-12,1.88767589505021e-10
"100858532","MRPL49",100858532,3.02197621969609,1.24896840247684,48.7715675210969,2.87578700154605e-12,2.05411506682503e-10
"107055027","LOC107055027",107055027,-0.781116811474099,6.42737845316333,48.6779094726523,3.01644979629067e-12,2.14492575873458e-10
"427396","DCAF12",427396,-0.975499957187459,5.64200726285426,48.647941885928,3.06289564633922e-12,2.16822929750005e-10
"422945","C4H20ORF194",422945,1.053741299322,9.29670524569457,48.5845728592458,3.16347969760742e-12,2.22947989177604e-10
"416835","VPS37B",416835,-0.685284342876561,5.31675982266872,48.5335047234138,3.24693924634141e-12,2.27817325793079e-10
"107054182","LOC107054182",107054182,4.15207131387572,0.0573788654971778,48.5095806755295,3.28679224494854e-12,2.29597641533696e-10
"420508","DNAJC1",420508,0.852197034403095,5.85902786621232,48.4701894647877,3.35348004319864e-12,2.33228653706144e-10
"418721","TMEM182",418721,4.32180726824492,1.89176277931644,48.4566961851999,3.37663363731479e-12,2.33813447977732e-10
"101751202","LOC101751202",101751202,-1.43445277702029,4.25273074257866,48.3800290967042,3.5112592990938e-12,2.4207842915535e-10
"419118","AAR2",419118,-0.640638255476288,5.33132640131121,48.2807205302709,3.69365965027689e-12,2.535513466426e-10
"420788","ADCY1",420788,2.3218037624383,2.03007444278254,48.2143014799714,3.82091386719655e-12,2.6115616893162e-10
