"rockdoveid","entrezid","genbankid","name","geneid","logFC","logCPM","F","PValue","FDR"
"11305","RockDoveHPG_Transcript_15429",421828,"XM_419852.5","ZNF292",421828,0.509806229479672,6.84000418140122,12.8508616118147,0.000456628146400481,0.224777689463598
"5557","NODE_101082_length_283_cov_1.62719",395841,"NM_204993.1","annotated",395841,-2.69148377489259,0.480453770285539,12.9099660782551,0.000468775160508024,0.224777689463598
"12217","RockDoveHPG_Transcript_26490",423035,"XM_420968.5","CTR9",423035,0.500367172200119,6.84791867654402,12.714020789215,0.000488426557832098,0.227870790305343
"14968","RockDoveHPG_Transcript_44721",427941,"XM_015291826.1","PLXNA4B",427941,-1.59632273277671,2.83261159806707,12.5278546978912,0.000535357130343201,0.243193020631167
"10358","RockDoveHPG_Transcript_17673",420624,"XM_015281452.1","RP11-292K15.2",420624,0.89869731707463,7.06240735595703,12.1027449124899,0.000660590952134529,0.286769744169671
"10761","RockDoveHPG_Transcript_32566",421131,"XM_419213.4","PENK",421131,4.41239881663202,6.09702264775545,12.1059486516446,0.000664511051256333,0.286769744169671
"8462","RockDoveHPG_Transcript_39687",418175,"NM_001006247.2","annotated",418175,-3.46237910238165,3.71305951858535,11.9153994409664,0.000730247819545766,0.307452142951195
"1523","RockDoveHPG_Transcript_30168",101751026,"XR_001464073.1","LOC101751026",101751026,-1.10422903068804,4.67414603809726,11.6994059833293,0.000807139656911133,0.322525198789937
"12303","RockDoveHPG_Transcript_11378",423154,"XR_001466660.1","PDHX",423154,0.293259231004657,6.7344734569734,11.6705304067026,0.000818829823209828,0.322525198789937
"8285","NODE_150781_length_236_cov_1.58011",417954,"NM_001040642.1","HIST1H101",417954,2.51858461675291,2.88691955432611,11.6237143674419,0.000838152513750884,0.322525198789937
"15361","NODE_254833_length_183_cov_1.17188",428644,"NM_001024584.1","annotated",428644,-2.24237796197847,-0.922865102287293,11.6559921340568,0.000840785189754789,0.322525198789937
"3793","RockDoveHPG_Transcript_27584",107054951,"XR_001469834.1","LOC107054951",107054951,1.20936547521861,1.97511949953381,11.5442367779303,0.000872030913407111,0.327239078852903
"15312","NODE_120406_length_261_cov_2.0534",428571,"XM_004935375.2","LRFN2",428571,2.18788043497047,1.44501312448624,11.4969054659142,0.000892869153035216,0.327929942972211
"3881","NODE_167438_length_227_cov_1.51163",107055191,"XR_001470230.1","LOC107055191",107055191,-3.04899478253483,-1.15411077861,12.3678268467181,0.000965335027632846,0.343482636621357
"6900","RockDoveHPG_Transcript_16991",416116,"XM_004944719.2","THUMPD3",416116,0.708420352681199,7.5927461472736,11.3207414879631,0.000975011539476683,0.343482636621357
"4780","RockDoveHPG_Transcript_1967",374209,"XM_015299304.1","RP11-290H9.2",374209,1.99983301788901,4.56527372733658,11.1865994540882,0.00104313505100304,0.3587676558747
"4029","NODE_184040_length_219_cov_3.72561",107055704,"XM_015300839.1","LOC107055704",107055704,-2.38675777805693,-1.63828821362687,11.403629043195,0.00105996700553874,0.3587676558747
"10896","RockDoveHPG_Transcript_14151",421312,"XM_419377.5","CHGB",421312,1.26904777425696,9.45642940193841,11.0671401364926,0.00110749844102822,0.367646886327483
